Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5
1999,4,OAK,SEA,2,0.0683859975127616,0.649561582591344,0.135340056773822,0.0630157835321135,0.0836965795899592,2,0.0824544658970157,0.65489420944754,0.0673814501383082,0.133156525654241,0.0621133488628959
1999,4,PHI,NYG,3,0.118484975129681,0.120071041281067,0.478381732713495,0.0965327656345523,0.186529485241205,4,0.187743250885598,0.118549404501191,0.118584532534651,0.478731384022165,0.0963914280563942
1999,4,STL,CIN,4,0.318279086781933,0.0595875050734722,0.0981035640125772,0.351096357991805,0.172933486140213,5,0.172168705223904,0.0589542921801346,0.319468459532823,0.0972845067181894,0.352124036344949
1999,4,TB,MIN,4,0.23138719052915,0.0759531447829229,0.11297249299665,0.417738268257109,0.161948903434169,5,0.163703629814431,0.0765668735989452,0.232655467697781,0.114230412488384,0.412843616400459
1999,4,TEN,SF,3,0.110784032353385,0.103979134775259,0.510513964065687,0.0872425786044145,0.187480290201255,4,0.188138944684427,0.103643320853978,0.110915348821255,0.509971443899894,0.0873309417404462
1999,5,ATL,NO,2,0.100432263918118,0.42503378379975,0.254572139025489,0.0899719068697049,0.129989906386939,2,0.131397533208854,0.41762309662303,0.101272293331686,0.259098756090338,0.0906083207460925
1999,5,BAL,TEN,5,0.174152561062896,0.0848303254265459,0.238766667240971,0.1202035759426,0.382046870326987,1,0.38409405239304,0.084389015972065,0.174952273285601,0.235965323779963,0.120599334569331
1999,5,CHI,MIN,5,0.163645694673663,0.0885439565922694,0.269199557445227,0.11541717944494,0.363193611843901,1,0.36608429444131,0.0879571671848619,0.163877941491253,0.266619925029314,0.115460671853261
1999,5,CIN,CLE,2,0.119418741143354,0.445299323315486,0.184180564897062,0.114959829319883,0.136141541324215,2,0.138538397305508,0.435927181549456,0.121786751655495,0.186333252116638,0.117414417372904
1999,5,DAL,PHI,2,0.127437316520406,0.414723598835599,0.190680826236825,0.123111116646027,0.144047141761143,2,0.144088716260612,0.414672096177978,0.127387107732873,0.190853047519151,0.122999032309386
1999,5,DEN,OAK,3,0.121718491153184,0.106799113053673,0.469771839653596,0.0954770290402932,0.206233527099253,4,0.205142219638438,0.106869384908849,0.121311983737831,0.471336181063508,0.0953402306513737
1999,5,JAX,NYJ,1,0.474629301711752,0.0471707226612236,0.0871566352462211,0.183046395739751,0.207996944641052,3,0.207202301129155,0.047222014128733,0.473839111528295,0.0871889415543443,0.184547631659473
1999,5,MIA,IND,2,0.123944610141394,0.428101887146504,0.187625803372791,0.119912298151185,0.140415401188125,2,0.141316868125778,0.424652342325958,0.124795212889036,0.188473597976851,0.120761978682378
1999,5,NE,KC,3,0.138765341641583,0.103141738272374,0.398572794595994,0.106186463643027,0.253333661847022,4,0.232435953661721,0.108506612016702,0.134567779394778,0.418886981312595,0.105602673614204
1999,5,NYG,ARI,4,0.298848906134139,0.0385755845620267,0.0637708587738792,0.481612177988164,0.117192472541791,5,0.117190142125207,0.0384089582868038,0.299961982007055,0.0636221431442979,0.480816774436637
1999,5,PIT,BUF,5,0.303131929044557,0.0545189680128389,0.113979007378125,0.150805958777137,0.377564136787342,1,0.378390341774749,0.0545654498003125,0.301507640246421,0.114308750008244,0.151227818170273
1999,5,SD,DET,3,0.114780909281114,0.177839699412469,0.444221317319544,0.0960070440384979,0.167151029948375,4,0.167615744547943,0.175205854832054,0.114701766012127,0.446694049090335,0.095782585517541
1999,5,SF,STL,4,0.213634537619263,0.0574250661592966,0.0876121628696373,0.507618005870385,0.133710227481418,5,0.133306663290399,0.0568883454805507,0.213664689348545,0.0870662534767239,0.509074048403781
1999,5,TB,GB,3,0.140950888037687,0.147892349184587,0.386763470280649,0.119655982350736,0.204737310146341,4,0.20175395757065,0.153084276581456,0.140483534749901,0.384468035913832,0.12021019518416
1999,6,CAR,SF,5,0.20559898382151,0.0877943405338841,0.202588775612509,0.142475702492321,0.361542197539776,1,0.357017036389111,0.0890685591343523,0.203958534571397,0.206994815054061,0.142961054851078
1999,6,CLE,JAX,3,0.146202689080409,0.0998237899933369,0.367660303709511,0.11081851649964,0.275494700717103,4,0.278711824365119,0.0991454388419372,0.146690048640832,0.36451802865484,0.110934659497272
1999,6,DAL,NYG,3,0.0940646295672144,0.122533575138673,0.561648471767474,0.0766752429271061,0.145078080599533,4,0.145310851064047,0.121888234878758,0.094066114382088,0.56207115402828,0.0766636456468271
1999,6,GB,DEN,1,0.416715912176181,0.0511944051552271,0.0975132750824545,0.192352605714036,0.242223801872102,3,0.241458749309301,0.0508320107151221,0.418476429630608,0.0969343150067823,0.192298495338187
1999,6,IND,NYJ,2,0.077888773874585,0.61663742559174,0.139800714010361,0.0727854705457451,0.0928876159775691,2,0.0920401333642989,0.620013524229023,0.0770345176518788,0.13901304428975,0.0718987804650496
1999,6,MIA,NE,2,0.143649531071138,0.357047994372455,0.199944478569075,0.14049003893599,0.158867957051343,2,0.158972870656517,0.356803380803873,0.143663653654874,0.200135735850202,0.140424359034534
1999,6,MIN,DET,5,0.218311760115793,0.115290793911046,0.214974115698419,0.194110342609429,0.257312987665313,1,0.256592571930247,0.116390002186409,0.216565341123888,0.217420696930507,0.19303138782895
1999,6,OAK,BUF,1,0.510209786176502,0.0432848997579314,0.0809248287623479,0.15746164901707,0.208118836286148,3,0.206639736363291,0.0429196930282216,0.512545646629899,0.0803195619926412,0.157575361985947
1999,6,PHI,CHI,5,0.261825469775319,0.0603304040728844,0.129934159420316,0.146911822959366,0.400998143772114,1,0.402427419628697,0.0603142502437773,0.259890041239353,0.130377240395732,0.146991048492441
1999,6,PIT,CIN,1,0.583530780781312,0.0366530135201635,0.0671409660901781,0.148772307777968,0.163902931830379,3,0.162718605418951,0.0365073865259288,0.584114337415612,0.0668633955442701,0.149796275095238
1999,6,SEA,SD,2,0.110504102270551,0.37018027165914,0.277297799096954,0.0988071157318741,0.143210711241481,2,0.144127731115993,0.365025632601557,0.110962409301969,0.280776977534984,0.099107249445497
1999,6,STL,ATL,4,0.204907650065347,0.044926397103817,0.070308103404284,0.565859106751873,0.113998742674679,5,0.114323587300562,0.0448811913592843,0.205471126958724,0.0703951976750548,0.564928896706375
1999,6,TEN,NO,2,0.0630098076373839,0.675538763224558,0.126141805244341,0.0580560757014044,0.077253548192312,2,0.07829984358886,0.670956903243241,0.0637515434176906,0.128312138067457,0.0586795716827516
1999,6,WAS,ARI,5,0.183569610553915,0.0966690257448826,0.247840452463826,0.132340964130047,0.33957994710733,1,0.342546968565161,0.0957746107156797,0.18358538542961,0.246046048868463,0.132046986421087
1999,7,ATL,PIT,1,0.44658879292711,0.0459628319097569,0.0813012224873643,0.256431512433445,0.169715640242325,3,0.174147619907235,0.0470891110565709,0.43389194060529,0.0835655842957051,0.261305744135199
1999,7,BUF,SEA,4,0.217021484426227,0.0653688323885304,0.0972034132784228,0.477651264843043,0.142755005063777,5,0.14376420338498,0.0655897527662065,0.218194216025115,0.0977896353598778,0.47466219246382
1999,7,CHI,TB,5,0.214698608087949,0.0563967112710768,0.127180468010202,0.120593564376811,0.481130648253961,1,0.477378733065367,0.0566291784372614,0.216582469895287,0.127565376773609,0.121844241828476
1999,7,CIN,IND,4,0.212997657492356,0.0644018155979259,0.0947947544852869,0.489020417448618,0.138785354975814,5,0.13860259562694,0.0639401710033615,0.213182993312132,0.094410923577489,0.489863316480078
1999,7,CLE,STL,4,0.225218364469168,0.0703501489978557,0.104279566043363,0.448449057372884,0.151702863116728,5,0.152608703240139,0.0705144393853005,0.226149516168468,0.104801480772462,0.445925860433631
1999,7,DEN,NE,5,0.213531354686412,0.0781255376752295,0.184228321458322,0.146765880457723,0.377348905722313,1,0.377136766818349,0.0781038641931362,0.213285918163863,0.184518364994806,0.146955085829846
1999,7,DET,CAR,5,0.196760576402856,0.0696025008933988,0.167331157468365,0.127242701910031,0.43906306332535,1,0.440527963672273,0.0692765788627336,0.19640909823581,0.166725813488945,0.127060545740238
1999,7,GB,SD,4,0.332023763760976,0.047698692380984,0.0794791499059096,0.394391963149054,0.146406430803076,5,0.14711774481354,0.0477236972294691,0.332430762745426,0.0797079694584452,0.39301982575312
1999,7,KC,BAL,1,0.437212202382197,0.0485968457377413,0.0933075150083269,0.160993513931165,0.259889922940569,3,0.259117575954829,0.0484707586642276,0.437726163192977,0.0931165511740615,0.161568951013905
1999,7,NO,NYG,4,0.28993620183725,0.045713500107828,0.0746939472924228,0.456675527526182,0.132980823236317,5,0.132380064554758,0.0453405824774246,0.28929167997488,0.0742206662458326,0.458767006747105
1999,7,NYJ,OAK,2,0.133316739884507,0.393298261941273,0.194172581118367,0.129954235389503,0.14925818166635,2,0.149644212033281,0.391927392560852,0.133635358526304,0.194571202657768,0.130221834221795
1999,7,PHI,MIA,1,0.328849271997997,0.0656508921651685,0.120149597175665,0.25077024936439,0.23457998929678,3,0.237059548273101,0.0662579520733973,0.324701053879463,0.121773005173668,0.250208440600371
1999,7,SF,MIN,1,0.424726583462921,0.0491195693851726,0.0878871105435053,0.252209448029506,0.186057288578895,3,0.186701574603181,0.0491999906988154,0.422254004486946,0.0881686486951459,0.253675781515911
1999,7,WAS,DAL,1,0.334226563777752,0.0574108360754516,0.0989974619946683,0.325795348595682,0.183569789556446,3,0.183009090975519,0.0569071617131301,0.335840484259479,0.0983193418559146,0.325923921195957
1999,8,BUF,BAL,2,0.135443854655968,0.385253407416072,0.196214909661893,0.131366574715281,0.151721253550787,2,0.151496575446817,0.386288378000358,0.135089139799323,0.196222493243385,0.130903413510117
1999,8,CAR,ATL,1,0.560871122730574,0.0349970171658907,0.0612992020389812,0.21291719875925,0.129915459305304,3,0.130176450681215,0.0350035701664328,0.559268515656807,0.0613787578647461,0.214172705630799
1999,8,CHI,WAS,4,0.227810409139251,0.0880678329928909,0.123248632441493,0.394332830409018,0.166540295017348,5,0.166810012332074,0.0877805960373094,0.228212122604963,0.123237070028524,0.39396019899713
1999,8,CLE,NO,2,0.0831154300300418,0.549873213289151,0.186712520179363,0.0754593187627879,0.104839517738656,2,0.102721982336578,0.559763596777551,0.0815787307775051,0.181764452860024,0.0741712372483426
1999,8,DAL,IND,2,0.117165122946304,0.392061179030193,0.237958974481751,0.107034708360472,0.145780015181281,2,0.145807055965405,0.39122943342815,0.1168672598836,0.239503617806693,0.106592632916153
1999,8,JAX,CIN,4,0.227906788015413,0.078462338038086,0.11338171109108,0.420698966353073,0.159550196502348,5,0.160153622758764,0.0784470079137904,0.228515702253006,0.113678842964716,0.419204824109723
1999,8,MIA,OAK,5,0.155354543276052,0.0895744849035228,0.298958848214929,0.109827706694919,0.346284416910576,1,0.351018748212842,0.0890683165134444,0.156557689857397,0.292929709426631,0.110425535989685
1999,8,MIN,DEN,2,0.115832305916658,0.345162174991587,0.285012824070493,0.103171197557662,0.1508214974636,2,0.150725992987587,0.345292593207012,0.115659064180675,0.285330308587279,0.102992041037447
1999,8,NE,ARI,4,0.190614384371493,0.0441727891179619,0.0683143654941777,0.588241599344192,0.108656861672175,5,0.108943150671214,0.0441129468109105,0.191174870629624,0.068379182432962,0.58738984945529
1999,8,NYG,PHI,2,0.143516599707118,0.35776781570288,0.199596698741197,0.14053852859302,0.158580357255785,2,0.158297532467309,0.359060378094132,0.143073308805797,0.199612868504158,0.139955912128604
1999,8,SD,KC,4,0.197987544860517,0.0558841308498807,0.0825759552272545,0.540369047420551,0.123183321641798,5,0.123224233099988,0.0556482709872596,0.198407794095788,0.0824297857388609,0.540289916078104
1999,8,SEA,GB,1,0.562053819166055,0.0380597472281054,0.0702850748082937,0.155155257948144,0.174446100849402,3,0.175196096681212,0.0380714633106035,0.560088387492815,0.0704399960148909,0.156204056500479
1999,8,STL,TEN,4,0.248919701283327,0.0716112979454655,0.112190930596635,0.396992293706111,0.170285776468462,5,0.177618064905306,0.0757521090282621,0.250555314558772,0.118708647028222,0.377365864479438
1999,8,TB,DET,1,0.510348260120478,0.0442243244575575,0.0805311801335168,0.172991284890248,0.1919049503982,3,0.190453961635367,0.0438953024271926,0.512273412610158,0.0799706867866372,0.173406636540645
1999,9,ARI,NYJ,3,0.120157129026812,0.201119965700971,0.407166499323222,0.103915642141395,0.1676407638076,4,0.167510346246263,0.1978749964708,0.119651734765373,0.411642804306099,0.103320118211465
1999,9,BAL,CLE,1,0.457818464779259,0.0426974738929053,0.0725529169456452,0.282751693476448,0.144179450905742,3,0.143728790613211,0.0424938192556627,0.45658253640524,0.072286814022698,0.284908039703188
1999,9,BUF,WAS,5,0.239463542842136,0.0782691515268321,0.1656331645716,0.157037643866148,0.359596497193284,1,0.361672693607816,0.0775712763340809,0.239758321933184,0.164384003822173,0.156613704302747
1999,9,CHI,GB,2,0.0981689514878151,0.443169220186335,0.244007923224006,0.0881928172042953,0.126461087897549,2,0.119633733236934,0.477496066617339,0.0936160751387744,0.224657002438573,0.0845971225683793
1999,9,CIN,SEA,4,0.210189846021511,0.0596349956849021,0.0892582622059222,0.507393770645884,0.133523125441781,5,0.132998848660852,0.0590382584659202,0.210028940010673,0.0886355080690016,0.509298444793553
1999,9,DAL,MIN,2,0.11423305285936,0.342588574307358,0.291944844412269,0.102348029700229,0.148885498720783,2,0.149361103925133,0.338446221105852,0.114239260201405,0.295772001620658,0.102181413146952
1999,9,DEN,SD,1,0.368519745641245,0.052084445868049,0.103729581763513,0.155730377725881,0.319935849001312,3,0.316297644609279,0.0516608755927418,0.373204172435678,0.102770366927425,0.156066940434877
1999,9,JAX,ATL,4,0.248068016119865,0.0432679162055139,0.0699540973935287,0.51765292360464,0.121057046676452,5,0.120451378178288,0.042891042662159,0.247125315475661,0.0694829055899552,0.520049358093936
1999,9,KC,IND,3,0.114551083433421,0.105697548494161,0.49716830675842,0.0899836626997886,0.192599398614209,4,0.197502125046177,0.106436737548969,0.117020141476756,0.487274930546998,0.0917660653811009
1999,9,PHI,CAR,4,0.204143284891062,0.0551451337029714,0.0827671545159286,0.532383182817985,0.125561244072054,5,0.126878629747752,0.0555326734786392,0.205878014787622,0.0835532823959316,0.528157399590055
1999,9,PIT,SF,4,0.229604506589302,0.0360803502833963,0.0586854002467949,0.572232214172652,0.103397528707855,5,0.103384317149582,0.0359153536864974,0.230349551352962,0.058540460768868,0.57181031704209
1999,9,STL,DET,3,0.143487628892058,0.0948059430286132,0.369605757277456,0.106822447055332,0.28527822374654,4,0.270661410770218,0.0966613299885768,0.140781820957505,0.38562741546639,0.10626802281731
1999,9,TB,NO,1,0.454599280697956,0.048918245723262,0.0867397429763951,0.223539694453163,0.186203036149223,3,0.184436481658749,0.0483103209680555,0.458189680984141,0.0857403398188339,0.223323176570221
1999,9,TEN,MIA,4,0.303456819101345,0.0420395696401089,0.0689720346261805,0.460325713017439,0.125205863614927,5,0.124569527600075,0.0417045694419417,0.30189696232917,0.0685364995101944,0.463292441118618
1999,10,BAL,JAX,3,0.134788356074532,0.1008595514961,0.414151519319932,0.101967231324552,0.248233341784884,4,0.251302031210557,0.10080968340094,0.135996790906971,0.409089993390479,0.102801501091054
1999,10,CAR,STL,4,0.190947841175112,0.0388348942955675,0.061094216929682,0.608311710072797,0.100811337526841,5,0.101836100737661,0.0390368223262553,0.193076629927874,0.0615712141138423,0.604479232894367
1999,10,CLE,PIT,2,0.101068643236636,0.515952944237328,0.168884374152233,0.0962856576051033,0.1178083807687,2,0.116955175984062,0.519356966098159,0.100168326924774,0.168199152436448,0.0953203785565576
1999,10,DEN,SEA,3,0.166295626929986,0.165683148502082,0.301980654991256,0.148445880274819,0.217594689301857,4,0.218066514494759,0.164246818581067,0.165839676286851,0.304145066819064,0.14770192381826
1999,10,DET,ARI,5,0.224477543472492,0.0642494078861348,0.143948206308554,0.134996666281601,0.432328176051219,1,0.431459256931047,0.0646204379420456,0.223129928474205,0.145401032597491,0.135389344055211
1999,10,GB,DAL,1,0.354646081378036,0.0525930604456835,0.0911414420325746,0.327189829641409,0.174429586502297,3,0.176164169434269,0.0528503986868329,0.352894725264897,0.0919049044340541,0.326185802179947
1999,10,IND,NYG,5,0.175709090227742,0.0686653517027568,0.175215972824617,0.113374082745418,0.467035502499466,1,0.470900950656426,0.0678900576893345,0.175296908850958,0.173009817376755,0.112902265426527
1999,10,KC,TB,5,0.232872014246607,0.0589740926848348,0.127703304134727,0.126885443930858,0.453565145002974,1,0.452702842436435,0.0587175043958458,0.234207339500297,0.127047973793448,0.127324339873975
1999,10,MIA,BUF,4,0.208307558265916,0.0603669175488304,0.0897780190961635,0.508304345443502,0.133243159645588,5,0.133336600002701,0.0600667280772763,0.208770471795997,0.0896125793748781,0.508213620749148
1999,10,MIN,CHI,2,0.101326558830627,0.422523162185662,0.254453156961575,0.0902804602365829,0.131416661785553,2,0.132140977440496,0.4187702386455,0.101727585671368,0.256778609846934,0.0905825883957013
1999,10,NYJ,NE,5,0.307026840091046,0.066395431147877,0.130634532797954,0.176101039900003,0.319842156063119,1,0.320262103366517,0.0661496172442198,0.306833075921057,0.13039942353339,0.176355779934817
