Year,Game Number,Home Team,Away Team,L_2 Cluster_5,H_1 Cluster_5,L_2 Cluster_10,H_1 Cluster_10,L_2 Cluster_20,H_1 Cluster_20
2011,11,OAK,MIN,2,3,5,4,10,2
2011,11,PHI,NYG,3,3,7,4,4,9
2011,11,SD,CHI,2,3,6,4,13,9
2011,11,SEA,STL,3,2,7,6,3,16
2011,11,TB,GB,2,4,5,8,11,14
2011,11,TEN,ATL,1,4,9,8,15,14
2011,12,ARI,STL,3,2,2,5,7,3
2011,12,BUF,NYJ,3,2,2,5,7,4
2011,12,CAR,IND,2,3,6,4,13,9
2011,12,CHI,OAK,2,4,5,8,11,13
2011,12,CLE,CIN,5,2,4,5,5,10
2011,12,DEN,SD,5,1,4,2,5,7
2011,12,GB,DET,2,3,5,4,11,2
2011,12,HOU,JAX,2,3,5,4,10,1
2011,12,MIA,DAL,3,2,2,5,7,4
2011,12,MIN,ATL,1,4,9,8,15,14
2011,12,NE,PHI,2,3,5,4,10,2
2011,12,NYG,NO,1,4,9,8,15,14
2011,12,PIT,KC,2,3,6,4,13,9
2011,12,SF,BAL,2,3,6,4,13,9
2011,12,TB,TEN,5,1,3,1,19,17
2011,12,WAS,SEA,3,2,2,5,8,10
2011,13,ATL,HOU,2,3,6,4,14,8
2011,13,BAL,CLE,1,4,9,8,15,13
2011,13,CAR,TB,1,4,9,8,15,14
2011,13,CIN,PIT,1,4,9,8,15,14
2011,13,DAL,ARI,3,2,2,5,8,10
2011,13,DEN,MIN,5,1,4,2,5,7
2011,13,DET,NO,1,4,9,8,15,14
2011,13,GB,NYG,3,3,7,3,4,18
2011,13,IND,NE,1,4,9,8,15,14
2011,13,KC,CHI,3,3,7,3,3,18
2011,13,NYJ,WAS,3,2,2,5,8,10
2011,13,OAK,MIA,1,4,9,8,15,14
2011,13,PHI,SEA,1,4,9,8,15,14
2011,13,SD,JAX,2,4,5,8,11,13
2011,13,STL,SF,1,4,9,8,15,14
2011,13,TEN,BUF,2,4,5,8,11,13
2011,14,ATL,CAR,5,1,8,2,2,6
2011,14,BUF,SD,1,4,9,8,15,14
2011,14,CHI,DEN,5,5,8,10,1,11
2011,14,CLE,PIT,2,3,6,4,14,9
2011,14,HOU,CIN,5,5,8,10,12,12
2011,14,IND,BAL,1,4,9,8,16,14
2011,14,KC,NYJ,1,4,9,8,15,14
2011,14,MIN,DET,1,4,9,8,16,14
2011,14,NE,WAS,2,3,6,3,13,18
2011,14,NO,TEN,3,3,7,3,4,18
2011,14,NYG,DAL,5,1,4,2,5,7
2011,14,OAK,GB,1,4,9,7,16,19
2011,14,PHI,MIA,2,3,5,4,10,2
2011,14,SF,ARI,3,2,2,5,8,10
2011,14,STL,SEA,1,4,9,8,15,14
2011,14,TB,JAX,3,3,7,4,17,1
2011,15,BAL,SD,1,4,9,8,15,14
2011,15,CAR,HOU,1,4,9,8,15,14
2011,15,CIN,STL,3,3,7,3,4,18
2011,15,CLE,ARI,5,1,4,2,5,7
2011,15,DAL,TB,1,4,9,8,16,14
2011,15,DET,OAK,5,5,8,10,2,11
2011,15,GB,KC,2,3,6,4,13,9
2011,15,JAX,ATL,1,4,9,7,16,19
2011,15,MIA,BUF,2,3,5,4,11,2
2011,15,NE,DEN,2,3,5,4,10,2
2011,15,NO,MIN,2,3,5,4,10,2
2011,15,NYJ,PHI,1,4,9,7,16,19
2011,15,PIT,SF,2,4,5,8,11,14
2011,15,SEA,CHI,2,3,6,4,13,9
2011,15,TEN,IND,2,3,6,4,13,9
2011,15,WAS,NYG,1,4,9,8,15,14
2011,16,ARI,CIN,1,4,9,8,15,14
2011,16,ATL,NO,1,4,9,8,15,14
2011,16,CHI,GB,1,4,9,8,15,14
2011,16,CLE,BAL,1,4,9,8,15,14
2011,16,DEN,BUF,2,3,5,4,10,1
2011,16,HOU,IND,5,1,8,2,2,6
2011,16,JAX,TEN,1,4,9,8,15,14
2011,16,MIA,NE,5,1,4,2,6,5
2011,16,MIN,WAS,3,3,7,3,4,18
2011,16,NYG,NYJ,3,2,7,6,3,16
2011,16,OAK,KC,3,3,7,3,3,18
2011,16,PHI,DAL,1,4,9,8,15,13
2011,16,SD,DET,1,4,9,8,15,14
2011,16,SF,SEA,3,2,2,5,8,3
2011,16,STL,PIT,1,4,9,8,15,14
2011,16,TB,CAR,1,4,9,8,15,14
2011,17,BAL,CIN,2,4,5,8,11,13
2011,17,BUF,NE,3,2,2,5,9,3
2011,17,CAR,NO,1,4,9,8,15,14
2011,17,CHI,MIN,3,3,7,3,4,18
2011,17,DAL,NYG,1,4,9,8,15,14
2011,17,DET,GB,3,2,2,5,7,4
2011,17,IND,JAX,2,4,5,8,11,14
2011,17,KC,DEN,2,3,6,4,13,9
2011,17,NYJ,MIA,3,2,2,5,8,10
2011,17,PIT,CLE,3,3,7,3,3,18
2011,17,SD,OAK,2,3,5,4,11,2
2011,17,SEA,ARI,2,3,6,4,14,8
2011,17,SF,STL,2,3,5,4,10,2
2011,17,TB,ATL,1,4,9,7,16,19
2011,17,TEN,HOU,3,2,2,5,8,10
2011,17,WAS,PHI,2,3,5,4,11,9
2011,18,ATL,NYG,2,3,6,4,13,9
2011,18,CIN,HOU,2,3,6,4,13,9
2011,18,DET,NO,3,3,7,4,3,9
2011,18,PIT,DEN,2,3,5,4,11,8
2011,19,DEN,NE,1,4,9,8,16,14
2011,19,HOU,BAL,2,3,5,4,11,8
2011,19,NO,SF,2,3,6,4,14,8
2011,19,NYG,GB,2,3,6,4,13,9
2011,20,BAL,NE,2,3,6,3,14,18
2011,20,NYG,SF,3,2,2,5,8,10
2011,21,NYG,NE,5,1,4,1,5,17
2012,1,ATL,KC,2,3,6,4,13,9
2012,1,BUF,NYJ,1,4,9,8,16,14
2012,1,CAR,TB,1,4,9,8,15,14
2012,1,CIN,BAL,1,4,9,8,15,14
2012,1,DAL,NYG,2,3,6,4,13,9
2012,1,IND,CHI,1,4,9,8,15,14
2012,1,JAX,MIN,3,3,7,3,3,18
2012,1,MIA,HOU,2,4,5,8,10,13
2012,1,NE,TEN,1,4,9,8,15,14
2012,1,PHI,CLE,5,1,4,2,5,7
2012,1,PIT,DEN,3,2,2,5,7,4
2012,1,SD,OAK,2,3,6,4,13,9
2012,1,SEA,ARI,2,3,6,4,14,8
2012,1,SF,GB,2,4,5,8,11,13
2012,1,STL,DET,3,2,2,5,7,4
2012,1,WAS,NO,1,4,9,8,15,14
2012,2,ARI,NE,3,3,7,3,3,18
2012,2,BAL,PHI,5,1,4,2,5,7
2012,2,CHI,GB,2,4,5,8,11,13
2012,2,CLE,CIN,1,4,9,8,15,14
2012,2,DAL,SEA,1,4,9,8,15,14
2012,2,DEN,ATL,1,4,9,7,16,19
2012,2,DET,SF,1,4,9,8,15,14
2012,2,HOU,JAX,1,4,9,8,15,14
2012,2,KC,BUF,1,4,9,8,15,14
2012,2,MIN,IND,2,4,5,8,11,13
2012,2,NO,CAR,2,3,5,4,10,2
2012,2,NYJ,PIT,2,3,5,4,10,9
2012,2,OAK,MIA,2,3,6,4,13,9
2012,2,TB,NYG,5,5,8,10,2,12
2012,2,TEN,SD,1,4,9,8,15,14
2012,2,WAS,STL,5,2,4,5,5,10
2012,3,ATL,SD,1,4,9,8,15,14
2012,3,BUF,CLE,2,4,5,8,11,14
2012,3,CIN,WAS,2,3,6,4,14,8
2012,3,DET,TEN,2,2,6,6,14,15
2012,3,GB,SEA,3,2,2,5,8,10
2012,3,HOU,DEN,1,4,9,8,15,14
2012,3,JAX,IND,5,1,4,2,5,7
2012,3,KC,NO,5,5,8,10,2,12
2012,3,NE,BAL,5,5,8,10,2,11
2012,3,NYG,CAR,1,4,9,8,15,14
2012,3,NYJ,MIA,5,1,8,2,2,7
2012,3,PHI,ARI,1,4,9,8,16,14
2012,3,PIT,OAK,5,1,4,2,5,7
2012,3,SF,MIN,1,4,9,8,15,14
2012,3,STL,CHI,2,4,5,8,11,13
2012,3,TB,DAL,2,3,6,4,13,9
2012,4,CAR,ATL,3,2,7,6,4,15
2012,4,CHI,DAL,2,3,6,4,13,9
2012,4,CIN,JAX,2,3,6,4,13,9
2012,4,CLE,BAL,1,4,9,8,15,14
2012,4,MIA,ARI,5,5,8,10,2,11
2012,4,MIN,DET,1,4,9,8,15,14
2012,4,NE,BUF,3,2,1,5,18,4
2012,4,NO,GB,3,2,1,6,18,15
2012,4,NYG,PHI,2,3,6,4,13,9
2012,4,OAK,DEN,1,4,9,8,15,14
2012,4,SD,KC,1,4,9,8,15,14
2012,4,SEA,STL,2,3,6,4,13,9
2012,4,SF,NYJ,2,4,5,8,11,13
2012,4,TEN,HOU,1,4,9,8,15,14
2012,4,WAS,TB,2,3,6,4,14,8
2012,5,ARI,STL,2,4,5,8,11,13
2012,5,ATL,WAS,5,2,4,5,5,10
2012,5,BAL,KC,3,3,7,3,4,18
2012,5,BUF,SF,1,4,9,8,15,14
2012,5,CHI,JAX,2,3,6,4,13,9
2012,5,CLE,NYG,3,3,7,4,17,1
2012,5,DEN,NE,1,4,9,8,15,14
2012,5,GB,IND,5,5,8,10,2,12
2012,5,HOU,NYJ,2,3,6,4,13,9
2012,5,MIA,CIN,3,3,7,3,3,18
2012,5,PHI,PIT,2,3,5,4,11,9
2012,5,SD,NO,3,2,2,5,8,10
2012,5,SEA,CAR,3,3,7,3,4,18
2012,5,TEN,MIN,1,4,9,8,15,14
2012,6,BUF,ARI,3,2,2,5,7,4
2012,6,CIN,CLE,3,3,7,3,3,18
2012,6,DAL,BAL,3,3,7,3,3,18
2012,6,DEN,SD,5,5,8,10,12,12
2012,6,DET,PHI,5,1,4,2,5,7
2012,6,GB,HOU,1,4,9,8,15,14
2012,6,IND,NYJ,1,4,9,8,15,14
2012,6,KC,TB,1,4,9,8,15,14
2012,6,MIN,WAS,2,3,5,4,10,2
2012,6,NE,SEA,5,5,8,10,12,12
2012,6,NYG,SF,2,4,5,8,10,13
2012,6,OAK,ATL,3,2,2,5,8,4
2012,6,PIT,TEN,3,2,1,6,18,15
2012,6,STL,MIA,2,3,5,4,10,9
2012,7,ARI,MIN,1,4,9,8,15,14
2012,7,BAL,HOU,1,4,9,8,16,14
2012,7,CLE,IND,2,3,6,4,14,9
2012,7,DAL,CAR,3,2,7,6,4,15
2012,7,DET,CHI,1,4,9,8,15,14
2012,7,GB,STL,2,4,5,8,11,13
2012,7,JAX,OAK,5,5,8,10,12,12
2012,7,NO,TB,3,2,2,6,9,16
2012,7,NYJ,NE,2,3,6,4,14,8
2012,7,PIT,CIN,3,2,2,5,7,3
2012,7,SEA,SF,3,3,7,3,3,18
2012,7,TEN,BUF,5,1,3,1,19,17
2012,7,WAS,NYG,3,3,7,3,4,18
2012,8,ATL,PHI,1,4,9,8,15,14
2012,8,CAR,CHI,5,5,8,10,2,11
2012,8,IND,TEN,5,5,8,10,2,11
2012,8,JAX,GB,2,4,5,8,11,13
2012,8,MIA,NYJ,1,4,9,8,15,14
2012,8,NE,STL,1,4,9,8,15,14
2012,8,NO,DEN,1,4,9,8,15,14
2012,8,NYG,DAL,2,3,6,4,14,8
2012,8,OAK,KC,2,3,6,4,13,9
2012,8,SD,CLE,2,3,6,4,14,8
2012,8,SEA,DET,3,2,2,5,7,4
2012,8,SF,ARI,1,4,9,8,15,14
2012,8,TB,MIN,1,4,9,8,15,14
2012,8,WAS,PIT,1,4,9,8,15,14
2012,9,ARI,GB,1,4,9,8,15,14
2012,9,BAL,CLE,2,3,6,4,14,8
2012,9,BUF,HOU,2,4,5,8,11,13
2012,9,CAR,WAS,2,3,6,4,13,9
2012,9,CHI,TEN,1,4,9,7,16,19
2012,9,DAL,ATL,3,3,7,3,3,18
2012,9,DEN,CIN,2,3,6,4,13,9
2012,9,DET,JAX,1,4,9,8,15,14
2012,9,KC,SD,1,4,9,8,15,14
2012,9,MIA,IND,3,2,2,5,7,10
2012,9,MIN,SEA,2,3,6,4,13,9
2012,9,PHI,NO,1,4,9,8,15,14
2012,9,PIT,NYG,5,1,4,2,5,7
2012,9,TB,OAK,2,3,6,4,13,9
2012,10,ATL,NO,2,3,6,4,13,9
2012,10,BUF,NE,1,4,9,8,15,14
2012,10,DAL,PHI,3,2,1,5,18,4
2012,10,DEN,CAR,1,4,9,8,15,14
2012,10,DET,MIN,1,4,9,8,15,14
2012,10,HOU,CHI,2,3,6,4,13,9
2012,10,IND,JAX,1,4,9,8,15,14
2012,10,KC,PIT,3,2,7,5,4,4
2012,10,NYG,CIN,1,4,9,8,15,14
2012,10,NYJ,SEA,2,4,5,8,11,13
2012,10,OAK,BAL,1,4,9,8,15,14
2012,10,SD,TB,3,3,7,3,3,18
2012,10,STL,SF,3,2,1,6,18,15
2012,10,TEN,MIA,1,4,9,8,16,14
2012,11,ARI,ATL,3,2,2,5,8,10
2012,11,BAL,PIT,3,3,7,3,4,18
2012,11,CHI,SF,1,4,9,8,16,14
2012,11,CIN,KC,1,4,9,8,15,14
2012,11,CLE,DAL,5,1,8,2,2,6
2012,11,GB,DET,5,1,4,2,5,7
2012,11,IND,NE,2,4,5,8,11,13
2012,11,JAX,HOU,5,5,8,10,2,11
2012,11,MIA,BUF,1,4,9,8,15,14
2012,11,NO,OAK,1,4,9,8,15,14
2012,11,NYJ,STL,3,3,7,4,3,1
2012,11,PHI,WAS,1,4,9,8,15,14
2012,11,SD,DEN,2,4,5,8,11,13
2012,11,TB,CAR,5,5,8,10,1,11
2012,12,ATL,TB,3,2,2,5,7,4
2012,12,BAL,SD,5,5,8,10,2,12
2012,12,BUF,IND,2,4,5,8,11,13
2012,12,CAR,PHI,3,3,7,3,4,18
2012,12,DEN,KC,3,2,2,5,7,3
2012,12,GB,NYG,1,4,9,8,15,14
2012,12,HOU,DET,5,1,8,2,2,6
2012,12,MIN,CHI,1,4,9,8,15,14
2012,12,NE,NYJ,1,4,9,8,15,14
2012,12,OAK,CIN,1,4,9,7,16,19
2012,12,PIT,CLE,2,3,6,4,13,9
2012,12,SEA,MIA,3,1,2,1,8,17
2012,12,SF,NO,3,3,7,3,3,18
2012,12,STL,ARI,3,2,7,6,3,16
2012,12,TEN,JAX,2,3,6,4,13,9
2012,12,WAS,DAL,2,3,5,4,10,2
2012,13,ARI,NYJ,3,3,7,3,4,18
2012,13,CAR,KC,2,3,6,4,13,9
2012,13,CIN,SD,3,2,2,5,8,10
2012,13,CLE,OAK,2,3,5,4,11,9
2012,13,HOU,TEN,1,4,9,8,15,14
2012,13,IND,DET,5,5,8,10,12,12
2012,13,JAX,BUF,1,4,9,8,15,14
2012,13,MIN,GB,3,3,7,3,4,18
2012,13,NE,MIA,2,4,5,8,11,14
2012,13,NO,ATL,1,4,9,8,15,14
2012,13,NYG,WAS,3,2,2,5,7,4
2012,13,PHI,DAL,5,2,4,5,5,10
2012,13,PIT,BAL,5,1,4,2,5,7
2012,13,SEA,CHI,5,1,8,2,2,7
2012,13,SF,STL,5,1,8,2,2,6
2012,13,TB,DEN,2,3,5,4,10,9
2012,14,ARI,SEA,1,4,9,7,16,19
2012,14,ATL,CAR,1,4,9,8,15,14
2012,14,BAL,WAS,5,1,4,2,5,7
2012,14,CHI,MIN,1,4,9,8,15,14
2012,14,DAL,CIN,5,5,8,10,12,12
2012,14,DEN,OAK,1,4,9,8,15,14
2012,14,DET,GB,3,2,2,5,7,3
2012,14,HOU,NE,1,4,9,7,16,19
2012,14,KC,CLE,2,4,5,8,10,13
2012,14,MIA,SF,2,3,6,4,13,9
2012,14,NO,NYG,1,4,9,8,15,14
2012,14,NYJ,JAX,3,3,7,3,3,18
2012,14,PHI,TB,5,1,4,2,5,7
2012,14,SD,PIT,1,4,9,8,15,13
2012,14,STL,BUF,5,5,8,10,2,11
2012,14,TEN,IND,5,2,4,5,5,10
2012,15,CAR,SD,1,4,9,7,16,19
2012,15,CIN,PHI,3,2,1,6,18,15
2012,15,DEN,BAL,1,4,9,8,15,14
2012,15,DET,ARI,2,3,5,4,10,2
2012,15,GB,CHI,2,3,6,4,13,9
2012,15,IND,HOU,1,4,9,8,15,14
2012,15,JAX,MIA,2,4,5,8,11,13
2012,15,KC,OAK,1,4,9,8,15,14
2012,15,MIN,STL,1,4,9,8,15,14
2012,15,NYG,ATL,1,4,9,7,16,19
2012,15,NYJ,TEN,2,3,6,4,13,9
2012,15,PIT,DAL,3,2,1,6,18,15
2012,15,SEA,BUF,1,4,9,8,15,14
2012,15,SF,NE,1,4,9,8,15,14
2012,15,TB,NO,1,4,9,8,15,14
2012,15,WAS,CLE,3,3,7,4,3,1
2012,16,ATL,DET,2,4,5,8,11,14
2012,16,BUF,MIA,1,4,9,8,15,14
2012,16,CHI,ARI,1,4,9,8,15,14
2012,16,CIN,PIT,3,2,7,6,4,15
2012,16,CLE,DEN,1,4,9,8,15,14
2012,16,IND,KC,3,3,7,3,4,18
2012,16,MIN,HOU,1,4,9,8,15,13
2012,16,NE,JAX,3,2,2,5,7,3
2012,16,NO,DAL,2,3,6,3,13,18
2012,16,NYG,BAL,1,4,9,8,15,14
2012,16,OAK,CAR,2,4,5,8,11,13
2012,16,SD,NYJ,3,3,7,3,3,18
2012,16,SF,SEA,1,4,9,7,16,19
2012,16,STL,TB,2,3,5,4,10,2
2012,16,TEN,GB,1,4,9,7,16,19
2012,16,WAS,PHI,2,3,5,4,10,1
2012,17,ARI,SF,2,3,6,4,13,9
2012,17,BAL,CIN,3,3,7,3,4,18
2012,17,CAR,NO,3,2,1,5,18,4
2012,17,CHI,DET,2,4,5,8,11,13
2012,17,CLE,PIT,2,3,6,4,13,9
2012,17,DAL,WAS,2,3,6,4,13,9
2012,17,GB,MIN,2,3,6,4,14,8
2012,17,HOU,IND,2,3,5,4,11,9
2012,17,JAX,TEN,3,3,7,4,17,1
2012,17,KC,DEN,1,4,9,8,15,14
2012,17,MIA,NE,1,4,9,8,15,14
2012,17,NYJ,BUF,2,4,5,8,11,13
2012,17,OAK,SD,1,4,9,8,15,14
2012,17,PHI,NYG,1,4,9,7,16,19
2012,17,STL,SEA,3,2,7,5,4,4
2012,17,TB,ATL,2,4,5,8,11,13
2012,18,CIN,HOU,2,3,5,4,11,9
2012,18,IND,BAL,2,4,5,8,11,13
2012,18,MIN,GB,1,4,9,8,15,14
2012,18,SEA,WAS,5,2,4,5,5,10
2012,19,BAL,DEN,5,5,8,10,2,11
2012,19,GB,SF,2,3,6,4,13,9
2012,19,HOU,NE,1,4,9,8,15,14
2012,19,SEA,ATL,1,4,9,8,15,14
2012,20,BAL,NE,3,2,2,5,7,3
2012,20,SF,ATL,5,1,8,2,2,6
2012,21,BAL,SF,2,4,5,8,11,14
2013,1,ARI,STL,5,1,4,2,5,7
2013,1,ATL,NO,3,3,7,3,3,18
2013,1,BAL,DEN,2,3,5,4,10,2
2013,1,CIN,CHI,3,2,2,5,8,10
2013,1,GB,SF,2,3,6,4,13,9
2013,1,HOU,SD,5,5,8,10,12,12
2013,1,KC,JAX,1,4,9,8,15,14
2013,1,MIA,CLE,2,3,6,4,13,9
2013,1,MIN,DET,3,3,7,3,3,18
2013,1,NE,BUF,3,1,1,1,18,17
2013,1,NYG,DAL,2,4,5,8,11,14
2013,1,OAK,IND,2,3,6,4,14,8
2013,1,PHI,WAS,1,4,9,8,15,14
2013,1,SEA,CAR,3,2,2,5,8,10
2013,1,TB,NYJ,3,2,2,5,8,10
2013,1,TEN,PIT,3,3,7,4,3,1
2013,2,CAR,BUF,5,1,3,1,19,17
2013,2,CLE,BAL,3,2,2,5,7,3
2013,2,DAL,KC,3,2,2,5,7,4
2013,2,DEN,NYG,3,3,7,3,3,18
2013,2,DET,ARI,3,2,2,5,7,4
2013,2,JAX,OAK,1,4,9,8,15,14
2013,2,MIA,IND,3,3,7,3,4,18
2013,2,MIN,CHI,3,2,1,6,18,15
2013,2,NO,TB,3,2,1,6,18,15
2013,2,NYJ,NE,2,3,5,4,11,8
2013,2,PIT,CIN,2,3,6,4,13,9
2013,2,SD,PHI,3,3,7,3,4,18
2013,2,SF,SEA,1,4,9,8,15,13
2013,2,STL,ATL,1,4,9,8,15,14
2013,2,TEN,HOU,3,2,7,6,4,15
2013,2,WAS,GB,1,4,9,8,16,14
2013,3,ARI,NO,2,4,5,8,11,13
2013,3,ATL,MIA,5,5,8,10,2,11
2013,3,BUF,NYJ,2,4,5,8,11,14
2013,3,CHI,PIT,1,4,9,8,15,14
2013,3,CLE,MIN,3,2,1,6,18,15
2013,3,DET,WAS,3,2,7,5,4,4
2013,3,GB,CIN,5,5,8,10,1,11
2013,3,HOU,BAL,2,3,5,4,10,2
2013,3,IND,SF,2,3,6,4,13,9
2013,3,JAX,SEA,1,4,9,8,16,14
2013,3,KC,PHI,2,4,5,8,11,13
2013,3,NYG,CAR,1,4,9,8,15,14
2013,3,OAK,DEN,1,4,9,7,16,19
2013,3,SD,TEN,5,1,4,2,5,7
2013,3,STL,DAL,1,4,9,7,16,19
2013,3,TB,NE,2,3,5,4,10,2
2013,4,ARI,TB,4,5,10,10,20,12
2013,4,BAL,BUF,1,4,9,8,15,14
2013,4,CHI,DET,1,4,9,8,15,14
2013,4,CIN,CLE,2,3,6,4,13,9
2013,4,DAL,SD,3,3,7,3,4,18
2013,4,IND,JAX,1,4,9,8,15,14
2013,4,MIA,NO,1,4,9,8,15,14
2013,4,NE,ATL,2,3,6,3,13,18
2013,4,NYG,KC,2,3,6,4,13,9
2013,4,NYJ,TEN,1,4,9,8,16,14
2013,4,PHI,DEN,1,4,9,8,15,14
2013,4,PIT,MIN,1,4,9,8,15,14
2013,4,SEA,HOU,5,5,8,10,12,12
2013,4,SF,STL,2,3,5,4,10,2
2013,4,WAS,OAK,5,1,4,2,6,5
2013,5,BAL,MIA,3,2,7,5,4,4
2013,5,BUF,CLE,3,3,2,3,7,18
2013,5,CAR,ARI,3,3,7,3,3,18
2013,5,DEN,DAL,3,2,2,6,9,16
2013,5,DET,GB,2,4,5,8,11,13
2013,5,HOU,SF,1,4,9,7,16,19
2013,5,JAX,STL,2,4,5,8,11,13
2013,5,KC,TEN,2,2,6,6,14,15
2013,5,NE,CIN,2,3,6,4,13,9
2013,5,NO,CHI,1,4,9,8,15,14
2013,5,NYJ,ATL,2,3,6,4,13,9
2013,5,PHI,NYG,3,3,7,4,3,1
2013,5,SD,OAK,1,4,9,8,15,14
2013,5,SEA,IND,5,2,4,5,5,10
2013,6,ARI,SF,2,3,6,4,13,9
2013,6,CAR,MIN,1,4,9,8,15,14
2013,6,CIN,BUF,2,3,6,4,14,8
2013,6,DET,CLE,3,2,2,5,8,10
2013,6,GB,BAL,2,3,6,4,13,9
2013,6,IND,SD,2,4,5,8,11,13
2013,6,JAX,DEN,1,4,9,8,15,14
2013,6,NO,NE,2,3,6,4,14,8
2013,6,NYG,CHI,1,4,9,8,15,14
2013,6,OAK,KC,2,3,6,4,13,9
2013,6,PHI,TB,3,3,7,3,3,18
2013,6,PIT,NYJ,2,3,6,4,13,2
2013,6,STL,HOU,1,4,9,8,15,14
2013,6,TEN,SEA,2,3,6,3,13,18
2013,6,WAS,DAL,2,4,5,8,11,13
2013,7,BAL,PIT,2,3,5,4,11,9
2013,7,BUF,MIA,5,1,3,1,19,17
2013,7,CHI,WAS,2,3,6,4,13,9
2013,7,CIN,DET,3,2,7,6,4,15
2013,7,CLE,GB,1,4,9,8,16,14
2013,7,DAL,PHI,2,3,6,4,13,9
2013,7,DEN,IND,2,3,5,4,11,2
2013,7,HOU,KC,3,3,7,3,4,18
2013,7,MIN,NYG,2,3,6,4,13,9
2013,7,NE,NYJ,3,2,2,5,7,3
2013,7,SD,JAX,1,4,9,8,15,14
2013,7,SEA,ARI,1,4,9,8,15,14
2013,7,SF,TEN,1,4,9,8,15,14
2013,7,STL,CAR,1,4,9,8,15,14
2013,7,TB,ATL,1,4,9,8,15,14
2013,8,ATL,ARI,1,4,9,8,15,14
2013,8,BUF,NO,1,4,9,8,15,14
2013,8,CAR,TB,1,4,9,8,15,14
2013,8,CLE,KC,2,3,5,4,11,8
2013,8,DAL,DET,5,1,3,1,19,17
2013,8,GB,MIN,2,3,5,4,11,2
2013,8,MIA,NE,5,1,4,2,6,5
2013,8,NYG,PHI,1,4,9,8,15,14
2013,8,NYJ,CIN,1,4,9,8,16,14
2013,8,PIT,OAK,1,4,9,8,15,14
2013,8,SEA,STL,3,3,7,3,4,18
2013,8,SF,JAX,1,4,9,7,16,19
2013,8,WAS,DEN,3,2,1,6,18,15
2013,9,ATL,CAR,1,4,9,8,15,14
2013,9,BAL,CLE,2,4,5,8,11,13
2013,9,CHI,GB,3,3,7,3,4,18
2013,9,CIN,MIA,3,2,7,6,4,15
2013,9,IND,HOU,4,5,10,9,20,20
2013,9,KC,BUF,3,2,2,5,8,3
2013,9,MIN,DAL,3,2,7,6,4,15
2013,9,NO,NYJ,2,3,6,4,13,9
2013,9,PHI,OAK,1,4,9,8,15,14
2013,9,PIT,NE,2,4,5,8,11,14
2013,9,SD,WAS,3,3,7,3,4,18
2013,9,TB,SEA,5,5,8,10,2,12
2013,9,TEN,STL,3,2,2,5,7,4
2013,10,BUF,PIT,2,3,6,4,13,9
2013,10,CAR,SF,5,2,4,5,5,10
2013,10,CIN,BAL,1,4,9,8,16,14
2013,10,DAL,NO,2,4,5,8,11,13
2013,10,DEN,SD,1,4,9,8,15,13
2013,10,DET,CHI,3,3,7,3,4,18
2013,10,HOU,ARI,3,3,7,3,4,18
2013,10,JAX,TEN,1,4,9,8,15,14
2013,10,MIA,TB,2,3,6,4,14,8
2013,10,OAK,NYG,3,2,2,5,7,4
2013,10,PHI,GB,2,4,5,8,11,13
2013,10,SEA,ATL,1,4,9,8,15,14
2013,10,STL,IND,1,4,9,7,16,19
2013,10,WAS,MIN,3,2,2,5,8,10
2013,11,ARI,JAX,3,2,7,6,3,16
2013,11,ATL,TB,1,4,9,8,15,14
2013,11,BAL,CHI,5,2,4,5,5,10
2013,11,CLE,CIN,2,3,5,4,10,2
2013,11,DET,PIT,5,1,3,1,19,17
2013,11,GB,NYG,1,4,9,8,15,14
2013,11,IND,TEN,5,1,4,2,6,5
2013,11,KC,DEN,1,4,9,8,15,14
2013,11,MIN,SEA,1,4,9,8,15,14
2013,11,NE,CAR,2,3,6,4,14,8
2013,11,NYJ,BUF,1,4,9,8,15,14
2013,11,OAK,HOU,2,3,6,4,14,8
2013,11,SD,MIA,3,3,7,4,4,9
2013,11,SF,NO,3,1,1,1,18,17
2013,11,WAS,PHI,1,4,9,8,15,14
2013,12,CAR,MIA,5,5,8,10,2,11
2013,12,CHI,STL,1,4,9,8,15,14
2013,12,DAL,NYG,2,3,5,4,11,9
2013,12,DEN,NE,5,1,4,2,6,6
2013,12,IND,ARI,1,4,9,8,16,14
2013,12,JAX,HOU,2,3,6,4,13,9
2013,12,MIN,GB,2,2,6,6,14,15
2013,12,NO,ATL,3,2,7,5,4,4
2013,12,NYJ,BAL,1,4,9,8,15,13
2013,12,PIT,CLE,2,3,5,4,10,2
2013,12,SD,KC,5,2,4,5,5,10
2013,12,SF,WAS,2,4,5,8,11,13
2013,12,TB,DET,3,2,2,5,8,10
2013,12,TEN,OAK,3,2,7,5,4,4
2013,13,ARI,PHI,1,4,9,8,15,14
2013,13,ATL,BUF,5,1,4,2,6,6
2013,13,CHI,MIN,5,1,8,2,2,7
2013,13,CIN,SD,3,3,7,3,4,18
2013,13,DEN,KC,3,2,2,6,9,16
2013,13,GB,DET,2,3,5,4,10,9
2013,13,JAX,CLE,5,1,4,2,5,7
2013,13,MIA,NYJ,2,3,6,4,13,9
2013,13,NE,HOU,5,2,4,5,5,10
2013,13,NO,SEA,1,4,9,7,16,19
2013,13,NYG,WAS,3,2,2,5,8,3
2013,13,OAK,DAL,3,2,2,5,8,3
2013,13,PIT,BAL,1,4,9,8,15,14
