Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,L_2 Cluster Probability_6,L_2 Cluster Probability_7,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5,H_1 Cluster Probability_6,H_1 Cluster Probability_7,L2 silhouette,H1 silhouette
1999,1,NYG,TB,1,0.383216316360263,0.0968249228996868,0.0797344122656315,0.0684314515039476,0.0614029928293321,0.107794702301495,0.202595201839644,1,0.374047899334327,0.0968571251386601,0.207313743435002,0.109457386840911,0.0692882317181837,0.0621465833990276,0.0808890301338891,0.22121004779347,0.207266083158844
1999,1,OAK,GB,2,0.168028201964936,0.463279290933105,0.0673338641102869,0.0629253977613297,0.0612651711337251,0.0775046591578995,0.0996634149387179,2,0.165714733382749,0.464333386358145,0.0995060679948551,0.0776846930306203,0.0633173224830824,0.0617507088420494,0.0676930879084988,0.304766553508969,0.33124147514068
1999,1,PIT,CLE,4,0.0518307355360435,0.0369940503645293,0.176631281748878,0.282967059758965,0.267371265933917,0.110198526662792,0.0740070799948754,5,0.0513229125444231,0.0365835416519396,0.0734246282131826,0.10965342470177,0.284211490727784,0.268629463746034,0.176174538414867,0.105667725247994,0.107164581775904
1999,1,SF,JAX,3,0.0587425851590657,0.0377435248338306,0.297842780363936,0.172087456642045,0.104297685654573,0.226356209454993,0.102929757891556,7,0.0581410292862464,0.0373698130479836,0.101869684255116,0.224916151168844,0.17256216619767,0.104393558446117,0.300747597598024,0.258464314646748,0.263603573327791
1999,2,ARI,MIA,7,0.167501293966839,0.0659501007743991,0.0923081754364508,0.0746726855645557,0.0636643223640649,0.142659536819048,0.393243885074642,3,0.165098686578744,0.065485770637919,0.395926148173935,0.142805700724392,0.0746259467402248,0.0636485552474733,0.0924091918973121,0.395036008449817,0.399964054069701
1999,2,ATL,DAL,5,0.0374249957138667,0.0268201950798518,0.138993000431483,0.318877715891674,0.344436732039252,0.0801557385220659,0.0532916223218062,6,0.0372187022713191,0.0266395648318779,0.0530833988283291,0.0799354389624168,0.314034086716784,0.350974535913458,0.138114272475815,-0.0795312320787753,-0.063767715664234
1999,2,CLE,TEN,4,0.0393607093568706,0.0274015151072376,0.186766380297069,0.40620111764729,0.186648152524837,0.0949637149693238,0.0586584100973717,5,0.0389408499214574,0.0270904597796091,0.0581139176189712,0.0942664818117565,0.408897305972108,0.187282473765194,0.185408511130903,0.398526766152392,0.398784013482424
1999,2,DEN,KC,6,0.0664566084594246,0.039333449371847,0.19453872233452,0.122403300457309,0.0861380212774406,0.354301572374219,0.13682832572524,4,0.0670830009209511,0.039654136563181,0.138424110820448,0.351206262975593,0.122737252468597,0.086958723081233,0.193936513169997,0.171646722065073,0.175878997085116
1999,2,GB,DET,3,0.0524791067536596,0.0338229646965623,0.327952829512657,0.20564150221432,0.117664576127867,0.174450729118424,0.0879882915765093,7,0.0522329037680575,0.0336526618178943,0.0877535338810723,0.174417272261449,0.205566614441056,0.117955825727812,0.328421188102659,0.198568323063297,0.19957366211692
1999,2,IND,NE,2,0.166520608414133,0.274296278188534,0.106512351360953,0.103112682795454,0.103191785730424,0.114991623823816,0.131374669686685,2,0.166837472665271,0.275978950971027,0.131211753149258,0.114645056899282,0.10261423975566,0.1025963762725,0.106116150287001,0.468214252479768,0.470561833357225
1999,2,JAX,CAR,1,0.345474625420531,0.201232953652198,0.0786561123312723,0.0711258903187484,0.0672033328011046,0.0961421755379866,0.140164909938159,1,0.344249320157221,0.203290439207449,0.139782796667497,0.0958920594747183,0.0710340152019977,0.0671799786875945,0.0785713906035212,0.455134157502423,0.447494866666623
1999,2,NO,SF,2,0.156518155821608,0.445033235276309,0.0738465864527516,0.0698486170510519,0.0687652016340912,0.0831859993516758,0.102802204412512,2,0.156605056099967,0.445935441938991,0.102655602977654,0.0829711745449037,0.0696286807636205,0.0685357170411661,0.0736683266336975,0.474200674160066,0.477087578573309
1999,2,NYJ,BUF,6,0.0673368122085899,0.0419887982605661,0.237202198428917,0.146931624668737,0.0976237826543132,0.283875680704609,0.125041103074268,4,0.0667368378287427,0.0416763616922323,0.123685496894975,0.282402823638893,0.147656585502155,0.09787682382894,0.239965070614062,0.00742391972341819,-0.00176408510148203
1999,2,OAK,MIN,1,0.2968279743119,0.113667081885563,0.0934846269252742,0.0806659539985566,0.0725106956966916,0.125424321282712,0.217419345899303,1,0.295861028466927,0.11254611191257,0.219368702205486,0.125702192615456,0.0805700497099158,0.0723849275695611,0.0935669875200849,0.143766254400131,0.137841358477193
1999,2,PIT,BAL,7,0.100526741533828,0.0508798113962206,0.121744663732318,0.089050977021406,0.0698117297315756,0.245738963027111,0.32224711355754,3,0.100224098319744,0.050969714545179,0.316729754420618,0.248371661003103,0.0899331985505155,0.0705103895965024,0.123261183564338,0.0336477768866234,0.0250286883920277
1999,2,SD,CIN,4,0.0541331845468279,0.0374022749951395,0.228449432866728,0.286261043117132,0.179420720931251,0.132617588404293,0.081715755138628,5,0.0545157478235258,0.0376059456190335,0.0824373751550356,0.133893288788946,0.282741745902526,0.180521149956949,0.228284746753983,0.217019773735374,0.208655227776624
1999,2,SEA,CHI,2,0.157185990659801,0.407472187593858,0.0813958633360586,0.0773370153707305,0.0761343062068031,0.09076159919792,0.109713037634829,2,0.158271384514482,0.401512872866242,0.110779466398566,0.0917330046959269,0.0782569933809566,0.077080961577015,0.0823653165668115,0.575728766811027,0.576147229378284
1999,2,TB,PHI,3,0.0463554557050522,0.0301597868933268,0.392615522478021,0.182025160618019,0.0962086260693233,0.173505873556443,0.0791295746798143,7,0.0458053597656784,0.0298153427150666,0.0781717161147657,0.171439179682516,0.182572350723311,0.096241114763096,0.395954936235567,0.338886207269405,0.336815596035855
1999,2,WAS,NYG,5,0.0550725871899937,0.0407520449404821,0.137854820537784,0.196868731043008,0.396387360833344,0.0992909070630947,0.0737735483922937,6,0.0550139823932554,0.0406286683223132,0.0738478854323994,0.099556013995996,0.197188743908308,0.395604976816867,0.13815972913086,0.439361117552649,0.438841596362112
1999,3,ATL,STL,5,0.0782871746879781,0.0592767015653323,0.156941461452356,0.194740559554381,0.284468466175691,0.125916160756674,0.100369475807588,6,0.0780282856347903,0.0589069997104108,0.100303509589416,0.126087006680529,0.195032046371501,0.28443436866184,0.157207783351512,0.33803241730237,0.337650265578304
1999,3,CHI,OAK,7,0.211671462674044,0.080223245623144,0.0997730478329856,0.0829182441901275,0.0726052885300773,0.144473485715422,0.3083352254342,3,0.209209859553895,0.0795683239005157,0.312006465438524,0.144422021702365,0.0826915646687122,0.072427159438253,0.0996746052977352,0.24650720442502,0.254369685470619
1999,3,CIN,CAR,5,0.0468622414138581,0.0335845028692118,0.146527767425409,0.233919837043542,0.378039725614639,0.0951478508471078,0.0659180747862317,6,0.0465221322288229,0.0332849497217851,0.0656114554588896,0.0949943216924382,0.234786541677968,0.37823965186205,0.146560947358046,0.240641236634917,0.236197998431891
1999,3,CLE,BAL,4,0.0372278140975143,0.0254123470295367,0.228549122811673,0.411133321442857,0.142675688542482,0.0978917124474027,0.0571099936285337,5,0.0370883977764661,0.0253023595771178,0.0569945933686275,0.0978762952492162,0.411444423271801,0.143425429020229,0.227868501736542,0.31377875987835,0.312094116448484
1999,3,DEN,TB,6,0.0786635684940765,0.0447008441579465,0.173323745410121,0.115229802128488,0.0840599069389108,0.333710764635118,0.170311368235339,4,0.0780882624021617,0.0445059231306333,0.168581666679741,0.333252340197275,0.115954164041136,0.0845740966815762,0.175043546867476,0.285443861694315,0.280366128362866
1999,3,DET,KC,4,0.0328484840740406,0.0224956321331939,0.225864030347924,0.458143181551559,0.121341262026028,0.0886297080243097,0.0506777018429449,5,0.0328270250812796,0.0224653070828064,0.0507249175153914,0.0889019253882963,0.457245562942977,0.122297275845069,0.22553798614418,0.314712304052189,0.31307391393573
1999,3,IND,SD,2,0.137049988890044,0.568496768375867,0.0536651848745583,0.0499758174302708,0.048359651729885,0.0620699217327812,0.0803826669665933,2,0.13952733658347,0.564471332773739,0.0811011619239965,0.0624090689493354,0.0501242904390996,0.0484598865870753,0.0539069227432843,0.366777014906046,0.357316394264315
1999,3,MIN,GB,1,0.536240853958165,0.101766829847226,0.0591602787384335,0.0518619610035937,0.0472938224141468,0.0765256183174585,0.127150635720977,1,0.535226600156682,0.105501903165894,0.124886629441311,0.075943886563281,0.051884744040714,0.0474941286560328,0.0590621079760858,0.463418269425475,0.475465674690004
1999,3,NYG,NE,7,0.138217606403759,0.0669713163455478,0.113216035350137,0.0892730557909741,0.0736139569827464,0.184121564978266,0.33458646414857,3,0.136036593834234,0.0663389516439146,0.333159416342149,0.18665599835861,0.0897155802653133,0.0738519487708477,0.114241510784931,0.27771830639159,0.268629499301287
1999,3,PHI,BUF,5,0.041926221965373,0.0312625137360299,0.106871224312141,0.160895880721881,0.527787291312928,0.0753793660868115,0.0558775018648352,6,0.0417966313149218,0.0311032788781045,0.0558384568674978,0.0754981157532754,0.1615207393143,0.527141296104548,0.107101481767352,0.566767138581067,0.564531026235612
1999,3,SEA,PIT,5,0.0763891218643974,0.0592815077127665,0.146880476109354,0.186045224045275,0.318149067359919,0.117744540547045,0.0955100623612429,6,0.0761064264502846,0.0588894132195481,0.0954081892112646,0.117842607427213,0.186401084111476,0.318272785457958,0.147079494122256,0.468307633783739,0.46813511149752
1999,3,SF,ARI,4,0.059953501991876,0.0403151837580312,0.222192585711082,0.248504177743544,0.193869849204767,0.143914346530033,0.0912503550606678,5,0.0595310520750395,0.0399951946564562,0.0908373617457357,0.143695049097198,0.249026787283982,0.194314267410729,0.222600287730859,0.140693061798622,0.139832118980176
1999,3,TEN,JAX,2,0.135020558342894,0.56350153409635,0.0551847004941376,0.0515551945671037,0.0500233882591215,0.0634708301290179,0.0812437941113753,2,0.135014369820902,0.564603291067456,0.0810239047102625,0.0632289995375675,0.0513343741488763,0.0498048410626536,0.0549902196522813,0.39955388384776,0.402943333282728
1999,3,WAS,NYJ,2,0.242908343952576,0.325645267752974,0.0769456556672704,0.0705270151916803,0.067159689482973,0.0916639160590295,0.125150111893496,2,0.247942377085895,0.319909075120398,0.125893846531448,0.091809794773434,0.070441036754881,0.0670210595436364,0.0769828101903065,-0.100420005261913,-0.118002391888108
1999,4,ARI,DAL,5,0.073692034596536,0.0564290830987412,0.146753065469112,0.187136043006048,0.326126615975747,0.11647927331125,0.0933838845425661,6,0.0734037056813077,0.0560463524390054,0.0932793827030313,0.116586002556333,0.187515687864592,0.326192380948034,0.146976487807697,0.47136644377083,0.470851163895831
1999,4,BAL,ATL,1,0.42178702445097,0.164427807517809,0.070349720289774,0.0628558865485698,0.0585092523464874,0.0878266433027726,0.134243665543617,1,0.420975558498037,0.166229369488761,0.13375370026785,0.0875438198349876,0.0627576151439651,0.0584961383489893,0.0702437984174093,0.512649905077765,0.514032329056222
1999,4,BUF,MIA,7,0.107189616306268,0.0493216476097935,0.0930548222011584,0.0712391181080476,0.0578408816948165,0.166737891953991,0.454616022125925,3,0.106825819506879,0.0494333865273784,0.450046479238647,0.169024407344683,0.0719776329172358,0.0584567732946127,0.0942355011705649,0.296558123812845,0.292242239979783
1999,4,CAR,WAS,1,0.250535942852937,0.161861499852648,0.103501294810082,0.0933987830206455,0.0876796394135894,0.12686258191929,0.176160258130809,1,0.252481865453475,0.162305555234094,0.175714138186457,0.126255078182808,0.0929202541276727,0.0872619351459628,0.10306117366953,0.240464304481814,0.245688537387862
1999,4,JAX,PIT,6,0.0578045107019247,0.0356318553815658,0.269290270613032,0.138919281169596,0.0872088570413885,0.302031934117921,0.109113290974572,4,0.0577069814599544,0.0356371133048124,0.10867972742848,0.297390254555681,0.140277747890656,0.0880635993421523,0.272244576018263,-0.0867738582626593,-0.0947416438508372
1999,4,KC,SD,1,0.230210815857189,0.119154999208222,0.109639373451305,0.0954087887543574,0.0860795473059424,0.14343460062452,0.216071874798464,1,0.231217371696483,0.118716216379323,0.216562647464701,0.143188620561209,0.095084728942148,0.0858109683692029,0.109419446586934,0.0161384063033999,0.0184909812813841
1999,4,NE,CLE,7,0.146961534985715,0.0713845307683818,0.114803710656039,0.0919926883854974,0.0770980516004229,0.179907564007832,0.317851919596113,3,0.145075100220804,0.0706543111226703,0.318920759765723,0.181173588151738,0.0919843330567101,0.0770122995472519,0.115179608135103,0.285199203022235,0.282721556826934
1999,4,NO,CHI,2,0.165333252750246,0.333370384520348,0.0945355843432458,0.0907460896877826,0.0903529125707477,0.10367998925775,0.121981786869881,2,0.166054286702332,0.324950528748563,0.123374242364544,0.105166950720681,0.0923217753077998,0.0920237676682937,0.0961084484877864,0.532894467666831,0.526283618447595
1999,4,NYJ,DEN,2,0.212620330932523,0.404107712609533,0.0686468724909918,0.0630904351664117,0.0602189325663355,0.0812726614133374,0.110043054820868,2,0.21841762928891,0.393837597688371,0.111771933904496,0.0822255891294931,0.0636592866603342,0.060708167432265,0.0693797958961307,0.0596713025888535,0.0381922824995135
1999,4,OAK,SEA,2,0.183193980318429,0.468232301526036,0.06277183035922,0.0578200525965371,0.0552185298442137,0.0739244606192701,0.098838844736295,2,0.181658922138452,0.47325645914331,0.0978602527557624,0.0731562385684861,0.057229115083537,0.0546764762346418,0.0621625360758108,0.189296624892939,0.197478263451771
1999,4,PHI,NYG,7,0.211901689793962,0.0809607878222139,0.10118362413976,0.0840695662170267,0.0735173504612067,0.146019972962067,0.302347008603764,3,0.206599325589436,0.0797336773348774,0.308238371411939,0.146779542152108,0.083954714805358,0.0733155195462116,0.10137884916007,0.246625454374587,0.264682888668193
1999,4,STL,CIN,4,0.0571186205786588,0.0403496255084889,0.196053635611163,0.273354463184572,0.22551812946623,0.124864817676853,0.0827407079740339,5,0.0565394964994836,0.0398857433085043,0.0820811995561551,0.124352625819667,0.275106701289558,0.225927458075038,0.196106775451594,0.189580850148291,0.193665651757873
1999,4,TB,MIN,5,0.0668271857574294,0.0497115010912356,0.146893871577106,0.191892322470681,0.344558154265379,0.112713061881616,0.0874039029565537,6,0.0676175440080105,0.0501753245192672,0.0885985150190125,0.11420206666485,0.192528759671745,0.338631558428864,0.148246231688251,0.451111557231947,0.443158122106407
1999,4,TEN,SF,7,0.174285723004367,0.0708990312695322,0.0949112927755506,0.0771699069866734,0.0658127437762763,0.146086614810371,0.370834687377229,3,0.172134186895582,0.070303763057021,0.373670516790988,0.146222691783895,0.0770319727330817,0.0657097170846944,0.0949271516547376,0.374464472553996,0.378985388736667
1999,5,ATL,NO,1,0.36961164120052,0.209081920278168,0.0726655148452869,0.0653744859840246,0.0612017318271181,0.0895215799273545,0.132543125937528,1,0.377679776403918,0.202462694245986,0.132754009317008,0.089170346470759,0.0649179436322214,0.0607231854413385,0.0722920444887691,0.46090458351347,0.472410095239714
1999,5,BAL,TEN,6,0.101605278632156,0.0534792600219352,0.141114851834564,0.102508277969282,0.0797615744782621,0.265136406764017,0.256394350299784,4,0.100665744246689,0.0532569185099748,0.252719328944682,0.267378095360207,0.103196704847768,0.0802519545836007,0.142531253507078,0.0958548787598977,0.105783542721214
1999,5,CHI,MIN,7,0.103881766638993,0.0538994173067389,0.126438071109944,0.0938056307743194,0.0741312585443563,0.245556187928637,0.302287667697011,3,0.103025551989869,0.0536093288787822,0.298958319566099,0.24844560563724,0.0941762332517935,0.0744073177081592,0.127377642968057,0.0171731027188263,0.00782176294368287
1999,5,CIN,CLE,2,0.158480858291779,0.398471810842599,0.0828875039479336,0.0789148432134877,0.077950783409151,0.0922020692908319,0.111092131004217,2,0.160343488823801,0.386659430311331,0.113178466296269,0.0941873877949364,0.0808369479475129,0.0799369632684265,0.0848573155577227,0.563319533006935,0.560672862897234
1999,5,DAL,PHI,2,0.16255046783104,0.362416434479481,0.0892946045830538,0.0852888022675342,0.0843776021769691,0.098668323019819,0.117403765642102,2,0.162753731907275,0.363240935188655,0.117307315801998,0.0984687711469115,0.0850353685313216,0.0840913859639257,0.0891024914599132,0.568867621422274,0.569490848692211
1999,5,DEN,OAK,7,0.167403505209424,0.0683151032157763,0.0996308266548569,0.0804745311152405,0.0683743729044013,0.15339438534262,0.362407275557681,3,0.167453524198108,0.068400392289579,0.362412756537811,0.152996996818982,0.0805089090811193,0.0685255075179174,0.0997019135564838,0.384280269495921,0.386977841930001
1999,5,JAX,NYJ,3,0.0475063868196195,0.0313400405119676,0.357360408728162,0.223199878369842,0.113435867943807,0.149651075387751,0.0775063422388505,7,0.0475754585064924,0.0314180446028373,0.0775907215933332,0.149407476309721,0.225537041866047,0.114802240941543,0.353669016180027,0.216613224010141,0.21163835210446
1999,5,MIA,IND,2,0.162226620290956,0.373025745231934,0.0871485308678382,0.0832353921768806,0.0825488022861386,0.0964595057149956,0.115355403431257,2,0.162832092996493,0.3698278934703,0.115938363600472,0.0969717755268414,0.0837169140276909,0.0830338709375939,0.0876790894406082,0.542278579093446,0.542506278153035
1999,5,NE,KC,7,0.133131852135229,0.0613169485326989,0.103016664136238,0.0815966990586834,0.0682828845783304,0.169115760538661,0.383539191020159,3,0.15040695431288,0.0676779028457221,0.356611870424106,0.163985742803561,0.0844886403393499,0.0720197417623699,0.104809147512011,0.313502540014028,0.332785846065733
1999,5,NYG,ARI,4,0.035839175251643,0.0252329148484271,0.155295462891453,0.419815274026075,0.229231277090724,0.0822005054962728,0.052385390395405,5,0.0356308211423012,0.025060268475189,0.0521814991112013,0.0820752081865777,0.420572987646751,0.229465919725694,0.155013295712286,0.31873789660526,0.319989319046539
1999,5,PIT,BUF,3,0.0574394816982801,0.0353932898673552,0.285010661967085,0.152844212294363,0.0966961574309976,0.26618371645388,0.10643248028804,7,0.0574564680507251,0.0353879457403487,0.106699232709973,0.266700982619087,0.152779057898662,0.0971677367279268,0.283808576253278,0.145079437775294,0.140671591664133
1999,5,SD,DET,1,0.316900955376067,0.109550101823529,0.0892517886587522,0.0764175691150936,0.0679233810196753,0.121120491768578,0.218835712238305,1,0.311244410525658,0.108539016408498,0.222594891337798,0.122412880506759,0.0768970886077148,0.0682791446228248,0.0900325679907473,0.160299275257731,0.144873153493218
1999,5,SF,STL,5,0.0496689679328248,0.0365282800499712,0.127552993719471,0.185145401776719,0.443590844478538,0.0906158813374275,0.0668976307050486,6,0.049289411532112,0.036175180769788,0.0665691721518178,0.0904104437813023,0.185429351742056,0.444684392226836,0.127442047796088,0.48955768175294,0.487774804232744
1999,5,TB,GB,7,0.216659657876777,0.0937949555061396,0.111452492348014,0.0953628233441469,0.0860576971818336,0.150282906996656,0.246389466746434,3,0.222987010638898,0.0963964503539987,0.240831001315538,0.14771012695036,0.0950812486690355,0.0863539734068989,0.110640188665271,0.134810951355747,0.101374816046214
1999,6,CAR,SF,6,0.0984539282938772,0.0576481042963767,0.167911278631111,0.125572093642152,0.0972272775001392,0.259543097189813,0.193644220446531,4,0.0999956422832817,0.0582847900324105,0.196771417275042,0.256021354351059,0.125027290137771,0.0976523958503585,0.166247110070077,0.24916858300102,0.228909445442455
1999,6,CLE,JAX,7,0.123559801074056,0.0579891324444596,0.106040909748465,0.0830873351582958,0.0691241219626379,0.178774233607345,0.38142446600474,3,0.121460950109352,0.0572802333513789,0.382799605730095,0.180222235003889,0.0829746248090882,0.0689497344338658,0.106312616562331,0.264051497428328,0.261649317429216
1999,6,DAL,NYG,1,0.290361841627711,0.088855914452579,0.0874337098576167,0.0732049029033643,0.0638738367937124,0.124571627884343,0.271698166480674,1,0.2855097310056,0.0885469113338427,0.2749944547885,0.125332145271764,0.0735155574682931,0.0641548055871038,0.087946394544896,-0.0527296832792118,-0.0619624442529002
1999,6,GB,DEN,3,0.0512893851616161,0.0332708705390838,0.331525193725118,0.207034784105751,0.118296860390507,0.172307463809389,0.086275442268535,7,0.0508366396447189,0.0329750654762438,0.0856423104754583,0.171611663676143,0.207182077273649,0.118301987034628,0.333450256419159,0.195016689285462,0.195734400792601
1999,6,IND,NYJ,2,0.11616380614505,0.625496943476788,0.0472791824706713,0.0440419146425985,0.0424874923640084,0.0545313371251217,0.0699993237757628,2,0.118913555693768,0.61959582323699,0.0710986506122121,0.0552118754295148,0.0444825124963571,0.0428733601759143,0.0478242223552439,0.443681232677892,0.434350527295169
1999,6,MIA,NE,2,0.166613385037298,0.291232305629228,0.102950408449459,0.0993757667125953,0.099232225232259,0.111746293589775,0.128849615349386,2,0.166891697681393,0.29146693799185,0.128872017382192,0.111665999131543,0.0992175384784101,0.0990200543380592,0.102865754996554,0.496293100439501,0.496021920324707
1999,6,MIN,DET,6,0.120640474480582,0.0745074769637133,0.16500935798079,0.148155258201414,0.137155630842461,0.183431211639991,0.171100589891048,4,0.121946359422123,0.0750867236078754,0.172671742072514,0.182919692549389,0.146996973367656,0.136506861349811,0.163871647630631,0.0656688940113135,0.0543170819704589
1999,6,OAK,BUF,3,0.0412662135192109,0.0271267862597258,0.437016335980993,0.191916136627579,0.0926451987653041,0.141518199372619,0.0685111294745683,7,0.0409329501675416,0.0269077430719675,0.0680289294902569,0.140703753486225,0.192819167720846,0.0929565484118383,0.437650907651325,0.317555005951584,0.31468650455941
1999,6,PHI,CHI,6,0.0661462868486947,0.039932684323923,0.238339307245708,0.144714349642507,0.0978495042661041,0.287768854607739,0.125249013065324,4,0.0661446774970781,0.0398852307306934,0.125773902420929,0.288725703589101,0.144308516682355,0.0981462321084307,0.237015736971412,0.000841739701305392,0.00748043701647529
1999,6,PIT,CIN,3,0.0386971365733339,0.0257679529252253,0.426968330867521,0.22424705022329,0.0965821726968435,0.124755030247876,0.0629823264659102,7,0.0387863969184493,0.0258401796399057,0.0631158049342146,0.124827429448184,0.228322721744955,0.0980879550201174,0.421019512294174,0.204427173168555,0.197168328576912
1999,6,SEA,SD,1,0.373173929438947,0.180271053718438,0.0770050800309719,0.0691340830385824,0.0646133398471786,0.0950206352470344,0.140781878678848,1,0.378971666494545,0.175925953248688,0.141018861172532,0.0946505772962876,0.0686716283559256,0.0641353060390499,0.0766260073929725,0.498224569689949,0.495607256219216
1999,6,STL,ATL,5,0.0436802420496945,0.0317532162787581,0.130145219876745,0.212836760200395,0.435395094446189,0.085761000125914,0.0604284670223046,6,0.0435567672040712,0.0316154475711394,0.0603669644001993,0.0858090795157982,0.212447267622016,0.436130560491612,0.130073913195164,0.327995117800734,0.329644447162075
1999,6,TEN,NO,2,0.189341081594349,0.461637229320343,0.0627412939001616,0.0577519915705086,0.0551559753619951,0.0739827583854248,0.099389669867218,2,0.19512494142977,0.449687891124949,0.101488507937939,0.0752905110773607,0.0586412274034777,0.0559664632550182,0.063800457771485,0.149262314505639,0.133080899476537
1999,6,WAS,ARI,6,0.112005629989085,0.0620160563699365,0.146276770538101,0.111896002411878,0.089361966163069,0.239857166330516,0.238586408197414,4,0.110807616075989,0.0613777755669061,0.23758890491494,0.242261991015785,0.111855471528159,0.089234284425314,0.146873956472908,0.0756292077515548,0.0833615796571967
1999,7,ATL,PIT,4,0.0453647168580748,0.0306899886179177,0.253721593206414,0.322368009835324,0.156292951097395,0.121228259176503,0.0703344812083709,5,0.0465636276102387,0.0314384334084273,0.0723481603601323,0.124480298132165,0.312140507323366,0.160639084625656,0.252389888540016,0.202170216035492,0.190099959951156
1999,7,BUF,SEA,5,0.0552661564986646,0.0413001481975562,0.129767098813469,0.181298007197119,0.423940468751116,0.0956905115378943,0.0727376090041813,6,0.0557223369022486,0.0415581899577626,0.0734766349095467,0.0967415034170243,0.182511159933557,0.419022843740607,0.130967331139254,0.542038309711246,0.537776185259479
1999,7,CHI,TB,6,0.0642841063402521,0.0380776541335355,0.204395768312736,0.121242349282522,0.0825919684153745,0.359135030647893,0.130273122867687,4,0.064300956198227,0.0381453755869668,0.130128132989594,0.355306953842737,0.12228775608076,0.0834200012859637,0.206410824015752,0.163545459932741,0.158619052061561
1999,7,CIN,IND,5,0.0528934114178644,0.0398551830794283,0.124122696303092,0.176295322139762,0.446502134875372,0.0910614328981549,0.0692698192863265,6,0.0526355506074487,0.0395732246807011,0.0691034778338421,0.0910465273561584,0.176685541063163,0.446759824253519,0.124195854205168,0.570839093398958,0.569701066086715
