Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,L2 silhouette,H1 silhouette
1999,4,JAX,PIT,1,0.703856498287094,0.296143501712906,1,0.706118314068913,0.293881685931087,0.597591339378275,0.600066470760345
1999,4,KC,SD,2,0.274683615348008,0.725316384651992,2,0.272879617287848,0.727120382712152,0.340555266575898,0.342707792600734
1999,4,NE,CLE,2,0.342380623002064,0.657619376997936,2,0.345780720624517,0.654219279375483,0.120779739590172,0.114810417861659
1999,4,NO,CHI,2,0.381331868898691,0.618668131101309,2,0.383655553365475,0.616344446634525,0.4384653864108,0.432260473610757
1999,4,NYJ,DEN,2,0.281505215200704,0.718494784799296,2,0.279108627048623,0.720891372951377,0.554596903827056,0.55610301658047
1999,4,OAK,SEA,2,0.291113112196979,0.708886887803021,2,0.290727395303956,0.709272604696044,0.555586685656641,0.55655514448988
1999,4,PHI,NYG,2,0.231772100163283,0.768227899836717,2,0.237201224811428,0.762798775188572,0.281335180383579,0.275597298636416
1999,4,STL,CIN,1,0.807336655998411,0.192663344001589,1,0.80974761353951,0.19025238646049,0.683070463647003,0.685594521046804
1999,4,TB,MIN,1,0.71835196226698,0.28164803773302,1,0.717326937913466,0.282673062086534,0.610340522922666,0.608496954440433
1999,4,TEN,SF,2,0.249660331188036,0.750339668811964,2,0.252066268072231,0.747933731927769,0.266151959627648,0.263687862077172
1999,5,ATL,NO,2,0.221435281926373,0.778564718073627,2,0.218573477643311,0.781426522356689,0.558418990272596,0.558592378743
1999,5,BAL,TEN,2,0.475581157530869,0.524418842469131,2,0.480026768045553,0.519973231954447,-0.225011089317976,-0.233168667212177
1999,5,CHI,MIN,2,0.43864226045083,0.56135773954917,2,0.442132719208671,0.557867280791329,-0.14133081596115,-0.148144109558746
1999,5,CIN,CLE,2,0.363574737560169,0.636425262439831,2,0.365727720705462,0.634272279294538,0.476765435897022,0.471915963223761
1999,5,DAL,PHI,2,0.373429520296905,0.626570479703095,2,0.372684115918857,0.627315884081143,0.460634024250755,0.461780283571479
1999,5,DEN,OAK,2,0.271426922745651,0.728573077254349,2,0.271380248665902,0.728619751334098,0.212827770996114,0.214510158933032
1999,5,JAX,NYJ,1,0.827316598600949,0.172683401399051,1,0.827544451300429,0.172455548699571,0.698463161496219,0.699426781864811
1999,5,MIA,IND,2,0.368874640964998,0.631125359035002,2,0.369265928433368,0.630734071566632,0.463211302903384,0.462112484833328
1999,5,NE,KC,2,0.329314197609738,0.670685802390262,2,0.304146979461822,0.695853020538178,0.111105499944292,0.155972752618291
1999,5,NYG,ARI,1,0.886215753897519,0.113784246102481,1,0.886881280929629,0.113118719070371,0.743037401073165,0.743934965637768
1999,5,PIT,BUF,1,0.735104141237459,0.264895858762541,1,0.734815734702446,0.265184265297554,0.615331707597189,0.61513661450196
1999,5,SD,DET,2,0.189862219252467,0.810137780747533,2,0.191756999083419,0.808243000916581,0.449730974414478,0.446371171090791
1999,5,SF,STL,1,0.761203942849518,0.238796057150482,1,0.762935601388929,0.237064398611071,0.66580349352788,0.667848927158947
1999,5,TB,GB,2,0.265481173115251,0.734518826884749,2,0.259707647363724,0.740292352636276,0.251666860461035,0.266143489156989
1999,6,CAR,SF,1,0.53700231042984,0.46299768957016,1,0.531407978736415,0.468592021263585,0.334055759100449,0.322796975364123
1999,6,CLE,JAX,2,0.35313202032999,0.64686797967001,2,0.357747020684616,0.642252979315384,0.0446916132760952,0.0370761910062413
1999,6,DAL,NYG,2,0.169871498705921,0.830128501294079,2,0.171992285753706,0.828007714246294,0.414499375043359,0.412368207885355
1999,6,GB,DEN,1,0.816321973342392,0.183678026657608,1,0.817837727411469,0.182162272588531,0.678454810301398,0.680182766074351
1999,6,IND,NYJ,2,0.318963830900783,0.681036169099217,2,0.316930728810309,0.683069271189691,0.540012535648413,0.541982485892194
1999,6,MIA,NE,2,0.39660792872713,0.60339207127287,2,0.396040793260635,0.603959206739365,0.401721623970097,0.402591040255149
1999,6,MIN,DET,1,0.533524269537472,0.466475730462528,1,0.528671916835186,0.471328083164814,0.302083708231953,0.292060172052906
1999,6,OAK,BUF,1,0.825800407513486,0.174199592486514,1,0.827779510763094,0.172220489236906,0.700359609850936,0.701961081960441
1999,6,PHI,CHI,1,0.686363077613317,0.313636922386683,1,0.685723123339537,0.314276876660463,0.566141257826909,0.565143626885899
1999,6,PIT,CIN,1,0.855823278902283,0.144176721097717,1,0.85711750881308,0.14288249118692,0.716646771026055,0.718079077342527
1999,6,SEA,SD,2,0.219040945765821,0.780959054234179,2,0.216500433067918,0.783499566932082,0.533495810093915,0.533559461066257
1999,6,STL,ATL,1,0.799224105989949,0.200775894010051,1,0.79974018449127,0.20025981550873,0.69755329436181,0.69831108664814
1999,6,TEN,NO,2,0.287143530908203,0.712856469091797,2,0.285099634719965,0.714900365280035,0.557965466883013,0.559280372478741
1999,6,WAS,ARI,2,0.46839997091094,0.53160002908906,2,0.47135306430027,0.52864693569973,-0.19381162429916,-0.199934914855716
1999,7,ATL,PIT,1,0.889691403922624,0.110308596077376,1,0.883897965647771,0.116102034352229,0.719193485195917,0.716312257560568
1999,7,BUF,SEA,1,0.738603916429446,0.261396083570554,1,0.738749014964509,0.261250985035491,0.643096251813208,0.643113393793514
1999,7,CHI,TB,1,0.64630193737757,0.35369806262243,1,0.648258848369904,0.351741151630096,0.526631154205588,0.528872077150712
1999,7,CIN,IND,1,0.738879488828193,0.261120511171807,1,0.740334014399866,0.259665985600134,0.646364855437582,0.648246403861104
1999,7,CLE,STL,1,0.72999726155397,0.27000273844603,1,0.730076001983464,0.269923998016536,0.62838241067152,0.628369024766955
1999,7,DEN,NE,1,0.576979168724332,0.423020831275668,1,0.577380009336568,0.422619990663432,0.413755550174324,0.413937662665997
1999,7,DET,CAR,1,0.573160620510909,0.426839379489091,1,0.574562065212932,0.425437934787068,0.411383004873415,0.413206249386566
1999,7,GB,SD,1,0.862213476715668,0.137786523284332,1,0.861909960782193,0.138090039217807,0.722037068018697,0.722144023976203
1999,7,KC,BAL,1,0.799227004872208,0.200772995127792,1,0.800238690692883,0.199761309307117,0.678436986496755,0.679612287863678
1999,7,NO,NYG,1,0.849643368294127,0.150356631705873,1,0.850473897757115,0.149526102242885,0.722293313354401,0.723458111328036
1999,7,NYJ,OAK,2,0.381335235830342,0.618664764169658,2,0.381108394169907,0.618891605830093,0.43716214237931,0.437261599624978
1999,7,PHI,MIA,1,0.772918480458633,0.227081519541367,1,0.768830581923183,0.231169418076817,0.640844601103871,0.63711422678174
1999,7,SF,MIN,1,0.865615436821356,0.134384563178644,1,0.864759667221745,0.135240332778255,0.705868277963735,0.706042405426342
1999,7,WAS,DAL,1,0.820468240376744,0.179531759623256,1,0.822486926058878,0.177513073941122,0.687779990322565,0.689935573747845
1999,8,BUF,BAL,2,0.38396266109151,0.61603733890849,2,0.382822171206904,0.617177828793096,0.43638413716917,0.438566462924203
1999,8,CAR,ATL,1,0.924502051322793,0.0754979486772071,1,0.923484171252132,0.0765158287478679,0.742305938920114,0.742993544394581
1999,8,CHI,WAS,1,0.687484701219671,0.312515298780329,1,0.688283060161605,0.311716939838394,0.568643612981486,0.569890440938123
1999,8,CLE,NO,2,0.250050519095837,0.749949480904163,2,0.251558101248004,0.748441898751996,0.558747909612071,0.559038466350505
1999,8,DAL,IND,2,0.28831124597522,0.71168875402478,2,0.285402260433696,0.714597739566304,0.503072480912629,0.505399324690404
1999,8,JAX,CIN,1,0.710238616933341,0.289761383066659,1,0.710560003399829,0.289439996600171,0.60186939685579,0.602247275605778
1999,8,MIA,OAK,2,0.413468076128596,0.586531923871404,2,0.419762535668063,0.580237464331937,-0.0874349750970134,-0.0998252681082825
1999,8,MIN,DEN,2,0.236557488565651,0.763442511434349,2,0.235126918609747,0.764873081390253,0.517265010799173,0.518481406559011
1999,8,NE,ARI,1,0.789689260375025,0.210310739624975,1,0.790330420142058,0.209669579857942,0.69372550463727,0.69460592208226
1999,8,NYG,PHI,2,0.353067351413027,0.646932648586973,2,0.351663657189872,0.648336342810128,0.491814367891674,0.493987181217418
1999,8,SD,KC,1,0.752358474997101,0.247641525002899,1,0.753421041638359,0.246578958361641,0.666268266609911,0.667567843438398
1999,8,SEA,GB,1,0.857225377004397,0.142774622995604,1,0.858146523369141,0.141853476630859,0.71332153352433,0.713940806770898
1999,8,STL,TEN,1,0.73941119465803,0.26058880534197,1,0.727324603093341,0.272675396906659,0.625275467921343,0.609599689967155
1999,8,TB,DET,1,0.836016155951134,0.163983844048866,1,0.837640404726679,0.162359595273321,0.70599594796484,0.707544931740985
1999,9,ARI,NYJ,2,0.176382493726308,0.823617506273692,2,0.175433548499491,0.824566451500509,0.444472273688812,0.443082565657877
1999,9,BAL,CLE,1,0.892013876721457,0.107986123278543,1,0.892506051833736,0.107493948166265,0.738934856638112,0.739943579551641
1999,9,BUF,WAS,1,0.613346340736725,0.386653659263275,1,0.615867694006223,0.384132305993777,0.462979650710686,0.466936352292469
1999,9,CHI,GB,2,0.220012424460499,0.779987575539501,2,0.228334821905368,0.771665178094632,0.557523596041603,0.558047719601547
1999,9,CIN,SEA,1,0.751377781576837,0.248622218423163,1,0.753075092536506,0.246924907463494,0.659084648684567,0.661254519026333
1999,9,DAL,MIN,2,0.220797547103837,0.779202452896163,2,0.217182173534499,0.782817826465501,0.524597697750299,0.525704887494728
1999,9,DEN,SD,1,0.768795880100917,0.231204119899083,1,0.771837199886648,0.228162800113352,0.650904647273608,0.654258578398986
1999,9,JAX,ATL,1,0.837346704771605,0.162653295228395,1,0.838075363118165,0.161924636881835,0.717971196841815,0.719048446516944
1999,9,KC,IND,2,0.26420896991025,0.73579103008975,2,0.271730844640483,0.728269155359517,0.258258814034876,0.248832059163263
1999,9,PHI,CAR,1,0.76063843755699,0.23936156244301,1,0.760707594072653,0.239292405927347,0.669126802633951,0.669071220994025
1999,9,PIT,SF,1,0.856083085658145,0.143916914341855,1,0.857017333695136,0.142982666304864,0.734012569238897,0.735026181439769
1999,9,STL,DET,2,0.360834745946005,0.639165254053995,2,0.348390633456683,0.651609366543317,0.0108507165378847,0.0378505034367669
1999,9,TB,NO,1,0.849625461528507,0.150374538471493,1,0.851930068795067,0.148069931204933,0.706568769321609,0.708773333283009
1999,9,TEN,MIA,1,0.869532788941816,0.130467211058184,1,0.869875144600312,0.130124855399688,0.736094414655592,0.736929788128984
1999,10,BAL,JAX,2,0.327223961113027,0.672776038886973,2,0.332172766646708,0.667827233353292,0.119984876488003,0.11173881915336
1999,10,CAR,STL,1,0.813693488505953,0.186306511494047,1,0.814508207035693,0.185491792964307,0.71044662976088,0.711196582366146
1999,10,CLE,PIT,2,0.336898181650016,0.663101818349984,2,0.334944414229029,0.665055585770971,0.50257660338324,0.505384723866867
1999,10,DEN,SEA,2,0.347342869053856,0.652657130946144,2,0.346301774063924,0.653698225936076,0.152659452988242,0.152671593813808
1999,10,DET,ARI,1,0.635795631989666,0.364204368010334,1,0.63357526269109,0.36642473730891,0.502101521871074,0.498660567225642
1999,10,GB,DAL,1,0.848515969516469,0.151484030483531,1,0.846945797670933,0.153054202329067,0.704254736910356,0.703111927677649
1999,10,IND,NYG,1,0.540054642804548,0.459945357195452,1,0.543253440500561,0.456746559499439,0.357038425149056,0.362305183055711
1999,10,KC,TB,1,0.654078910835833,0.345921089164167,1,0.656805122487521,0.343194877512479,0.537049974079531,0.540580746957385
1999,10,MIA,BUF,1,0.747285525557199,0.252714474442801,1,0.748551956141966,0.251448043858034,0.656695543620459,0.658161304363674
1999,10,MIN,CHI,2,0.157634507796822,0.842365492203178,2,0.156124175014578,0.843875824985422,0.504164114971443,0.507345795275824
1999,10,NYJ,NE,1,0.711803521509202,0.288196478490798,1,0.712884845793929,0.287115154206071,0.590365539382807,0.591524776131708
1999,10,SD,OAK,1,0.770319460480815,0.229680539519185,1,0.771135079785468,0.228864920214532,0.682994233998517,0.684003577420691
1999,10,SF,NO,1,0.91272131600806,0.0872786839919399,1,0.91196390651772,0.0880360934822798,0.745248885466133,0.746170232851168
1999,10,TEN,CIN,1,0.87449690570344,0.12550309429656,1,0.874614428204502,0.125385571795498,0.729570000929386,0.730359293048662
1999,10,WAS,PHI,2,0.275954459753466,0.724045540246534,2,0.274117049636468,0.725882950363532,0.555077962847599,0.556280869219281
1999,11,ATL,TB,2,0.318573582686334,0.681426417313666,2,0.317106314138145,0.682893685861855,0.539717296313833,0.541346024656856
1999,11,BAL,CIN,2,0.295674198099506,0.704325801900494,2,0.294127718940441,0.705872281059559,0.489960636356546,0.492621552306783
1999,11,BUF,NYJ,1,0.887172986587123,0.112827013412877,1,0.886935541089187,0.113064458910813,0.741053903272151,0.741897217741433
1999,11,CAR,CLE,1,0.843882038800454,0.156117961199546,1,0.845938840855216,0.154061159144784,0.704812891544451,0.706841059438611
1999,11,CHI,SD,2,0.267854856860244,0.732145143139756,2,0.265567991195994,0.734432008804006,0.410073286851662,0.411556325685921
1999,11,DAL,ARI,2,0.256620588323358,0.743379411676642,2,0.252072552468466,0.747927447531534,0.245264999618551,0.252690775940668
1999,11,DET,GB,2,0.255210137245803,0.744789862754196,2,0.25780027267984,0.74219972732016,0.270206841177899,0.26753864182202
1999,11,IND,PHI,1,0.691727815574605,0.308272184425395,1,0.6925893066062,0.3074106933938,0.569002699761715,0.570389182721931
1999,11,NE,MIA,1,0.504035967883088,0.495964032116912,1,0.508395504096518,0.491604495903482,0.284582135202684,0.292287903220534
1999,11,NO,JAX,1,0.78163079435402,0.21836920564598,1,0.783844823770212,0.216155176229788,0.646182936627333,0.648736299016918
1999,11,NYG,WAS,1,0.810453512133866,0.189546487866134,1,0.812049252783698,0.187950747216302,0.677694342548075,0.679547399758453
1999,11,OAK,DEN,2,0.312438628203414,0.687561371796587,2,0.310656588639998,0.689343411360002,0.242204866764165,0.253230422923153
1999,11,PIT,TEN,1,0.827099076569198,0.172900923430802,1,0.828440556969986,0.171559443030014,0.692972534920582,0.694732733737793
1999,11,SEA,KC,2,0.322899559272307,0.677100440727693,2,0.322375509036236,0.677624490963764,0.153265484587173,0.154076531662213
1999,11,STL,SF,1,0.653132310219473,0.346867689780527,1,0.651989574368179,0.348010425631821,0.522806024541965,0.520835402022772
1999,12,ARI,NYG,2,0.327950097004523,0.672049902995477,2,0.330718490857271,0.669281509142729,0.129194047571896,0.124808373945397
1999,12,ATL,CAR,1,0.831094536678504,0.168905463321496,1,0.833061952787054,0.166938047212946,0.698404744665206,0.698403120070279
1999,12,CHI,DET,1,0.810908545254986,0.189091454745014,1,0.813018703038468,0.186981296961532,0.679959646176248,0.682179896389877
1999,12,CIN,PIT,1,0.79093843208514,0.20906156791486,1,0.790733049121556,0.209266950878444,0.658908952510903,0.659113936274714
1999,12,GB,SF,1,0.724863679434526,0.275136320565474,1,0.726998192019155,0.273001807980845,0.618035266173633,0.620440542852661
1999,12,JAX,BAL,2,0.35707855620801,0.64292144379199,2,0.356445840432619,0.643554159567381,0.488644903289778,0.489398885116336
1999,12,KC,OAK,2,0.320158318003128,0.679841681996872,2,0.318430722651037,0.681569277348963,0.528905084657291,0.531053891860772
1999,12,MIA,DAL,1,0.559927520211064,0.440072479788936,1,0.562044617864107,0.437955382135893,0.391840779538944,0.395722395389544
1999,12,NE,BUF,1,0.84878774047476,0.15121225952524,1,0.849560181071634,0.150439818928366,0.713490117753381,0.714727786087106
1999,12,NO,STL,1,0.725164717905015,0.274835282094985,1,0.727692546983124,0.272307453016876,0.615306569444044,0.618056773148822
1999,12,NYJ,IND,1,0.561080889785553,0.438919110214447,1,0.563814338739117,0.436185661260883,0.401000883768171,0.404902857835642
1999,12,PHI,WAS,1,0.852042894452938,0.147957105547062,1,0.853224083267804,0.146775916732196,0.724239573270675,0.725615551921992
1999,12,SD,MIN,1,0.739162355967504,0.260837644032496,1,0.741920420554682,0.258079579445318,0.612953413535859,0.616237735404909
1999,12,TB,SEA,2,0.356546626580558,0.643453373419442,2,0.361492202058858,0.638507797941142,0.0642187055802059,0.0556108973949824
1999,12,TEN,CLE,2,0.362625678971293,0.637374321028707,2,0.364585174721949,0.635414825278051,0.0471137050082814,0.0435826432795539
1999,13,CLE,SD,1,0.732314562158057,0.267685437841943,1,0.73405311158526,0.26594688841474,0.62404962494157,0.625964601008969
1999,13,DAL,NE,2,0.473064450363885,0.526935549636115,2,0.477163330727474,0.522836669272526,-0.225031114753011,-0.232673934971635
1999,13,GB,CHI,2,0.28531456418379,0.71468543581621,2,0.285220709381603,0.714779290618398,0.263748887475842,0.262959097827216
1999,13,IND,MIA,2,0.475955282338521,0.524044717661479,2,0.470293114695468,0.529706885304532,-0.196188361324455,-0.182421558212303
1999,13,KC,DEN,2,0.192005124174856,0.807994875825144,2,0.189159881046246,0.810840118953754,0.551590456068573,0.550997030094663
1999,13,MIN,TB,1,0.542901843870427,0.457098156129573,1,0.543213716046095,0.456786283953905,0.346531073716268,0.347027994680284
1999,13,NO,ATL,1,0.845280271843758,0.154719728156242,1,0.846191752439465,0.153808247560535,0.719907984086775,0.721025366279477
1999,13,NYJ,NYG,1,0.71098930741136,0.28901069258864,1,0.711065039594099,0.288934960405901,0.602986201424752,0.60294368088213
1999,13,PHI,ARI,2,0.368721017654537,0.631278982345463,2,0.368205986665112,0.631794013334888,0.454904536085438,0.455847663300624
1999,13,PIT,JAX,2,0.421138944538978,0.578861055461022,2,0.426254570066148,0.573745429933852,-0.08290562082656,-0.093747750375207
1999,13,SEA,OAK,1,0.859986467116657,0.140013532883343,1,0.860533083115401,0.139466916884599,0.710429910837253,0.711714842039052
1999,13,SF,CIN,1,0.903498369694967,0.0965016303050334,1,0.902709846102083,0.0972901538979172,0.745098851024725,0.745732832128012
1999,13,STL,CAR,1,0.807599867694512,0.192400132305488,1,0.80785216055703,0.19214783944297,0.674395256692113,0.675158553355221
1999,13,TEN,BAL,1,0.877717981602946,0.122282018397054,1,0.877993924442829,0.122006075557171,0.718875175452105,0.719603587495182
1999,13,WAS,DET,1,0.527143653759981,0.472856346240019,1,0.530675162691901,0.469324837308099,0.34128808897562,0.346731699276668
1999,14,ARI,WAS,1,0.774346997698599,0.225653002301401,1,0.775946314754627,0.224053685245373,0.684461110962941,0.686348772601345
1999,14,ATL,SF,1,0.84919593436542,0.15080406563458,1,0.849678580696923,0.150321419303077,0.737920381645425,0.738679584163417
1999,14,BAL,PIT,2,0.450589853446682,0.549410146553318,2,0.45338463922428,0.54661536077572,-0.157643458691261,-0.162860051702131
1999,14,CAR,GB,2,0.236313116364121,0.763686883635879,2,0.233850595080274,0.766149404919726,0.556442361928317,0.557499428998918
1999,14,CLE,CIN,1,0.770112631767285,0.229887368232715,1,0.771444098498304,0.228555901501696,0.682179470567834,0.683715546885159
1999,14,DEN,JAX,2,0.158950584943494,0.841049415056506,2,0.156578079019866,0.843421920980134,0.513935070359,0.513364601035319
1999,14,DET,TB,2,0.298801645062251,0.701198354937749,2,0.296726350445575,0.703273649554425,0.550678280304004,0.552327711699991
1999,14,MIA,NYJ,2,0.15985053944622,0.84014946055378,2,0.158136692514819,0.84186330748518,0.510888105459621,0.509670586674198
1999,14,MIN,KC,1,0.548470449288489,0.451529550711511,1,0.544622360590923,0.455377639409077,0.322749521026704,0.315243589630249
1999,14,NE,IND,1,0.862670992654668,0.137329007345332,1,0.856204318596605,0.143795681403395,0.702548374902953,0.698384050082322
1999,14,NYG,BUF,2,0.151342953794979,0.848657046205021,2,0.151627429654715,0.848372570345285,0.485522988198731,0.487062418514478
1999,14,OAK,TEN,1,0.535156314508993,0.464843685491007,1,0.539270352888112,0.460729647111888,0.354010562848377,0.36047852856593
1999,14,PHI,DAL,1,0.871031686240765,0.128968313759235,1,0.869688695154567,0.130311304845433,0.732005714476392,0.732290110417343
1999,14,SD,SEA,2,0.223547578945535,0.776452421054465,2,0.224257876536976,0.775742123463024,0.528892964819809,0.532023976849291
1999,14,STL,NO,1,0.652400984860249,0.347599015139751,1,0.654788461737027,0.345211538262973,0.524906372846352,0.528236097595273
1999,15,ATL,TEN,1,0.791898440329205,0.208101559670795,1,0.793787627595533,0.206212372404467,0.66020641811745,0.662471820972044
1999,15,BUF,ARI,2,0.378014859652649,0.621985140347351,2,0.383420292801153,0.616579707198847,-0.00603529103255797,-0.0166181281000456
1999,15,DET,CHI,1,0.788549160975855,0.211450839024145,1,0.789403757462168,0.210596242537832,0.66181289327662,0.662935989138954
1999,15,GB,MIN,2,0.185438608942002,0.814561391057998,2,0.173192853023909,0.826807146976091,0.391382424059156,0.400501979759412
1999,15,JAX,CLE,1,0.725527290130096,0.274472709869904,1,0.727216263180098,0.272783736819902,0.611067592534131,0.613048496464589
1999,15,NE,PHI,1,0.885428979396022,0.114571020603978,1,0.885467369808235,0.114532630191765,0.742694653822787,0.743493758150155
1999,15,NO,BAL,1,0.813397963110245,0.186602036889755,1,0.814380625010916,0.185619374989084,0.719790458153838,0.720825728305753
1999,15,NYG,STL,1,0.919115960502851,0.080884039497149,1,0.91956722885076,0.0804327711492398,0.737758768475017,0.73913362166407
1999,15,NYJ,DAL,2,0.275832763296382,0.724167236703618,2,0.274277755448743,0.725722244551257,0.552724037379137,0.5540269527621
