Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5,L2 silhouette,H1 silhouette
1999,3,NYG,NE,5,0.147333291665854,0.112685464380055,0.26745137827191,0.111282328120315,0.361247537561866,4,0.148537258311394,0.111845316170895,0.111882009485796,0.356226147177471,0.271509268854444,0.0544305768029922,0.0389619877215699
1999,3,PHI,BUF,4,0.197642001695311,0.0538621117920976,0.120820899173708,0.547724735323948,0.0799502520149355,3,0.19783173879569,0.0534720286486328,0.548410649091415,0.079624678498911,0.120660904965351,0.593966833381357,0.592791409776925
1999,3,SEA,PIT,4,0.229117395521289,0.0906593822501879,0.16883591464504,0.385637160645345,0.125750146938138,3,0.22945019899449,0.0900811222633515,0.386152235034167,0.125452982941839,0.168863460766153,0.46822302257585,0.468263120952203
1999,3,SF,ARI,1,0.334425200154114,0.0611258965600796,0.199251548295476,0.29886785606774,0.106329498922591,1,0.335284778521155,0.0606725605369195,0.29930374300156,0.105793429189526,0.198945488750838,0.0655503369727731,0.0671133659106056
1999,3,TEN,JAX,2,0.0836050869054362,0.589321119188152,0.0995460009088981,0.0786462454026786,0.148881547594835,2,0.0835322167408819,0.589503923245547,0.0785675213472464,0.148908222494772,0.0994881161715534,0.532976716065158,0.534292954729179
1999,3,WAS,NYJ,2,0.086394348936511,0.547522359731967,0.107473337302572,0.0792621582839891,0.179347795744961,2,0.0863124662389178,0.546258303439388,0.0790942877117841,0.180731133228389,0.107603809381521,0.31258903060306,0.30660649998303
1999,4,ARI,DAL,4,0.229710786313201,0.0866173416752672,0.16717663158647,0.394084687792489,0.122410552632574,3,0.230068981954446,0.086043938847406,0.394579528511846,0.122100360621268,0.167207190065035,0.473156501566241,0.472947612592574
1999,4,BAL,ATL,2,0.105223794784347,0.374983606675946,0.138843807458191,0.0935777809891,0.287371010092417,2,0.104527974741221,0.380341556740825,0.0930947983238399,0.28428744082425,0.137748229369865,-0.132634137180345,-0.117305964782576
1999,4,BUF,MIA,5,0.138141440609145,0.0964344214791042,0.28150284223176,0.101656342571945,0.382264953108046,4,0.139039220656419,0.0963192115512131,0.102302584013616,0.378214810454749,0.284124173324003,0.0061400601609663,-0.00170565078031491
1999,4,CAR,WAS,5,0.13733529157287,0.27003357783022,0.177088805996101,0.123540648272503,0.292001676328306,4,0.136730724225635,0.271838829349572,0.123035099749937,0.292047172967956,0.1763481737069,0.231896132902639,0.227789164737865
1999,4,JAX,PIT,3,0.275999287975007,0.0557260508534351,0.417530847536552,0.135261767141635,0.115482046493371,5,0.279156954865561,0.0558971631174005,0.136837412920696,0.115618610427458,0.412489858668885,0.0461375616373491,0.0381015590144932
1999,4,KC,SD,5,0.14167953265042,0.194673190724505,0.197996690253872,0.121096893730644,0.344553692640558,4,0.141167962437038,0.194337127224312,0.120665569643692,0.346272574626685,0.197556766068272,0.330585350026614,0.334116415574107
1999,4,NE,CLE,5,0.147403935771182,0.117859066502248,0.256177344314909,0.11375437719521,0.364805276216451,4,0.14781626586475,0.116953806872775,0.113863254935639,0.362981141183055,0.258385531143781,0.100665182065567,0.0938539287143182
1999,4,NO,CHI,2,0.135240889105629,0.384562577836856,0.151645410548566,0.131722256539474,0.196828865969476,2,0.137114072099497,0.377791048865532,0.133748986195432,0.197973931736792,0.153371961102747,0.526796424729327,0.518394203663262
1999,4,NYJ,DEN,2,0.0683144296496324,0.645639388496181,0.0843394605316468,0.062885213299907,0.138821508022632,2,0.0691368104525885,0.640215465523565,0.0635658766312449,0.141552616337488,0.0855292310551136,0.414264275739836,0.407573742289153
1999,4,OAK,SEA,2,0.0657732062020485,0.663183454788918,0.0806673844076615,0.0606395844791895,0.129736370122183,2,0.0649439392629932,0.66748234991875,0.0598991450083818,0.128038198555666,0.0796363672542087,0.464303140240246,0.469127418972036
1999,4,PHI,NYG,5,0.116678892020134,0.122143051364975,0.184589782827037,0.0951356920025717,0.481452581785283,4,0.116855290465965,0.120472532314956,0.0950702475762495,0.481740416389859,0.185861513252971,0.370120452784084,0.365241705733933
1999,4,STL,CIN,4,0.317509059849083,0.0607241546413741,0.172748904485152,0.350474623190251,0.0985432578341396,3,0.318717538039115,0.0600583880305855,0.351492466632411,0.0977174953976534,0.172014111900235,0.0628094064050052,0.0613450597787643
1999,4,TB,MIN,4,0.231598506887308,0.0765577834591362,0.161397908081599,0.417637811101038,0.11280799047092,3,0.232846664574375,0.0771532470572481,0.412801300144826,0.114059265283911,0.163139522939641,0.471676488799347,0.463995710692629
1999,4,TEN,SF,5,0.111105116990572,0.10862215247598,0.188838904251946,0.0876793735170109,0.503754452764491,4,0.111283457685803,0.108142235569992,0.0878088748472697,0.503196721031465,0.18956871086547,0.324803697413455,0.323660614579507
1999,5,ATL,NO,2,0.095986820463739,0.450959118673865,0.12456039918607,0.0860540802566285,0.242439581419697,2,0.0972067394420189,0.441196727623621,0.0870407537209535,0.248110208749275,0.126445570464131,0.0497241296466004,0.0320343694664664
1999,5,BAL,TEN,3,0.173205024405642,0.0868325118080782,0.379357860508611,0.119975096241319,0.240629507036349,5,0.174106644556124,0.0863168768234311,0.120442595724928,0.237539810167429,0.381594072728087,0.341317449710847,0.348064892497511
1999,5,CHI,MIN,3,0.162283183359131,0.0909107650404649,0.362475007377788,0.114858872189624,0.269472172032992,5,0.1625846498367,0.0902398964685719,0.114959582709611,0.266681196234076,0.365534674751042,0.281535257687816,0.287326563492112
1999,5,CIN,CLE,2,0.122303113949685,0.431817751714978,0.13961071377136,0.117856465451955,0.188411955112021,2,0.124399421344846,0.423676536801705,0.120051163560167,0.190190633627895,0.141682244665387,0.565213407071795,0.559455878418692
1999,5,DAL,PHI,2,0.129500842718261,0.405077949995054,0.1465954815918,0.125158981230233,0.193666744464652,2,0.129306496910407,0.405578891367771,0.124909263451286,0.193733445475821,0.146471902794715,0.556754574900942,0.556502491120084
1999,5,DEN,OAK,5,0.11974060101664,0.107516649303849,0.204745238382099,0.0939927855270288,0.474004725770384,4,0.119521159679519,0.107630031766826,0.0940068906902354,0.474983228374048,0.203858689489371,0.281078631574292,0.285423880553733
1999,5,JAX,NYJ,1,0.470030963713447,0.0484493217273228,0.20936237900431,0.183719987157558,0.0884373483973628,1,0.469448616730285,0.0484555082842824,0.185196821582197,0.0883959885789276,0.208503064824308,0.480684133771428,0.483057711360727
1999,5,MIA,IND,2,0.126557378920244,0.415838244889212,0.143564718193783,0.122555360607318,0.191484297389443,2,0.127195211092382,0.413281120397531,0.123197087074983,0.192107039263239,0.144219542171865,0.547610610025417,0.545556468885606
1999,5,NE,KC,5,0.137148117165479,0.10619245945494,0.25190731396414,0.105196739346882,0.399555370068559,4,0.132954159783616,0.111652645189381,0.104535869541059,0.419707873684933,0.231149451801011,0.114315513878533,0.189993436830065
1999,5,NYG,ARI,4,0.303217982981825,0.0391262946689366,0.11714000378993,0.476570863791454,0.0639448547678539,3,0.304378250119593,0.0389436355450509,0.47573879790954,0.0637871606156863,0.11715215581013,0.177387305326509,0.172806939133056
1999,5,PIT,BUF,3,0.302156438040164,0.0556629593170336,0.376454208385959,0.151046997915555,0.114679396341289,5,0.300564397961647,0.0556756415943241,0.151481070573058,0.114954738112333,0.377324151758638,-0.0612957046058642,-0.054645282474757
1999,5,SD,DET,5,0.11479013286674,0.187639367330651,0.167640024195774,0.0961626901428373,0.433767785463997,4,0.114761417966463,0.184415782173102,0.0959858597060554,0.436665946886281,0.168170993268097,0.480508365409189,0.47856350795772
1999,5,SF,STL,4,0.213862479956398,0.0577930244860635,0.133017535202276,0.508013668523371,0.0873132918318918,3,0.213870815232773,0.0572230967544895,0.509565730679131,0.0867478628838166,0.132592494449789,0.535722411818008,0.535027208066055
1999,5,TB,GB,5,0.139412476121012,0.150662010729666,0.203443825806313,0.118414981916058,0.38806670542695,4,0.138887674639708,0.155758673335351,0.118904430201772,0.38607431437143,0.200374907451739,0.324389472202915,0.336900675722849
1999,6,CAR,SF,3,0.205054616241614,0.0900174579405964,0.360070286745745,0.142739511526852,0.202118127545193,5,0.20340194686236,0.0912748290476293,0.14320172926433,0.206397721804734,0.355723773020947,0.336536100466766,0.337457102712612
1999,6,CLE,JAX,5,0.143431855180675,0.102233665365494,0.272451034993586,0.108954816034801,0.372928628425444,4,0.144078396543818,0.101503583299007,0.109210802441671,0.369339474028002,0.275867743687502,0.0328522700570646,0.0222021024258714
1999,6,DAL,NYG,5,0.0935136446924065,0.126668425819847,0.144992390049536,0.0763247236831423,0.558500815755068,4,0.0935699754537301,0.125798377791656,0.0763600416249803,0.55897365440649,0.145297950723143,0.49616502973804,0.494219575532083
1999,6,GB,DEN,1,0.414003402578748,0.0522512723861215,0.244562673798095,0.190859248083651,0.098323403153385,1,0.415707449592634,0.0518630019491812,0.190864531382906,0.0977227263964594,0.24384229067882,0.365417782851866,0.366887185275155
1999,6,IND,NYJ,2,0.0819741952783161,0.596560151536943,0.0979540470429132,0.0766380882519016,0.146873517889926,2,0.0808674688199059,0.601029460264006,0.0755134077664442,0.145780072247969,0.0968095909016749,0.55620641671806,0.553106682139749
1999,6,MIA,NE,2,0.145413545504913,0.349457771629033,0.160907435843602,0.142364079852363,0.201857167170089,2,0.145306552559951,0.349641840840404,0.142176038154098,0.201994668323618,0.16088090012193,0.484226782193586,0.483434574019242
1999,6,MIN,DET,3,0.21860191930825,0.11610194642173,0.256598841656646,0.194960384572733,0.213736908040641,5,0.216817394379493,0.117181336843205,0.193818801878237,0.216279743854702,0.255902723044363,0.117662219720659,0.123395212440177
1999,6,OAK,BUF,1,0.507550923448685,0.0442686178275606,0.208233596943492,0.158284959314365,0.0816619024658974,1,0.510147007797957,0.0438460936326866,0.158351248596708,0.0809675705986562,0.206688079373993,0.488664809120526,0.490338662142781
1999,6,PHI,CHI,3,0.261902538572427,0.0614652851442242,0.398864985964936,0.147259943307471,0.130507247010942,5,0.26000184048988,0.0614092320980668,0.147355790731979,0.130877330745545,0.400355805934529,0.0934430022113559,0.100422203638879
1999,6,PIT,CIN,1,0.580947551318664,0.0374930095679571,0.164189167216208,0.14963610887195,0.0677341630252205,1,0.581868355208974,0.0372913323013947,0.150551061911223,0.067371124828774,0.162918125749634,0.552425057140833,0.554665063865809
1999,6,SEA,SD,2,0.108562413787593,0.377490391510896,0.141309153100557,0.0971184112185371,0.275519630382417,2,0.109086871728768,0.371531346042959,0.0974825406129982,0.279595546748258,0.142303694867017,-0.0964120680719031,-0.110921882771506
1999,6,STL,ATL,4,0.20605810381461,0.0456569231918809,0.114104517279905,0.563565768397362,0.0706146873162424,3,0.206609722899961,0.0455899774092205,0.562688209195757,0.0706886972700301,0.114423393225031,0.48823905426688,0.487596371739536
1999,6,TEN,NO,2,0.0593283344112338,0.694682273238854,0.0728910423185317,0.054684676110641,0.11841367392074,2,0.0601717144571511,0.689528291879133,0.055408615948035,0.120838198363865,0.0740531793518154,0.456584855254409,0.451354629984779
1999,6,WAS,ARI,3,0.18282723674902,0.0993641275105251,0.338656699380336,0.132309008022026,0.246842928338093,5,0.182876754440163,0.0983688626559488,0.132049338595971,0.245012633132468,0.34169241117545,0.296582084473457,0.302160896153737
1999,7,ATL,PIT,1,0.445382599869375,0.0465008640490604,0.167551653293296,0.25951930446014,0.0810455783281286,1,0.432384544117059,0.0476678498782088,0.264511710235718,0.0833589138237363,0.172076981945279,0.266965545947935,0.250081993837205
1999,7,BUF,SEA,4,0.217228178638951,0.0659732679186123,0.142270970804532,0.477406194352947,0.0971213882849572,3,0.218383790764346,0.0661720956661874,0.474480291661223,0.0976971807636012,0.143266641144642,0.552994448456476,0.549180096156572
1999,7,CHI,TB,3,0.21455520702945,0.0572722574236481,0.480317445553039,0.12062109558392,0.127233994409943,5,0.21655485876349,0.0575155775118109,0.121964884945286,0.12763367683875,0.476331001940663,0.254356975866412,0.250612881303496
1999,7,CIN,IND,4,0.21296690590836,0.0648056802324091,0.138044198709345,0.489713865072034,0.0944693500778518,3,0.21312853265833,0.0643117974227995,0.490652770645785,0.0940673740863299,0.137839525186756,0.575870333348996,0.575471146965489
1999,7,CLE,STL,4,0.225513807250327,0.0711385867000006,0.15139031459883,0.447628980610977,0.104328310839865,3,0.226427758096148,0.0712801703801603,0.445163125502121,0.104843525804873,0.152285420216698,0.513177971782125,0.509662163275965
1999,7,DEN,NE,3,0.213177268210933,0.0791243182362131,0.37737033920892,0.146617514283362,0.183710560060573,5,0.212978405906823,0.0790793956825345,0.146853543395325,0.183996848191823,0.377091806823494,0.275174669510889,0.276353492134501
1999,7,DET,CAR,3,0.194284069326536,0.0710607808337436,0.440856183710839,0.126168592079653,0.167630374049228,5,0.193968827416785,0.0706800891362261,0.126020349866507,0.166943176909404,0.442387556671078,0.347773232958821,0.349982187482816
1999,7,GB,SD,4,0.333781187407563,0.0483946120924975,0.14615469192979,0.392053800997049,0.0796157075730996,3,0.334190855869509,0.0484034902605879,0.390676997179063,0.0798373688548809,0.146891287835959,0.0823862791830284,0.0799664695936654
1999,7,KC,BAL,1,0.432967470756334,0.0498431398039357,0.261354450202975,0.161558055779835,0.0942768834569205,1,0.433501666784856,0.0496792273727966,0.162125954033969,0.094034129358285,0.260659022450093,0.372691789476962,0.372221420574773
1999,7,NO,NYG,4,0.29099226185114,0.0464638681189671,0.132869862801594,0.454723835567159,0.0749501716611395,3,0.290403085253253,0.0460701748778884,0.456759992208709,0.0744713911391498,0.132295356521,0.221281703608684,0.22246089077727
1999,7,NYJ,OAK,2,0.135296752516034,0.384169441146611,0.151657317938217,0.131972144933896,0.196904343465242,2,0.135445096362239,0.383452554127465,0.132070902903135,0.197178308124341,0.15185313848282,0.524126836008999,0.522696572813559
1999,7,PHI,MIA,1,0.329124563806312,0.0665023125764154,0.233319550559299,0.250815918812315,0.120237654245659,1,0.324982170408497,0.0670874914216956,0.250216554297902,0.121846844039149,0.235866939832757,0.196435677314634,0.189752268790044
1999,7,SF,MIN,1,0.426471829979921,0.049804737287987,0.1859914358981,0.249779108812447,0.087952888021545,1,0.423903596676489,0.0498732404290833,0.251288082924223,0.0882343482071032,0.186700731763102,0.277522701234313,0.273420895449891
1999,7,WAS,DAL,1,0.335825477034298,0.058369060484731,0.184036649585536,0.322193290008865,0.0995755228865692,1,0.337450499670411,0.0578341875602076,0.32235779920836,0.0988794964890669,0.183478017071955,0.0311928304826762,0.0363165143574908
1999,8,BUF,BAL,2,0.137207013179662,0.377261648489116,0.1538785967361,0.13314896833731,0.198503773257812,2,0.13673831211126,0.37869776997246,0.132575455901994,0.198461331160306,0.153527130853981,0.527708667215274,0.528447794485788
1999,8,CAR,ATL,1,0.565785984310915,0.0351916750616319,0.128440604034201,0.209695742774635,0.0608859938186171,1,0.564170158487181,0.0351852309273894,0.210959828775766,0.0609542291032119,0.128730552706452,0.384401639159509,0.384955925448725
1999,8,CHI,WAS,4,0.227892448503217,0.0887853477585788,0.16607658337921,0.394123585610579,0.123122034748415,3,0.228284227906286,0.08847233608097,0.393800543983832,0.12310855700133,0.166334335027582,0.484777884475089,0.483495834725991
1999,8,CLE,NO,2,0.0798592804549456,0.567234404121252,0.101031017674225,0.072575701258293,0.179299596491285,2,0.0786917617463209,0.57497123329443,0.0716208763901632,0.175351142959677,0.0993649856094089,0.256407921877552,0.271404471568678
1999,8,DAL,IND,2,0.114068034558628,0.409413933613399,0.142205411173632,0.104290462384354,0.230022158269987,2,0.113771151451641,0.408478053319679,0.103859666403654,0.231673164002237,0.14221796482279,0.190438230207677,0.182812809924565
1999,8,JAX,CIN,4,0.228138674117073,0.0793438195334727,0.159268163326373,0.419786683228265,0.113462659794816,3,0.228732757607472,0.0793039627212466,0.418347506264693,0.113755451247488,0.1598603221591,0.496947244089413,0.494390336222197
1999,8,MIA,OAK,3,0.154243824823465,0.0913956956773632,0.346493108212019,0.109300615800554,0.298566755486598,5,0.155528314737867,0.0908024868509885,0.109959975459098,0.292219437379236,0.351489785572811,0.216913135305166,0.230599316799165
1999,8,MIN,DEN,2,0.113632924838689,0.360485111724353,0.148281615934773,0.101332586988751,0.276267760513434,2,0.113509398335394,0.360014083433239,0.101201888263597,0.277032525481196,0.148242104486574,-0.0831510116784791,-0.0830376720345087
1999,8,NE,ARI,4,0.19163545835607,0.0448801310621742,0.108748298047274,0.586115694835372,0.0686204176991094,3,0.192171725016306,0.0447954002190957,0.585347184834706,0.0686670539435749,0.109018635986318,0.538382020582173,0.537810626950132
1999,8,NYG,PHI,2,0.115665259445815,0.455050733984365,0.133767603402331,0.110469241435862,0.185047161731625,2,0.114971409241361,0.45752067011675,0.109707725752134,0.184663586214765,0.133136608674989,0.558196252653295,0.5585505539616
1999,8,SD,KC,4,0.198076277292935,0.0563091924389569,0.12259234666173,0.54062933296351,0.0823928506428674,3,0.198474203470064,0.0560449664479798,0.540639444113081,0.0822272691013121,0.122614116867563,0.609326139979297,0.60780778520487
1999,8,SEA,GB,1,0.558691461666,0.0389983216240481,0.175717205483544,0.155569057166562,0.0710239540598469,1,0.556784044609165,0.0389828641744076,0.156590549242277,0.0711415493393159,0.176500992634835,0.522502734176618,0.519139823606928
1999,8,STL,TEN,4,0.248537517702051,0.0726055267019443,0.169642421890328,0.396895321688334,0.112319212017343,3,0.250232956670609,0.0767772217801661,0.377137984025524,0.11884572183654,0.177006115687161,0.370138223515627,0.346034030059731
1999,8,TB,DET,1,0.507619104918924,0.0452251942534622,0.192455876994388,0.173519671135002,0.0811801526982239,1,0.509643795966034,0.0448551258445856,0.173905269825531,0.0805698576631267,0.191025950700723,0.522025260866171,0.523599621277177
1999,9,ARI,NYJ,5,0.118811154565267,0.208060755190296,0.166267895552014,0.102821865081853,0.40403832961057,4,0.118324724486373,0.204217293732664,0.102252438763128,0.40907227790393,0.166133265113905,0.478177355806654,0.47957934343735
1999,9,BAL,CLE,1,0.458873908314769,0.0432952226383512,0.14356829640133,0.281657868171029,0.0726047044745199,1,0.457758179942704,0.0430626480017728,0.283740679756554,0.0723111777221519,0.143127314576817,0.278103536788176,0.274943823352504
1999,9,BUF,WAS,3,0.237767309561645,0.0800966549682972,0.359542807351444,0.156613124025085,0.165980104093529,5,0.238059984185998,0.0793302944386122,0.156211022187041,0.16468189601532,0.361716803173028,0.212234353550439,0.214591949374191
1999,9,CHI,GB,2,0.0945686032046344,0.461925905568298,0.122253250262528,0.0850495435322455,0.236202697432294,2,0.090222890359177,0.495217335896062,0.0816235572893231,0.217283348721214,0.115652867734224,0.0619407675331151,0.133160634914462
1999,9,CIN,SEA,4,0.210079405444387,0.059924641982037,0.132647516497701,0.50852612349514,0.0888223125807349,3,0.209887960106563,0.0592940669950993,0.510539683435806,0.0881795108517905,0.132098778610741,0.567805493910921,0.568086305750728
