Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,L_2 Cluster Probability_6,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5,H_1 Cluster Probability_6,L2 silhouette,H1 silhouette
1999,2,IND,NE,2,0.182699320733515,0.299819756541188,0.121123113168803,0.145419398364518,0.121938628754977,0.128999782436999,2,0.183031063122904,0.301361776978203,0.121366043678204,0.145250742506527,0.120437931618628,0.128552442095534,0.461778312158727,0.463825805089506
1999,2,JAX,CAR,1,0.308326413699741,0.280347913767629,0.0810754174846445,0.140740712191852,0.0872975185385437,0.10221202431759,1,0.307450999302556,0.282705009178009,0.0869279575495657,0.140331898039489,0.0808189443693199,0.101765191561061,0.279109949982044,0.272961437388852
1999,2,NO,SF,2,0.164974261299188,0.463058220966301,0.0824958735156099,0.111921905987982,0.0847229470056175,0.0928267912253005,2,0.165319048569539,0.463316911571392,0.0845090062505833,0.111926592926953,0.0822755880238587,0.0926528526576737,0.513041031151955,0.513349316005952
1999,2,NYJ,BUF,6,0.0887388219486743,0.050861704387031,0.117388388415177,0.19736769673054,0.19115184955806,0.354491538960518,6,0.0877881940639858,0.0504978266129458,0.192282777744145,0.194197035975756,0.117728914398507,0.35750525120466,0.341940050726535,0.340557695861123
1999,2,OAK,MIN,1,0.379460324412101,0.139330275492416,0.0821652108808095,0.187918872241428,0.0936244235623649,0.11750089341088,1,0.380759023269358,0.137601662532536,0.0932767103576802,0.189199246166101,0.081809682270743,0.117353675403582,0.340818508416755,0.336810191777759
1999,2,PIT,BAL,4,0.129341995313033,0.0562883354408359,0.0745623955348402,0.476725460762758,0.0997259282057704,0.163355884742763,4,0.128614292382326,0.0564958685534167,0.10091086642027,0.472716254793826,0.0754526846330679,0.165810033217093,0.350828834190535,0.344632020157404
1999,2,SD,CIN,5,0.0696564961373882,0.0455066291635288,0.223515526130578,0.1151793417467,0.336885178168518,0.209256828653287,3,0.070131459475361,0.0457899819602791,0.333106382514577,0.115976874156092,0.224628272598385,0.210367029295306,0.293376862370832,0.285644860309849
1999,2,SEA,CHI,2,0.1708730385031,0.417186228546238,0.0923036761482187,0.121938800163831,0.0947215713780521,0.10297668526056,2,0.172056776009438,0.412134687385241,0.095610951711703,0.123055384917857,0.0932314454327137,0.103910754543048,0.575523196883185,0.574438856213187
1999,2,TB,PHI,6,0.0626071346862184,0.0378809834829711,0.122353691221118,0.124516568022204,0.268487418396152,0.384154204191336,6,0.0621977728532702,0.0377118366049763,0.271507475478022,0.123269589943647,0.123243203457332,0.382070121662753,0.051889200898035,0.0406305228438063
1999,2,WAS,NYG,3,0.0698244622374179,0.0497148978413231,0.434381419445584,0.0982341058867094,0.20823994056046,0.139605174028506,5,0.0697360301025292,0.0495858282347713,0.208752691874328,0.0982312620942614,0.433782172536542,0.139912015157568,0.476207017394676,0.475770273057939
1999,3,ATL,STL,3,0.0978392842410166,0.0717651880859967,0.319659615679515,0.129674836987354,0.214275713359355,0.166785361646763,5,0.0975264881371841,0.0713556134682434,0.21469529235875,0.129541144900451,0.319865858216083,0.167015602919289,0.36073479119734,0.360212380516108
1999,3,CHI,OAK,1,0.333000125894548,0.100280046081291,0.0851103330795135,0.248374901404523,0.100033687495473,0.133200906044652,1,0.3297243039827,0.0997811915608623,0.100087171972308,0.251679835583169,0.0851782654154263,0.133549231485534,0.0815510562501483,0.0720794761958199
1999,3,CIN,CAR,3,0.057890043768969,0.0396261809124665,0.448542231607417,0.0867840593288945,0.231197188105438,0.135960296276815,5,0.0574515149245426,0.0392875450782079,0.231989697799231,0.0862840431662502,0.449184658487089,0.13580254054468,0.341470896062518,0.33915211053589
1999,3,CLE,BAL,5,0.0469335269459873,0.0302298334573903,0.179578790684058,0.0796496372146537,0.495743789656271,0.167864422041639,3,0.0467211518319101,0.0301079229652696,0.495871633806099,0.0792805588316745,0.180452215560122,0.167566517004924,0.438147157406003,0.435731962756716
1999,3,DEN,TB,4,0.109401598571619,0.0559194211730194,0.103002489487853,0.299289685661393,0.150026292813681,0.282360512292436,4,0.108585916482057,0.0558213263020126,0.15138147344429,0.294385167230893,0.10390185695574,0.285924259585007,-0.0996322866262708,-0.112151936130789
1999,3,DET,KC,5,0.0373604609307336,0.0241238856761654,0.137548242664824,0.0640304577622117,0.596651127891528,0.140285825074536,3,0.0374091876421346,0.0241654150548902,0.594541993632528,0.0641000738356136,0.138960821027405,0.140822508807429,0.499179844315169,0.496685982960193
1999,3,IND,SD,2,0.130464902541354,0.613203719214658,0.0546442125837591,0.0803888901633372,0.0572153580914376,0.0640829174054541,2,0.130490309237736,0.616060105823099,0.05645517066239,0.0797853426279622,0.0538669913180313,0.0633420803307813,0.459942070198251,0.453640371724767
1999,3,MIN,GB,1,0.472625809545407,0.159169453149707,0.0660895864257778,0.137451696202412,0.0740323725532918,0.0906310821234056,1,0.461093405167519,0.167644556900903,0.0748924222725919,0.13785896038389,0.0671411920037647,0.0913694632713312,0.521124870917668,0.523091210586404
1999,3,NYG,NE,4,0.206257293381742,0.0853122390923627,0.0896758843255935,0.343346336490001,0.112852447901779,0.162555798808522,4,0.201143234222812,0.0841183001174853,0.112963477135832,0.348577756130383,0.0895821535843598,0.163615078809128,0.342465213587935,0.357032772120704
1999,3,PHI,BUF,3,0.0562637237813838,0.0403983963097729,0.534569435978199,0.0788243169620613,0.17668313344266,0.113260993525923,5,0.0560114156875276,0.0401593100355423,0.177187796043004,0.0786018079336444,0.534734322998466,0.113305347301815,0.586242707592041,0.585453951854886
1999,3,SEA,PIT,3,0.0956066910494832,0.0721485460313575,0.347768133599002,0.123252659624142,0.20442104266692,0.156802927029095,5,0.0952585980760574,0.0717000619042254,0.204851863482266,0.123065047499723,0.34818188591588,0.156942543121848,0.470647785293921,0.471021881935136
1999,3,SF,ARI,5,0.0771956335806509,0.0489976134612659,0.237742969100757,0.12780902989907,0.290261729319732,0.217993024638523,3,0.0766580469551496,0.0486595278730277,0.291141567430468,0.127084854139641,0.238464172918903,0.21799183068281,0.14424141138332,0.144850076869586
1999,3,TEN,JAX,2,0.135078938195146,0.590873972826559,0.0588769050457719,0.0852071314458082,0.0614517581620532,0.068511294324662,2,0.135222122050845,0.591590246602188,0.0611976991771791,0.0850852813715232,0.0586313087946636,0.0682733420036017,0.476937594084826,0.477964920814764
1999,3,WAS,NYJ,2,0.215286229225987,0.42322648498443,0.07383514076644,0.118631672373831,0.0787371827360009,0.0902832899133116,2,0.219430676520895,0.417947603192272,0.078780207827743,0.119522296719786,0.0738086313833621,0.0905105843559419,0.124885976739658,0.109659906019802
1999,4,ARI,DAL,3,0.09257596897894,0.0687921478900182,0.35606501237024,0.121165278077494,0.205294235173409,0.156107357509898,5,0.0922169897334237,0.0683518295094813,0.205753244983548,0.120970442128137,0.356444444125966,0.156263049519443,0.474639242419108,0.474768701296021
1999,4,BAL,ATL,1,0.358688322392678,0.244347906453601,0.0755304254475149,0.140312341389876,0.0826800442034631,0.0984409601128678,1,0.357894140547063,0.246790151484301,0.082281116763461,0.139818490115948,0.0752774462780088,0.0979386548112185,0.39443730600389,0.388134371281198
1999,4,BUF,MIA,4,0.176223611802423,0.0670018862474979,0.0751762676714129,0.438633629134247,0.0964402187643214,0.146524386380099,4,0.172205964561131,0.0662182613676212,0.0960860042153974,0.444139108556821,0.0749179823426121,0.146432678956418,0.420231829823935,0.427097387399598
1999,4,CAR,WAS,1,0.278041198413973,0.202846441286168,0.102006317774431,0.176663331654276,0.110606370734292,0.12983634013686,1,0.279543916882162,0.20353008162102,0.109973439634687,0.176302093046575,0.101468471706846,0.12918199710871,0.304296133624391,0.308086331734886
1999,4,JAX,PIT,6,0.070930365811004,0.0401225048266321,0.0978977224077029,0.164142969263055,0.172286369042948,0.454620068648658,6,0.0708394570835522,0.0402310263949425,0.174382473600415,0.162506521323249,0.0990958974070241,0.452944624190817,0.38670252750946,0.382238174384537
1999,4,KC,SD,1,0.289392175556455,0.147584054652753,0.100047524508203,0.209221258108991,0.113451554271883,0.140303432901715,1,0.290782866378199,0.147007651390953,0.11295176180853,0.20972637396217,0.0996374721968762,0.139893874263272,0.190826652743045,0.191392394072648
1999,4,NE,CLE,4,0.217616723982345,0.0906964263256625,0.0934570096349223,0.320529152767647,0.115457958649486,0.162242728639937,4,0.213918395070069,0.0896344492488336,0.11530489388653,0.325172925348676,0.0932189494485439,0.162750386997348,0.287499762423773,0.299833206172629
1999,4,NO,CHI,2,0.179123461963797,0.354663792601233,0.107065890773647,0.134401519268249,0.108483145282728,0.116262190110346,2,0.180192768865399,0.346959548865047,0.11012895938663,0.136015969956783,0.108834834527584,0.117867918398557,0.529725938198983,0.521722707544979
1999,4,NYJ,DEN,2,0.176744479843284,0.52059453840994,0.0623127298845845,0.0984377967934966,0.0662644123109729,0.0756460427577222,2,0.182281536799671,0.509833237174575,0.0672452417168517,0.100553055360854,0.0631750800322465,0.0769118489158017,0.264759766065175,0.250275989178704
1999,4,OAK,SEA,2,0.15090217882214,0.579925502087217,0.0557534969707849,0.0868266969338669,0.0592342949813484,0.0673578302046429,2,0.148955455734111,0.586109509004088,0.0582493392921638,0.0855707206871363,0.0548525967528363,0.0662623785296643,0.347545696584337,0.353290755028871
1999,4,PHI,NYG,1,0.328169800974722,0.100993122971677,0.0860370087438991,0.248829996282152,0.101248851313814,0.134721219713735,1,0.320973063913588,0.100038875913159,0.101786033357799,0.254829415133022,0.0863548791544728,0.136017732527958,0.0761321075586201,0.0535813184176946
1999,4,STL,CIN,5,0.0728743983082697,0.0489644351252794,0.278176335198138,0.113769507055002,0.29959995955366,0.186615364759651,3,0.0721340603254463,0.0484427720760051,0.301411974278183,0.112778010788565,0.279060619745117,0.186172562786683,0.0832196435158151,0.0874041498613628
1999,4,TB,MIN,3,0.0844453038018084,0.0606699810886204,0.3775127085383,0.114802240885308,0.208771061261447,0.153798704424516,5,0.0853637015560941,0.0612145507311987,0.209790953563465,0.116115211612176,0.372133941436209,0.155381641100856,0.464041672213522,0.456754363366234
1999,4,TEN,SF,1,0.293473378445734,0.0943564781929833,0.0826535560018558,0.29144648030513,0.100106600610451,0.137963506443845,4,0.289185980214809,0.0937954811488202,0.100167280799326,0.295757404926916,0.0827212516320289,0.138372601278099,-0.0882459519990593,0.0991316390825884
1999,5,ATL,NO,1,0.310757539083165,0.302831457687325,0.0749924906585642,0.133791592190755,0.0815458511801872,0.096081069200003,1,0.318470399952584,0.294012374983257,0.0815165885765461,0.134845927827831,0.0748962240589698,0.0962584846008122,0.261573829959755,0.281331481090669
1999,5,BAL,TEN,4,0.136528623255136,0.0630912730082311,0.0911570230358055,0.3847755652424,0.122896935898022,0.201550579560406,4,0.13509486326178,0.0629899951477363,0.124079521072172,0.381526695982521,0.0919651065956566,0.204343817940134,0.241183214501213,0.231010894516012
1999,5,CHI,MIN,4,0.138029252770708,0.062023205946215,0.0823353872557021,0.434026858657878,0.109087572355847,0.17449772301365,4,0.135916243921674,0.06147017234548,0.109136805915686,0.435695054528392,0.082342263776723,0.175439459512046,0.339536303761276,0.334941064750577
1999,5,CIN,CLE,2,0.171712202237738,0.410756642650515,0.0940214306621779,0.123109057962012,0.0961395127432092,0.104261153744348,2,0.173680640799218,0.400777426431866,0.0980598269551253,0.125238285957744,0.0960245915898788,0.106219228266168,0.564981828651967,0.560276989099113
1999,5,DAL,PHI,2,0.176300663823886,0.379162816304349,0.100867572878098,0.129701946750468,0.102923128179449,0.11104387206375,2,0.176616131801206,0.379760096522323,0.10261880311835,0.129670693125755,0.100528722837207,0.110805552595159,0.562441411221667,0.562553506738341
1999,5,DEN,OAK,4,0.274848655837724,0.0899856120837318,0.0851347806123713,0.302536151547124,0.103527468032757,0.143967331886292,4,0.27380528012258,0.0900899366577702,0.103500056836688,0.303430378600081,0.0852828082011315,0.14389153958175,0.132773191274311,0.133020413564598
1999,5,JAX,NYJ,5,0.0644220194323066,0.0397580487575398,0.146853881227699,0.119232712386041,0.329178640018691,0.300554698177722,3,0.064331026977703,0.0398044818020896,0.331433253342977,0.118622865043561,0.148379930372843,0.297428442460827,0.175458106376047,0.182021924444878
1999,5,MIA,IND,2,0.175026528905824,0.390373576851989,0.098632018002372,0.127135060162461,0.100408777501135,0.108424038576219,2,0.175827620268065,0.387372489607137,0.100891933675761,0.127831680764144,0.0991251678788448,0.108951107806049,0.545887739085589,0.544344843286592
1999,5,NE,KC,4,0.213316355331517,0.0814837289630021,0.0864210018406928,0.357692777102531,0.107078690830621,0.154007445931636,4,0.237578633745835,0.0887390881823855,0.108615333625027,0.323694814155097,0.0895452422712102,0.151826888020445,0.308647855643315,0.221341847805651
1999,5,NYG,ARI,5,0.0486995914294331,0.0325760851943972,0.332851682749253,0.0773017622250159,0.368715543302283,0.139855335099619,3,0.0484030959164249,0.0323737991834558,0.369777602878873,0.0768781358571259,0.332966434908277,0.139600931255844,0.0990970059626724,0.10045671520257
1999,5,PIT,BUF,6,0.0712564726702969,0.0403570866758267,0.109965506955674,0.159669870743346,0.19109865211039,0.427652410844466,6,0.0715262016024612,0.0405539477253575,0.191580712091938,0.160050236558795,0.110981607182803,0.425307294838645,0.268200047082009,0.268109491845273
1999,5,SD,DET,1,0.411419475308094,0.132522294044235,0.0759640968522327,0.181420272892965,0.0876152667594978,0.111058594142975,1,0.408269081935887,0.131014713223779,0.0880473434526204,0.184472809100105,0.0762493392275171,0.111946713060092,0.374749603494993,0.364112377283707
1999,5,SF,STL,3,0.0637087332097379,0.0450444075210926,0.47489716094882,0.0901857544550977,0.196535986291743,0.129627957573509,5,0.0632066286858754,0.0446222795927007,0.196796998589027,0.0896618280847574,0.476336686408218,0.129375578639422,0.517940297701662,0.517685427485626
1999,5,TB,GB,1,0.297569916579491,0.115933250484253,0.0996655320186583,0.229667531623666,0.11318504384682,0.143978725447112,1,0.302253279988914,0.118999800787672,0.112423197648793,0.224588589890729,0.0997052420609531,0.142029889622939,0.114929587348423,0.142204521853677
1999,6,CAR,SF,4,0.132538773459703,0.0703871760926756,0.115658081418418,0.286662239519623,0.156390736250407,0.238362993259174,4,0.134458708036894,0.0711738730330797,0.155285124598547,0.288234996916741,0.116008042284717,0.234839255130022,0.0479175001079169,0.0658648609579362
1999,6,CLE,JAX,4,0.192816017821137,0.075573128571292,0.0859782936143113,0.381091761332528,0.107303282176719,0.157237516484013,4,0.187703850296366,0.0742465807828021,0.106629199711045,0.388999464043409,0.0853165213215785,0.157104383844799,0.352026603821619,0.364880409894526
1999,6,DAL,NYG,1,0.460009742756975,0.100593052781,0.0672488688640704,0.188880986463077,0.0792492901234886,0.104018059011389,1,0.452042272504635,0.101029581524334,0.0802237140017078,0.193121361062291,0.0680852056073585,0.105497865299674,0.307045074980638,0.297257960534047
1999,6,GB,DEN,6,0.0681468046288719,0.0411581347023053,0.148085047687479,0.13117663882213,0.286480555541141,0.324952818618072,6,0.0676473329528373,0.040910089104444,0.287665558543926,0.130121039780615,0.148470804655321,0.325185174962857,-0.0580100218324668,-0.0594957599654054
1999,6,IND,NYJ,2,0.126696780531271,0.617666855495886,0.054523447796532,0.079832808499215,0.0572516748115412,0.0640284328655541,2,0.126649606999834,0.620468030279467,0.0565225775045578,0.0792604352135376,0.0537768611177983,0.0633224888848049,0.508614771071284,0.502566168550949
1999,6,MIA,NE,2,0.182044454832529,0.315775895699439,0.11675424319963,0.142343686004576,0.11785338722286,0.125228333040966,2,0.182401427890953,0.315938981618144,0.117648593021335,0.142418021990738,0.116490825531928,0.125102149946901,0.489119116708063,0.4885393340007
1999,6,MIN,DET,4,0.15526906685225,0.0907900449994497,0.16063672203091,0.213499654062489,0.176085424605106,0.203719087449795,4,0.156894316377842,0.0915723348958118,0.174727126289109,0.214411245123338,0.159875217163153,0.202519760150747,0.0216012354468841,0.0308997550144904
1999,6,OAK,BUF,6,0.0599701047051274,0.0368032668135466,0.12818119823337,0.114453505427662,0.318646293156211,0.341945631664083,6,0.0595609584635284,0.0366033193337399,0.321317222795377,0.113478053540595,0.128919006944359,0.340121438922401,-0.110437289463909,-0.116878376873828
1999,6,PHI,CHI,6,0.08649753796821,0.0478283404801322,0.116125909400348,0.198068133310567,0.185153930920868,0.366326147919875,6,0.0866838746560229,0.0479404850266485,0.184927478506569,0.198744516063851,0.116795598482032,0.364908047264876,0.311797905441251,0.311288528860595
1999,6,PIT,CIN,5,0.0553974840231978,0.0345311835907583,0.132890217821377,0.102752885255809,0.388352005789261,0.286076223519597,3,0.0550674402348372,0.0343939804706811,0.392689661471263,0.101805453587801,0.134032861465194,0.282010602770223,0.27033063447171,0.279554374824704
1999,6,SEA,SD,1,0.33056451480866,0.255573245862874,0.0799830264077389,0.143798761426919,0.0871286538732719,0.102951797620536,1,0.336771141006886,0.249625664140321,0.0868029739188954,0.144397898235002,0.0796216455396989,0.102780677159196,0.35650356154776,0.371347155407387
1999,6,STL,ATL,3,0.0536048141211676,0.0373153986699252,0.50231749662113,0.0788019624748325,0.206930133244503,0.121030194868441,5,0.0535059916161668,0.0372186947310259,0.207114755549792,0.078716249924329,0.502282268967302,0.121162039211384,0.422069039404974,0.422942260582571
1999,6,TEN,NO,2,0.149721599058131,0.58853744413427,0.0541262536212171,0.0846374114258948,0.057507493235991,0.0654697985244957,2,0.15540707110039,0.576060016670778,0.0588729245233618,0.0871536551666193,0.0553703964662868,0.0671359360725633,0.328430468269667,0.317111435702871
1999,6,WAS,ARI,4,0.152010029018723,0.0751115488802843,0.104691274612342,0.326624469302592,0.136703934531558,0.204858743654502,4,0.150051909108287,0.0743241592871763,0.136657208506682,0.328393304728523,0.104513228563158,0.206060189806174,0.232491260114443,0.229063399823395
1999,7,ATL,PIT,5,0.0583727697411533,0.0372018590743144,0.196878498782519,0.100415018729866,0.400141459903671,0.206990393768476,3,0.0600607279910443,0.0382404176089059,0.385163832476993,0.103288131791872,0.202386388270287,0.210860501860898,0.368486259338177,0.347530209732236
1999,7,BUF,SEA,3,0.0711935785290887,0.051331090946021,0.447625056060508,0.0979076238876593,0.196457727860475,0.135484922716248,5,0.0716489212806738,0.05158756596669,0.197743049472256,0.0986226034475112,0.443788867142538,0.13660899269033,0.551135540814562,0.547778111430081
1999,7,CHI,TB,6,0.0888205822014453,0.0478092529924216,0.102461007784627,0.228578784383716,0.162525978616899,0.369804394020891,6,0.0885153901708999,0.0478247018291752,0.163599085218304,0.225784705250062,0.103311025564603,0.370965091966956,0.330899829907821,0.334759339263583
1999,7,CIN,IND,3,0.0687645845470702,0.0500266068750616,0.46457711931027,0.0941404226777616,0.191997062081008,0.130494204508829,5,0.0683980942559752,0.0496749651390117,0.19237598062266,0.0938108718002434,0.465294451008752,0.130445637173358,0.577121905227024,0.577127129594153
1999,7,CLE,STL,3,0.0775264689738877,0.056055165741477,0.410733964786012,0.106065352464941,0.204800090849049,0.144818957184633,5,0.0778839097310988,0.0562305467341976,0.205707109880566,0.106646714205107,0.40779519391391,0.14573652553512,0.506364784707474,0.503193066738889
1999,7,DEN,NE,4,0.120634938156798,0.0622219224004494,0.119422210695211,0.276368964874777,0.162117083442048,0.259234880430716,4,0.120378111169388,0.0622026594456946,0.162196342989932,0.275985118275031,0.119803951957568,0.259433816162385,-0.051703869346797,-0.051086535925423
1999,7,DET,CAR,4,0.11190698572368,0.0579986383360851,0.106294816313271,0.304403125786148,0.15115170618583,0.268244727654985,4,0.111352478437945,0.057849917390769,0.151412120515301,0.303020204735323,0.106582581305705,0.269782697614957,-0.0578459540030666,-0.061818548820857
1999,7,GB,SD,5,0.058743782547162,0.0390997030725354,0.294369321331827,0.0938291037863621,0.347271803216791,0.166686286045322,3,0.0587987006561099,0.0391171400775465,0.346147662914958,0.0939795172344166,0.294617386882626,0.167339592234343,0.127605401624058,0.126059990713134
1999,7,KC,BAL,6,0.0624040592188625,0.0376846466407577,0.120194596990566,0.124745485197073,0.261984521888588,0.392986690064153,6,0.0622778908980799,0.0376719291386211,0.263556381726769,0.124157462563011,0.121127792948111,0.391208542725409,0.0737659492712435,0.0680614002490577
1999,7,NO,NYG,3,0.0571265550760388,0.0385927113108107,0.347497062834394,0.0891029584407405,0.315136222138722,0.152544490199294,5,0.056692203461514,0.0382929356652168,0.314875942948922,0.0884596475474462,0.349763409904658,0.151915860472243,0.0169164166609305,0.0200056475469479
1999,7,NYJ,OAK,2,0.179244706452688,0.354011582537258,0.107342181503054,0.134477174159156,0.108596079286511,0.116328276061333,2,0.179718893110598,0.353180940013381,0.108617810516762,0.134742066535986,0.107330286086577,0.116410003736696,0.526263405146966,0.525039102460448
1999,7,PHI,MIA,5,0.0857454274408366,0.0528143905107558,0.19991207525988,0.147337818781108,0.266349794504491,0.247840493502929,3,0.0866263205633267,0.0532669442949947,0.262859349941466,0.148983091788847,0.200084512051515,0.248179781359852,0.129041003112186,0.11671866750451
1999,7,SF,MIN,5,0.0635729906091572,0.040179529142361,0.194431013665253,0.111408464428825,0.360564926944023,0.229843075210381,3,0.0636623859895771,0.040254566699895,0.358505226733271,0.111489009253926,0.196143492070231,0.229945319253099,0.313671687065732,0.311428398945531
1999,7,WAS,DAL,5,0.0728256456471178,0.046973732657619,0.255326656447339,0.118546356428093,0.301823944410155,0.204503664409677,3,0.0721686248944062,0.0465602713683902,0.303621208860571,0.117645869702118,0.255686234257022,0.204317790917493,0.13803551863631,0.141248742940405
1999,8,BUF,BAL,2,0.18010819491053,0.346779768380448,0.108333933271228,0.136411749137639,0.110193840385154,0.118172513915001,2,0.18035573693248,0.348386842272617,0.109640621069835,0.136196558933582,0.107707134659183,0.117713106132304,0.534410316410728,0.535483513637779
1999,8,CAR,ATL,5,0.040223972078043,0.025826091071037,0.142792733465568,0.0693025481937678,0.567662167113311,0.154192488078273,3,0.0402625835415812,0.0258734261766966,0.565880779015548,0.0693130414210081,0.144230882134256,0.15443928771091,0.500622685856844,0.49894050209733
1999,8,CHI,WAS,3,0.09340651035337,0.0705411010203371,0.357189789417877,0.120681752709159,0.203668322094104,0.154512524405153,5,0.0933097039069971,0.0703188380909945,0.20412461529773,0.120731166817092,0.356690937398638,0.154824738488549,0.488477481661058,0.487507771062587
