Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,L2 silhouette,H1 silhouette
1999,3,CIN,CAR,1,0.600672356381971,0.0626050701165964,0.111414608276163,0.22530796522527,1,0.602356483015463,0.0620312708274414,0.224885923781137,0.110726322375959,0.518757726274247,0.518568003231149
1999,3,CLE,BAL,1,0.435724904027418,0.0580581476410229,0.117646444376225,0.388570503955334,1,0.437280529188748,0.0578647032613316,0.387485008985273,0.117369758564648,0.109698163591698,0.115350059540408
1999,3,DEN,TB,4,0.182836493956657,0.104406079960092,0.352632398322411,0.36012502776084,3,0.183955764964877,0.103971705498072,0.363815490626416,0.348257038910635,0.185477983487558,0.19793532061605
1999,3,DET,KC,4,0.412586164517521,0.0569699309338105,0.115858410273917,0.414585494274751,1,0.414164157145495,0.0568196065927924,0.413350592711028,0.115665643550684,-0.0549137658850336,0.0604939961315488
1999,3,IND,SD,2,0.10207437894599,0.620870556352175,0.163233728771167,0.113821335930668,2,0.100323813163295,0.626120467906274,0.112104372386802,0.16145134654363,0.56391622437852,0.562804620588474
1999,3,MIN,GB,2,0.121764127564182,0.4302915803747,0.297072436677688,0.15087185538343,2,0.119553712217774,0.446506148281113,0.147429429230648,0.286510710270465,-0.0573018886307463,-0.0159416853866128
1999,3,NYG,NE,3,0.130517127074846,0.141196583497691,0.533248939527801,0.195037349899662,4,0.130843109813575,0.139547462850225,0.196627238432355,0.532982188903846,0.421820029153304,0.415804538978308
1999,3,PHI,BUF,1,0.576048785336963,0.0767921104047178,0.125467676202316,0.221691428056003,1,0.576966347813951,0.076327861268697,0.221610665764788,0.125095125152564,0.61138019403311,0.610513626672083
1999,3,SEA,PIT,1,0.439818819440175,0.120620162367444,0.178749008621846,0.260812009570535,1,0.440509398318192,0.119963816870494,0.261022023498705,0.178504761312609,0.476566164883952,0.476287076334396
1999,3,SF,ARI,1,0.396752409972287,0.0795571372674174,0.161359831795602,0.362330620964694,1,0.397678098908477,0.079024705926132,0.362678871360054,0.160618323805338,0.118118832400139,0.120127057777776
1999,3,TEN,JAX,2,0.109010742072731,0.599122051747872,0.170948979390459,0.120918226788938,2,0.108878550694716,0.599211118489611,0.120860945974055,0.171049384841618,0.564453600574451,0.565145500090585
1999,3,WAS,NYJ,2,0.0890390620856665,0.651095243041855,0.157727549992473,0.102138144880005,2,0.0879060869240473,0.654134695399149,0.101066887289327,0.156892330387476,0.445642656738112,0.442446440975436
1999,4,ARI,DAL,1,0.44835688969373,0.115569104323722,0.175282380198204,0.260791625784344,1,0.44904667173712,0.114911432783875,0.261021967222137,0.175019928256868,0.482832482145985,0.482395324595668
1999,4,BAL,ATL,2,0.103551049772937,0.552534304498609,0.21993099015997,0.123983655568484,2,0.10209812324166,0.559349557349564,0.12214406748746,0.216408251921315,0.213948378705243,0.222960022677933
1999,4,BUF,MIA,3,0.0931205340664396,0.0944468615148322,0.666940722760079,0.145491881658649,4,0.0940508486646412,0.0946130895827377,0.147310361991355,0.664025699761266,0.444065919661949,0.439543393681576
1999,4,CAR,WAS,2,0.153945968674072,0.370923361913581,0.29360731350662,0.181523355905728,2,0.15313987689434,0.373353789424764,0.180669402607939,0.292836931072956,-0.0321718461038224,-0.0263184230806048
1999,4,JAX,PIT,4,0.183777493483213,0.0745978938077334,0.203701086656494,0.53792352605256,3,0.184573713012207,0.0742474429167448,0.539626191467986,0.201552652603062,0.5349498762989,0.53980493610306
1999,4,KC,SD,3,0.15754650400881,0.278277425460123,0.365739893756917,0.19843617677415,4,0.157048375842888,0.278101277024769,0.198052118258988,0.366798228873355,0.335849337386506,0.337848269113851
1999,4,NE,CLE,3,0.137116538320581,0.152407488039931,0.51130781521795,0.199168158421538,4,0.136678168627134,0.150484586442671,0.199399548226254,0.51343769670394,0.418958568731696,0.416955949156477
1999,4,NO,CHI,2,0.167525909775559,0.432253749831396,0.222914226062392,0.177306114330653,2,0.169756242011831,0.426334062469141,0.179373116656059,0.224536578862969,0.516604010698834,0.508524271709389
1999,4,NYJ,DEN,2,0.0770234286696057,0.701248449121511,0.133807996887722,0.0879201253211612,2,0.0763271355936426,0.702824460995629,0.0873202069615979,0.133528196449131,0.50995756408216,0.505752869673348
1999,4,OAK,SEA,2,0.0831491706275591,0.680547502956703,0.141688780941341,0.0946145454743969,2,0.0828645684293914,0.681548510479556,0.0943110599296639,0.141275861161388,0.537068570441827,0.539087318679099
1999,4,PHI,NYG,3,0.134286328126543,0.191641306851819,0.492290946579418,0.18178141844222,4,0.133216966858418,0.187318724658196,0.181148678923945,0.498315629559441,0.487018351742077,0.487619054805783
1999,4,STL,CIN,1,0.462316962133744,0.0783540390917539,0.145399763595248,0.313929235179254,1,0.464692916179424,0.0775330541507342,0.313554503310935,0.144219526358907,0.283811964339389,0.286441397020204
1999,4,TB,MIN,1,0.473392014539887,0.102652996494837,0.164326789184185,0.259628199781092,1,0.469413128045162,0.103395771400601,0.261234348585555,0.165956751968682,0.491725823170335,0.484280607123238
1999,4,TEN,SF,3,0.117678438089047,0.160017324425447,0.556061095781704,0.166243141703802,4,0.117025789867732,0.158101761138246,0.165650015824171,0.559222433169851,0.507855139396469,0.507821114462794
1999,5,ATL,NO,2,0.0857620019815324,0.63968388134307,0.173040094849567,0.10151402182583,2,0.0881147636051141,0.627973790959763,0.104557077994583,0.17935436744054,0.326953000426637,0.315607203835461
1999,5,BAL,TEN,3,0.152045606900908,0.114878499295568,0.474378022452562,0.258697871350962,4,0.153727534130984,0.114913191875178,0.262642013629063,0.468717260364775,0.180891240878777,0.166858968921378
1999,5,CHI,MIN,3,0.133877556247201,0.111252111593323,0.533498812638722,0.221371519520754,4,0.134818019488131,0.111045200251533,0.223846177995756,0.53029060226458,0.28365014528099,0.275927379525946
1999,5,CIN,CLE,2,0.152090276654012,0.472308567922017,0.212315720728983,0.163285434694987,2,0.154410642076585,0.465689674598438,0.165531890734827,0.21436779259015,0.556163157849253,0.550175803185609
1999,5,DAL,PHI,2,0.160334993083445,0.449501455788519,0.218872498980803,0.171291052147233,2,0.159981861263267,0.45000329754989,0.171088000133974,0.218926841052869,0.543199369488086,0.54309407738067
1999,5,DEN,OAK,3,0.119620244596998,0.149804371980885,0.560179387152087,0.170395996270029,4,0.119773112603948,0.150165885675127,0.170463055564952,0.559597946155972,0.485679261802616,0.485870378942657
1999,5,JAX,NYJ,4,0.251522460984153,0.0623544267933247,0.138325287253488,0.547797824969034,3,0.255224025011616,0.0627600284986543,0.543171852707473,0.138844093782257,0.355980129728079,0.348949505702759
1999,5,MIA,IND,2,0.157090847493078,0.459614708075358,0.215646209864653,0.167648234566912,2,0.15773487444082,0.457502892219205,0.168353519310844,0.216408714029131,0.540322759905575,0.53824759769018
1999,5,NE,KC,3,0.116365953546041,0.126599454623454,0.585377254342377,0.171657337488129,4,0.124334233096931,0.144214724169354,0.177615572651871,0.553835470081843,0.441944788231259,0.448352204417834
1999,5,NYG,ARI,1,0.687928080763816,0.0404461631873096,0.0760704843865205,0.195555271662354,1,0.687547557756917,0.0403877002888925,0.195975188535039,0.0760895534191514,0.457636958498623,0.458355518595781
1999,5,PIT,BUF,4,0.194706727521227,0.0705388978980146,0.189709171852152,0.545045202728607,3,0.1957430607095,0.0707703764921421,0.542976942479278,0.19050962031908,0.465810262060233,0.463674397448316
1999,5,SD,DET,3,0.135841980253919,0.302306598471563,0.386060871781775,0.175790549492744,4,0.135895868582628,0.297046704267769,0.176440341447692,0.390617085701911,0.349832486328631,0.36243893276293
1999,5,SF,STL,1,0.552676598739944,0.0797443900277366,0.132944179866802,0.234634831365517,1,0.55429526066047,0.0790779434378315,0.234335770362463,0.132291025539236,0.565634271728878,0.565544987103254
1999,5,TB,GB,3,0.156914621655767,0.221875601566371,0.419872281174273,0.201337495603589,4,0.157644159438542,0.230186816226395,0.200481538512946,0.411687485822117,0.420961307623554,0.420434819382741
1999,6,CAR,SF,3,0.19241715912468,0.125033337416578,0.364703599466872,0.317845903991871,4,0.19177968094077,0.126211729537375,0.312976609054833,0.369031980467022,-0.0473448745339854,-0.0268941800989134
1999,6,CLE,JAX,3,0.115582653753159,0.11644459641968,0.594631692254725,0.173341057572437,4,0.114868014862297,0.114515692068113,0.173161805288725,0.597454487780866,0.409009833413494,0.406289817500104
1999,6,DAL,NYG,3,0.127987925976552,0.240420413512994,0.4596959801961,0.171895680314354,4,0.127742735694391,0.237917725929254,0.171853042252352,0.462486496124004,0.498991017560861,0.50337113629442
1999,6,GB,DEN,4,0.245732050545891,0.0642911109895161,0.149250839666887,0.540725998797706,3,0.245700144918837,0.063778244645992,0.54243001888136,0.148091591553811,0.325071362987469,0.323990551654799
1999,6,IND,NYJ,2,0.108477393751581,0.598645466811232,0.171791368047809,0.121085771389379,2,0.107060816417267,0.60260741210459,0.119754921791714,0.170576849686429,0.579762563916732,0.578095547825046
1999,6,MIA,NE,2,0.179857190738728,0.400489307571844,0.230881624779445,0.188771876909983,2,0.179586146828481,0.400712874083761,0.18867788229224,0.231023096795518,0.473666959422017,0.473098123624832
1999,6,MIN,DET,3,0.246902642349829,0.155737034342076,0.305811921763532,0.291548401544562,4,0.245186461983558,0.157212490431674,0.289425628014936,0.308175419569831,-0.0134392605656205,0.000813842843156585
1999,6,OAK,BUF,4,0.200197302277043,0.0525162775135178,0.119075651224192,0.628210768985247,3,0.201395899935299,0.0522685220597773,0.627862365372523,0.1184732126324,0.440548509724947,0.435770574515952
1999,6,PHI,CHI,4,0.205335070347417,0.08551766307838,0.239178672051463,0.46996859452274,3,0.205834017225425,0.0856650019512804,0.468045057760418,0.240455923062876,0.436069952388065,0.432369885422895
1999,6,PIT,CIN,4,0.228838718527041,0.0528316088358328,0.116153499261648,0.602176173375478,3,0.233515684937368,0.0532452346616473,0.59640651627525,0.116832564125735,0.372265402849348,0.363862763619126
1999,6,SEA,SD,2,0.108782589213904,0.540658019365381,0.221400220864405,0.12915917055631,2,0.109898104553286,0.533756737536548,0.130785387521618,0.225559770388547,0.228301839406615,0.2177602271839
1999,6,STL,ATL,1,0.621782114915422,0.061687061395225,0.106796321589406,0.209734502099947,1,0.620911501890686,0.0617051644596922,0.210336105771881,0.107047227877741,0.564291652261427,0.563667421153381
1999,6,TEN,NO,2,0.075543315138714,0.708895984645234,0.129538071487879,0.0860226287281723,2,0.07484246383797,0.710667081608985,0.0853886942215259,0.129101760331519,0.5355424856375,0.532161198549655
1999,6,WAS,ARI,3,0.16883682137551,0.132452844729381,0.431777602115247,0.266932731779862,4,0.168872239191164,0.131342277968679,0.268513817512942,0.431271665327215,0.175404385230084,0.168452887862694
1999,7,ATL,PIT,4,0.394590178260883,0.0636232886259041,0.131313141850279,0.410473391262934,3,0.394757264254737,0.0645334381568625,0.407193576363386,0.133515721225014,-0.0441086416747771,-0.0514438071072273
1999,7,BUF,SEA,1,0.521748585167956,0.0905103616058168,0.14556238788052,0.242178665345708,1,0.519746856065283,0.0907352226126385,0.24322930926891,0.146288612053169,0.565730834431069,0.562010650719928
1999,7,CHI,TB,4,0.188855044806613,0.0900023742615338,0.274413193718596,0.446729387213257,3,0.189616267685086,0.089730455984895,0.448461998110535,0.272191278219484,0.393573861485929,0.398505706743337
1999,7,CIN,IND,1,0.530097480253489,0.0895493139269547,0.142498938086665,0.237854267732892,1,0.53116712618849,0.0889804727773588,0.237782533458147,0.142069867576004,0.585175543314841,0.584733284312066
1999,7,CLE,STL,1,0.499422167161604,0.0961769005037986,0.15379058088236,0.250610351452238,1,0.497603419818601,0.0963679607459998,0.25154592703638,0.154482692399019,0.532270187229799,0.52865406638859
1999,7,DEN,NE,3,0.200470242962707,0.111528913740858,0.345132043593302,0.342868799703133,4,0.20060893463687,0.111395802075985,0.342881260976384,0.34511400231076,-0.136501142596088,-0.135872078303998
1999,7,DET,CAR,3,0.185836863927068,0.10717795847076,0.358478884769843,0.348506292832329,4,0.186048783876808,0.106841519411384,0.349917707765305,0.357191988946504,-0.155106306552758,-0.160306355354825
1999,7,GB,SD,1,0.544448449531035,0.0599643342574955,0.113773643276722,0.281813572934747,1,0.542137735971925,0.060178502085104,0.283269272709805,0.114414489233166,0.357702336717695,0.356081660842226
1999,7,KC,BAL,4,0.186366221354139,0.0547519536335161,0.129509445270326,0.62937237974202,3,0.187577565966259,0.0547202445167869,0.628413003315235,0.129289186201719,0.469276616386696,0.467039013839915
1999,7,NO,NYG,1,0.601709266522364,0.0556387411246321,0.102647073831959,0.240004918521045,1,0.604303565758288,0.055158780516834,0.238624362566711,0.101913291158167,0.443378315306259,0.446065460238174
1999,7,NYJ,OAK,2,0.16774070070364,0.432059206792651,0.222907187332722,0.177292905170986,2,0.167788089879516,0.431490854172007,0.177473422168449,0.223247633780028,0.514571153762965,0.513350614268554
1999,7,PHI,MIA,4,0.330660372270361,0.0869464979223258,0.185711323739612,0.396681806067701,3,0.329057110902161,0.08779318798743,0.394876633970044,0.188273067140365,0.0844523298360019,0.0831129275900126
1999,7,SF,MIN,4,0.361303989661464,0.0667996173100945,0.140651918498046,0.431244474530395,3,0.362750490282983,0.0668560253301784,0.429519993807975,0.140873490578864,0.0297465906360376,0.023798507530948
1999,7,WAS,DAL,1,0.429396961672044,0.075829979587509,0.149937894717946,0.3448351640225,1,0.430561402258773,0.075216977009586,0.345201589475875,0.149020031255767,0.187658915401702,0.189226438825626
1999,8,BUF,BAL,2,0.169359014202076,0.425444997675409,0.225387668964767,0.179808319157748,2,0.16864481644314,0.426776758771842,0.179314356860343,0.225264067924676,0.514413974250483,0.515293517272466
1999,8,CAR,ATL,4,0.396402199138781,0.0572166788492939,0.117318801620738,0.429062320391188,3,0.398451010979966,0.0571663534982661,0.427138469427617,0.117244166094151,-0.0158149879560106,-0.0230986535230155
1999,8,CHI,WAS,1,0.447185338044225,0.118402950142462,0.175622109752816,0.258789602060497,1,0.447113749067856,0.118068517318498,0.259123045318847,0.175694688294799,0.491700065713382,0.49015127764648
1999,8,CLE,NO,2,0.0675158485297093,0.728026300481286,0.126016647097052,0.0784412038919529,2,0.0673134686601368,0.729473553674563,0.0781205295661779,0.125092448099123,0.431488206073435,0.437975301792358
1999,8,DAL,IND,2,0.125105459963928,0.510119304635503,0.220739116730839,0.14403611866973,2,0.124294066899819,0.511000622707452,0.14349141690786,0.22121389348487,0.341564920260892,0.336507157725143
1999,8,JAX,CIN,1,0.473232139393977,0.106436742430305,0.164529736577603,0.255801381598115,1,0.472205441499811,0.106425130680244,0.25641052576246,0.164958902057486,0.511698775244388,0.508875579792082
1999,8,MIA,OAK,3,0.115384880710774,0.101786800092278,0.59247820092927,0.190350118267678,4,0.118494934770625,0.103095963851672,0.196572096680096,0.581837004697607,0.339647886015911,0.326916236664712
1999,8,MIN,DEN,2,0.119124394168331,0.498190652896419,0.240831181235842,0.141853771699408,2,0.118936173419972,0.497910395774814,0.141795168611194,0.241358262194019,0.200211474001633,0.198343006364924
1999,8,NE,ARI,1,0.62323334733539,0.0633037101870801,0.107797668177728,0.205665274299802,1,0.622621351000158,0.0632660367323098,0.206145869783166,0.107966742484366,0.591689642902367,0.591024074959088
1999,8,NYG,PHI,2,0.143606238452209,0.49299729523332,0.207457818686959,0.155938647627512,2,0.142684489158891,0.495119439604102,0.155186484509077,0.20700958672793,0.556856080614164,0.55734788801802
1999,8,SD,KC,1,0.567311655651597,0.0803484836120611,0.128865597781574,0.223474262954769,1,0.567733751784298,0.080029786456506,0.223564352078452,0.128672109680744,0.619740867725485,0.618596618656351
1999,8,SEA,GB,4,0.223371268713311,0.05181257616085,0.115413292194775,0.609402862931063,3,0.224778491951911,0.0517786208570032,0.607983853480023,0.115459033711063,0.363820298660733,0.358657659622338
1999,8,STL,TEN,1,0.466486416193931,0.0959734489347291,0.163818404471387,0.273721730399953,1,0.446378518584275,0.101475612214429,0.279472292055107,0.17267357714619,0.42207541184725,0.393976870882266
1999,8,TB,DET,4,0.249672897200294,0.0605577519592359,0.131957299460384,0.557812051380086,3,0.252021511386419,0.0604423645459512,0.555954851734688,0.131581272332942,0.361969205685339,0.355827641385251
1999,9,ARI,NYJ,3,0.139994139906567,0.331287542326987,0.354308830839706,0.17440948692674,4,0.139940791245227,0.326245175421512,0.174880511621516,0.358933521711745,0.270768821448516,0.283317981897699
1999,9,BAL,CLE,1,0.460208645076275,0.0605112344737736,0.11868853263015,0.360591587819802,1,0.464025328382492,0.0601480853333484,0.357817720072979,0.11800886621118,0.174705696001543,0.184195679150383
1999,9,BUF,WAS,4,0.215692458631814,0.111894456581808,0.296057105079105,0.376355979707273,3,0.215589814894094,0.110992965564597,0.379223396017285,0.294193823524025,0.274018389531382,0.282535163885023
1999,9,CHI,GB,2,0.0815133084007996,0.65954271177164,0.162815297471026,0.0961286823565346,2,0.0747838021500827,0.691802740626513,0.0876078354392784,0.145805621784126,0.335730366870543,0.370019818177022
1999,9,CIN,SEA,1,0.547661636258322,0.0833206792285322,0.135572186481984,0.233445498031162,1,0.549504577916395,0.0826076174020026,0.233027719244225,0.134860085437378,0.585263055628427,0.58564429935155
1999,9,DAL,MIN,2,0.113144606959741,0.520721275568231,0.231910722872076,0.134223394599952,2,0.113674749033618,0.515522401703976,0.13525354377941,0.235549305482996,0.203275101422366,0.1910826039306
1999,9,DEN,SD,4,0.182445302878565,0.060006449953544,0.149926995918007,0.607621251249885,3,0.181071002240604,0.0588295059593262,0.613643467853779,0.146456023946291,0.487085418596904,0.487904193814203
1999,9,JAX,ATL,1,0.639615311158049,0.0527841954565228,0.0957517106254072,0.211848782760021,1,0.641613729649979,0.0523838835283489,0.210813523954232,0.0951888628674405,0.500116330130527,0.501938538160756
1999,9,KC,IND,3,0.121128774203456,0.161815977817804,0.545620885273145,0.171434362705596,4,0.121224108965775,0.159254263653536,0.172225492485125,0.547296134895564,0.504972740777996,0.500770501872844
1999,9,PHI,CAR,1,0.568793559235325,0.0780482433401228,0.127617237990401,0.225540959434151,1,0.566063391273477,0.0784361519535693,0.226965886239704,0.128534570533249,0.594950909242534,0.591387002544141
1999,9,PIT,SF,1,0.722031389608401,0.0390365582882301,0.0716125794632646,0.167319472640104,1,0.722194599420928,0.0388980510038923,0.167411077021469,0.0714962725537102,0.522347098300141,0.522582169875408
1999,9,STL,DET,3,0.100440753869341,0.097283453431434,0.647306065046158,0.154969727653067,4,0.104184134360415,0.103762870953871,0.157908591367164,0.63414440331855,0.407938052742238,0.417310884214732
1999,9,TB,NO,4,0.33324236136812,0.0685513667480212,0.142666506603271,0.455539765280588,3,0.335042694785947,0.0679830867859798,0.455473589010341,0.141500629417732,0.14113488545218,0.136051246558739
1999,9,TEN,MIA,1,0.640896221517076,0.0480564268818041,0.0893453857081672,0.221701965892953,1,0.644100918534799,0.0475912498663701,0.219723810317782,0.0885840212810491,0.452022282068266,0.455491503453275
1999,10,BAL,JAX,3,0.109858068186043,0.120074487998107,0.60557968812632,0.16448775568953,4,0.110206730524901,0.119112911165133,0.165521686166188,0.605158672143778,0.46148277791687,0.456739279646536
1999,10,CAR,STL,1,0.668692356143837,0.0523879488628049,0.0915654293527276,0.187354265640631,1,0.666480276998123,0.0525778798133415,0.188811771819876,0.0921300713686597,0.57633895786305,0.574149511450551
1999,10,CLE,PIT,2,0.130392303362689,0.533486063900111,0.193922519334771,0.142199113402429,2,0.128937757228239,0.537321688970197,0.140886939813132,0.192853613988432,0.54474922769023,0.545728754430667
1999,10,DEN,SEA,3,0.187635130237498,0.233338803412753,0.354100183141561,0.224925883208188,4,0.186706694423854,0.231272355901584,0.224734161287218,0.357286788387344,0.307561384023269,0.311780318292649
1999,10,DET,ARI,4,0.200533628377609,0.09736987193304,0.288067709022778,0.414028790666573,3,0.200841740880611,0.0979005439754795,0.410615058196618,0.290642656947291,0.329891895778066,0.322615008002924
1999,10,GB,DAL,1,0.444998917640993,0.0692921190205678,0.13842758291971,0.34728138041873,1,0.44210492458604,0.0696807094645093,0.348528983569255,0.139685382380196,0.198818219516717,0.196644461073747
1999,10,IND,NYG,3,0.169018699853515,0.107982003429534,0.40418523429592,0.318814062421031,4,0.169724820292585,0.107490891328103,0.322175376217593,0.400608912161719,-0.0519347956923136,-0.0653643826617687
1999,10,KC,TB,4,0.191938905467238,0.0907218644465645,0.258780919523489,0.458558310562708,3,0.192067259171704,0.0899596364496546,0.462319280633405,0.255653823745236,0.436556563539402,0.444549016451085
1999,10,MIA,BUF,1,0.545368795022629,0.0847915795149784,0.136781439242649,0.233058186219743,1,0.545784283127238,0.0843906505087523,0.233238338885202,0.136586727478808,0.594640670306031,0.593258619097906
1999,10,MIN,CHI,2,0.128043648768263,0.377717064709598,0.333007799136143,0.161231487385995,2,0.127310184976902,0.38445551531514,0.159923116259702,0.328311183448256,-0.180863094289117,-0.164300173508051
1999,10,NYJ,NE,4,0.236414748145194,0.0897526188114904,0.216350206200879,0.457482426842436,3,0.23671524853283,0.0893698304010909,0.458243202878132,0.215671718187947,0.400310585388081,0.399236547983542
