Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,L_2 Cluster Probability_6,L_2 Cluster Probability_7,L_2 Cluster Probability_8,L_2 Cluster Probability_9,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5,H_1 Cluster Probability_6,H_1 Cluster Probability_7,H_1 Cluster Probability_8,H_1 Cluster Probability_9,L2 silhouette,H1 silhouette
1999,1,ARI,PHI,2,0.142938732286336,0.226116463267014,0.0808509828333635,0.0816696295870596,0.0848408464946888,0.0987039730751062,0.0822836634217411,0.112626116269933,0.0899695927647573,2,0.143071938690566,0.227037637715051,0.0806004762427931,0.098691346419828,0.0813507063571983,0.0846859543371258,0.112701893251121,0.0820463422148399,0.0898137047714779,0.444599337077869,0.445976198407918
1999,1,BUF,IND,7,0.0264534729254821,0.0194943812251484,0.204110143023551,0.0930805448991711,0.160401610022243,0.0522193127836012,0.324976450774952,0.0368952181589416,0.0823688661869098,8,0.0263537680930587,0.0193864281837434,0.205337209176517,0.0519334876780204,0.0936234224721051,0.158784032098645,0.0367260557573309,0.325664134839742,0.0821914617008381,0.197208424828365,0.195161414388415
1999,1,CAR,NO,9,0.0510402347259783,0.0346979825004378,0.114516337039568,0.0925827099121633,0.179399967829645,0.123727446669554,0.144100163590077,0.0792006372988812,0.180734520433695,9,0.0506017405749171,0.0343338785518988,0.114453928995142,0.122932074828656,0.0923431218164277,0.180984665152429,0.0784903010938379,0.144208939530529,0.181651349456163,-0.0513089239552365,-0.0564312917114039
1999,1,CIN,TEN,1,0.20427490608918,0.179667340078617,0.0702694047668539,0.0701734553270812,0.0777852995614701,0.103620466332915,0.0731779783027981,0.134278724591008,0.0867524249500761,1,0.203276532903348,0.183064180908355,0.0700966767908029,0.103192669655186,0.0700349725205743,0.0775571804704418,0.133517418594618,0.0729188165126312,0.0863415516440427,0.234301380578524,0.217534129339325
1999,1,DAL,WAS,2,0.153643772294852,0.381415393180652,0.0547877695658464,0.0547390915668999,0.0597570609766506,0.0766642422540082,0.0567214321482032,0.0965224889113803,0.0657487491015078,2,0.153444552401591,0.383064213586209,0.0545378712544253,0.0765405047608513,0.0544582383171452,0.0595562426637019,0.096438238154432,0.0564565086531289,0.065503630208515,0.388379070038033,0.388477643678504
1999,1,DET,SEA,3,0.0306242107876118,0.0229172334854346,0.288466275186915,0.176931599742876,0.121024299413817,0.0553999222477507,0.184913574400097,0.0412942071936412,0.0784286775418559,3,0.0305420250572184,0.0228026749927775,0.287819696587625,0.0552716666453016,0.177339852463659,0.120838752491565,0.0411891528385683,0.185658969248339,0.0785372096749466,0.29910998242453,0.297452619483597
1999,1,KC,CHI,5,0.0464280095823933,0.0324818259966513,0.139565738623999,0.108942000140893,0.186063187561401,0.0998314674814023,0.171066120692377,0.0681640433414963,0.147457606579388,6,0.0463754690742536,0.0323593781394757,0.139248950099805,0.099873277669395,0.108904931543301,0.186451894650799,0.0681159798999357,0.170506578455723,0.148163540467312,0.0192050830970501,0.0268216262120052
1999,1,MIA,DEN,6,0.0775169141952343,0.0517695628124715,0.0976874632026524,0.0856501956851882,0.131909612591711,0.161565855386866,0.113055572221366,0.11930115477809,0.16154366912642,9,0.0773258833853505,0.0514426201944304,0.0974481618038046,0.162087962817383,0.0853956645005702,0.132169977042156,0.119214012319825,0.112754776612619,0.162160941323861,-0.01925554499945,0.019589504756104
1999,1,MIN,ATL,9,0.0437967131768858,0.0295684118589986,0.0994558127245831,0.0735820908969651,0.208847308341944,0.117370111323824,0.140004878864264,0.0694502070111335,0.217924465801402,9,0.0435745597182088,0.029372469047237,0.099562084939409,0.116457316255775,0.0736947778703965,0.210442204579696,0.0689887139726453,0.139890829171281,0.218017044445352,-0.0655218444382713,-0.069306449148438
1999,1,NE,NYJ,1,0.286621346480431,0.112687414741465,0.0563359761865984,0.0537437245327494,0.0672472544919597,0.107942012832687,0.0608857495020385,0.174038867736157,0.0804976534959145,1,0.288565052120703,0.110997113631419,0.0559375522437498,0.108065340542299,0.0533253862951488,0.0669401878372985,0.175594518250105,0.0604490875961776,0.0801257614831001,0.243986500952178,0.23688045411792
1999,1,NYG,TB,8,0.157457039186937,0.0642636963702139,0.0519032967009806,0.0478669926864214,0.0664986118339843,0.134957213596852,0.0579323705873679,0.33359583051355,0.0855249485236924,7,0.15475640984413,0.0635442644561044,0.0518324810992269,0.136165314233313,0.0477807387985609,0.0665947920229394,0.335899861492022,0.0578312252709897,0.0855949127827138,0.346519652898064,0.358223791229309
1999,1,OAK,GB,2,0.21056978988243,0.306958104270247,0.0538812127583525,0.0532018230964004,0.0601838807270945,0.0816508633318504,0.0564177284918607,0.109521258413988,0.0676153390277754,2,0.201903664393112,0.318740744231577,0.0538117507760454,0.0810046354286069,0.0532025086104667,0.0599998213241134,0.107888772614031,0.0562484447984805,0.0671996578235674,-0.0110388738518317,0.0462433278161617
1999,1,PIT,CLE,3,0.0359210310943941,0.0272852081477392,0.245810303047552,0.196820392616653,0.124039851997477,0.0627598049685854,0.173493526203452,0.0476592869794018,0.0862105949447453,3,0.0355884663913532,0.0269698887422902,0.247503588974129,0.0621982198631809,0.197474765437812,0.123337047045976,0.0472216004927424,0.173917792556591,0.0857886304959257,0.208674201714481,0.213481332116306
1999,1,SF,JAX,5,0.0377836115499997,0.0267281527434804,0.113467769755704,0.0767113990252402,0.251094525774352,0.0897710484136429,0.176443463534339,0.05668501729986,0.171315011903381,6,0.0375037755889346,0.0264844597266946,0.113754587761216,0.0887470188803766,0.0768050090109368,0.253051899040484,0.0561640706470804,0.176971976342318,0.170517203001959,0.17711902179759,0.168449640499526
1999,2,ARI,MIA,8,0.0873746712477569,0.0457810090448948,0.0562535229783748,0.0497506377762913,0.0793260808766302,0.240021408650096,0.0655093261559644,0.261497093352464,0.114486249917527,7,0.0871280670894543,0.0456344227027139,0.0563877551889174,0.243101362743138,0.0498815987260409,0.079719098194204,0.257746924622341,0.0655921108565566,0.114808659876634,-0.0236239635862346,-0.0375662231494142
1999,2,ATL,DAL,3,0.0245654328340826,0.0187303846197084,0.377614801587958,0.213595725925883,0.0894425887758615,0.0427447524620984,0.141562494255738,0.0324888972151761,0.0592549223234939,3,0.0246747202783416,0.0187699980472436,0.370185516190183,0.0429231361043055,0.219235211395779,0.0896157540009861,0.0326319085922265,0.142305590145374,0.059658165245561,0.332813391225623,0.321423662780274
1999,2,CLE,TEN,3,0.0273262427608023,0.0204040230143909,0.313063880022614,0.135079614404019,0.12429471495547,0.0509585116602401,0.216576758352184,0.0372460915272566,0.0750501633030238,3,0.0270413039585631,0.0201511268564777,0.316274203613195,0.0503791316541619,0.135280502927798,0.122898513958002,0.0368399045919279,0.216666345626007,0.0744689668138671,0.237106042010743,0.240710718280291
1999,2,DEN,KC,9,0.0422207718530025,0.0282188054461592,0.0861807489738205,0.0656047391953195,0.183274872870875,0.128446162113074,0.119540163378631,0.069494889685931,0.277018846483187,9,0.0426942449236814,0.0284422367433553,0.0865744151356912,0.129595718156952,0.0662409464853356,0.182231936103839,0.0702531472219968,0.11908294539521,0.27488440983394,0.10128962025932,0.108301058269032
1999,2,GB,DET,5,0.034183286641232,0.0241511110240771,0.134536095904765,0.0864633231681235,0.246714424064513,0.0764763327794942,0.214336276292758,0.0503580495429409,0.132781100582097,6,0.0341354879789411,0.0240686507992258,0.134792837741089,0.0762771562574499,0.0868143964864575,0.246716361270214,0.0502536761852536,0.213839316133795,0.133102117147574,-0.018379126245218,-0.0168017788421086
1999,2,IND,NE,2,0.144625207627806,0.245066265802932,0.0773810734764942,0.0780552355982029,0.0816278796126945,0.096201987145977,0.0789363144387316,0.111110153941667,0.0869958823554947,2,0.144774810715797,0.246813229794996,0.0769972875142962,0.0960812306131106,0.0775947541709205,0.0813474557506863,0.111105838079264,0.0785686412129948,0.0867167521479341,0.482773073317394,0.485514791259882
1999,2,JAX,CAR,1,0.358562538688848,0.113700016284301,0.0506678548224467,0.0488054221384655,0.0596813329706498,0.0932119068296377,0.0543761564277234,0.150513372838003,0.0704813989999245,1,0.359903026489147,0.114594500338114,0.0505258062975264,0.0928894567912095,0.0487027477802705,0.0595135179947057,0.14958286604684,0.0541576844481042,0.0701303938140832,0.376408993900268,0.378715552649567
1999,2,NO,SF,2,0.1565824955571,0.39591718404294,0.0522744655128771,0.0520827676752722,0.057258162417331,0.0740942736231843,0.054233906585303,0.0943701374792646,0.0631866071067275,2,0.155902924455187,0.397837422366237,0.0520869072112119,0.0739737357936881,0.051880313442723,0.0571015230318539,0.0942239476306821,0.0540221661514674,0.0629710599169499,0.356221355997407,0.360624200338248
1999,2,NYJ,BUF,9,0.0431425364667957,0.0298953458028703,0.100616639090254,0.0729859580086834,0.212205632069229,0.11175076242315,0.144323699569915,0.0670073109470964,0.218072115622007,9,0.0428695332161851,0.0296746883039481,0.101004541750925,0.110249876862771,0.0731276044824251,0.214747110472456,0.0663774199781619,0.144942778620537,0.217006446312591,-0.0502629650506191,-0.0534888903685124
1999,2,OAK,MIN,8,0.159443897103989,0.0757067312383304,0.0607342932521644,0.0561312734010237,0.0772202028827159,0.148502863518131,0.0676134194912956,0.25585412556429,0.0987931935480608,7,0.158205527050678,0.0748197173704626,0.0604745692590317,0.149390015192436,0.0558581695412648,0.0771170686637016,0.258186553457662,0.0673050779357444,0.0986433015290185,0.291423886757283,0.300253175943188
1999,2,PIT,BAL,6,0.0563618499934095,0.0341640848959358,0.0618473021878217,0.0510919744615732,0.102738008929618,0.313655825214713,0.0772704574039287,0.115108666107199,0.187761830805801,4,0.0566800926815632,0.034348493344746,0.0626388412338032,0.307209814361263,0.0517469524939679,0.104481873571821,0.114789965092419,0.0781570859015783,0.189946881318838,0.143337956627106,0.136753866999077
1999,2,SD,CIN,7,0.0367961086758446,0.0273237239808223,0.206953093566848,0.132690689277367,0.158653506167502,0.0698966573945409,0.214010676370696,0.05060190465147,0.103073639914909,8,0.0370862695618471,0.0274614599480031,0.205073701593796,0.0704277395019601,0.133626296732923,0.158769171236945,0.0510035937638068,0.212438075783434,0.104113691877285,-0.00771252233634174,-0.0061794769426661
1999,2,SEA,CHI,2,0.133626099238821,0.434833813770695,0.0515209190478296,0.0512860352658985,0.0560134639763448,0.0707074390674503,0.0533062802684262,0.0873999108978795,0.061306038466655,2,0.135047470079696,0.424005188161202,0.0527179516631836,0.0722348833404858,0.0524950031808501,0.0572999625112968,0.0890757193696034,0.0545020048105173,0.0626218168831652,0.563119231880103,0.567255964648206
1999,2,TB,PHI,5,0.0303141206955996,0.0216258116906826,0.115446469058615,0.0709244108540586,0.300655317685262,0.069379634162541,0.214652962036746,0.044758116289523,0.132243157526972,6,0.0301540130567097,0.0214780039550796,0.116161382585429,0.0687123642830451,0.0712385730188969,0.300195145714661,0.0444402063815032,0.216181263517488,0.131439047487187,0.0552730290903084,0.0395558062440492
1999,2,WAS,NYG,4,0.0390115660675478,0.0303645187555995,0.17864429970279,0.333735419975761,0.101101926839867,0.0619268332297164,0.12724881862337,0.0496883957132108,0.0782782210921381,5,0.0389659955585013,0.0302473926960738,0.178793095811062,0.0619153097307859,0.333149109588387,0.101148293096304,0.049658647080688,0.127661547463902,0.078460608974296,0.396581936911913,0.396116954723957
1999,3,ATL,STL,4,0.0555316570932987,0.0438380496044071,0.164740912208404,0.233082597556868,0.117399345885782,0.0825566396501807,0.135538010396114,0.068806195271771,0.0985065923331746,5,0.0553447046014888,0.0435454730024249,0.164994176000332,0.0824705646192438,0.232989345025178,0.117474362059524,0.0686644700510199,0.135871503008138,0.0986454016326511,0.320994433033405,0.320746836411842
1999,3,CHI,OAK,8,0.104333841974618,0.0528146565889944,0.0600505042004726,0.0543194525657469,0.0811036533408433,0.194705829097301,0.0685722146461564,0.273639595299791,0.110460252286075,7,0.103705926006704,0.0524074053517715,0.059867055418029,0.196632213889338,0.0541621558976644,0.0810579033438626,0.2735966875773,0.0682974148458341,0.110273237669496,0.12938687811585,0.122708367950507
1999,3,CIN,CAR,4,0.0335503204522098,0.0255375102244249,0.222965000968991,0.286849252148779,0.107181165326353,0.0573462009053158,0.145649986169049,0.0441835853166494,0.0767369784882285,5,0.0333149220348126,0.0252934023941053,0.224039625157339,0.0570177075851896,0.286709872759179,0.106912789255147,0.0438970017437045,0.146211230902004,0.0766034481685199,0.108734069196075,0.101550016220157
