Year,Game Number,Home Team,Away Team,L_2 Cluster,L_2 Cluster Probability_1,L_2 Cluster Probability_2,L_2 Cluster Probability_3,L_2 Cluster Probability_4,L_2 Cluster Probability_5,L_2 Cluster Probability_6,L_2 Cluster Probability_7,L_2 Cluster Probability_8,H_1 Cluster,H_1 Cluster Probability_1,H_1 Cluster Probability_2,H_1 Cluster Probability_3,H_1 Cluster Probability_4,H_1 Cluster Probability_5,H_1 Cluster Probability_6,H_1 Cluster Probability_7,H_1 Cluster Probability_8,L2 silhouette,H1 silhouette
1999,1,NYG,TB,4,0.24328929599877,0.0829159688290287,0.0708780622595566,0.270937568533053,0.123308897295865,0.0571776295925761,0.0627255562583082,0.0887670212328424,8,0.23918282898259,0.0826156872218727,0.0628556914204024,0.124531219758353,0.07106863887893,0.088983242101285,0.0572764051239461,0.273486286512622,0.103352732525,0.120445506430391
1999,1,OAK,GB,2,0.189041933639522,0.383557187979403,0.0611902577308144,0.104108300561545,0.0789350732122114,0.0570259617541863,0.0580985391385165,0.0680427459838008,2,0.182207009106566,0.394009469241166,0.057861133427379,0.0782738669055539,0.0608619732968568,0.0674915126177831,0.0568785672651261,0.10241646813957,0.182319771109882,0.218399138078697
1999,1,PIT,CLE,7,0.0425583841800079,0.0315883825467974,0.177361526032163,0.0584052466483348,0.0823646735481387,0.227296057682196,0.266150339766948,0.114275389595414,3,0.0421702672187115,0.0312728416336313,0.267629931541914,0.0815974509823355,0.177389490343732,0.113973291147088,0.227999172931901,0.0579675542006861,0.176534595584653,0.178245347172785
1999,1,SF,JAX,8,0.0463138133967867,0.0316109982366761,0.223389064419827,0.0743880758775287,0.137671161217979,0.0888443354903673,0.137627623306487,0.260154928054349,6,0.0460048537408815,0.0314050924914321,0.138010590943275,0.135983124501929,0.224899605036259,0.260797711272556,0.0889837144626591,0.0739153075510087,-0.00185763488044205,-0.00914138464777535
1999,2,ARI,MIA,4,0.109210649773427,0.0515894633325327,0.0720227258884478,0.391403305120675,0.163191109308221,0.0529230157576187,0.0607787820915659,0.0988809487275123,8,0.108921822140257,0.0516169211988776,0.0609244466775329,0.164941766021378,0.0722016212029063,0.098981292946935,0.053071303489132,0.389340826322981,0.291206730623675,0.287405750329531
1999,2,ATL,DAL,7,0.030207355613894,0.0225069813697999,0.143840676836058,0.0413213166568496,0.058367234610994,0.268406204218632,0.352395268325491,0.0829549623682812,3,0.0301994248955303,0.022481558688457,0.346658638504599,0.0582689479809124,0.143708278987743,0.0832274844010617,0.274086661873409,0.0413690046682868,0.23782653123099,0.221148247855935
1999,2,CLE,TEN,7,0.0321871607540288,0.0234144062712309,0.204786975178371,0.0456769139097819,0.068160572816549,0.156200565831026,0.36545161901158,0.104121786227432,3,0.031846086331523,0.0231564558914609,0.368535569762463,0.0672971672331087,0.20403867394998,0.103546441136473,0.15633302669527,0.0452465789997218,0.338205904784085,0.340553750134725
1999,2,DEN,KC,8,0.0515740386187478,0.032943970857422,0.145537716264363,0.0932958640063706,0.219264478113862,0.07426427209028,0.100852743229505,0.282266916819449,6,0.052325628370012,0.0333794248501318,0.101452334003888,0.220576298972927,0.145379421202567,0.276806719163958,0.0751537330600827,0.0949264403764322,0.19003942418565,0.179496050240455
1999,2,GB,DET,3,0.0423304277461114,0.0288919651152203,0.267580952232957,0.0659856310776334,0.114605760837118,0.101699638488425,0.166237149852071,0.212668474650465,5,0.0422261438039919,0.0288139541125906,0.166149956761864,0.11397000255908,0.267342382738116,0.213643105139216,0.101925198841058,0.0659292560440829,0.198073486426716,0.196781602501987
1999,2,IND,NE,2,0.15474287778079,0.25666661757461,0.0907153375866016,0.120002957986672,0.104117065035211,0.0891078471312881,0.0886319307293939,0.096015366175433,2,0.155053187240685,0.257467919471243,0.0883416025809101,0.104109054505509,0.0904777746933987,0.0957958206086341,0.0887342857704066,0.120020355129212,0.474713887248046,0.476531561702833
1999,2,JAX,CAR,1,0.376765611715272,0.145019317728464,0.0626608774572252,0.139130164907599,0.0902620288190826,0.0553249121042572,0.0579075083081805,0.0729295789599189,1,0.374444581500977,0.147887523392299,0.0579471771465399,0.0903400730485296,0.0626689507235936,0.0728075869506064,0.0554104573646201,0.138493649872835,0.455439035841029,0.459191165264729
1999,2,NO,SF,2,0.154558046371211,0.424849329928951,0.0617899199118662,0.0965555986777937,0.0766549232151987,0.0587431693564912,0.0592572500072466,0.0675917625312417,2,0.154333677547427,0.425297553889025,0.0592025641358347,0.0767306358389748,0.061742840777177,0.0675065129406161,0.0586761682669258,0.09651004660402,0.431080392460976,0.432720598529113
1999,2,NYJ,BUF,8,0.0522259207095599,0.0347967607050811,0.176753347737963,0.0877138561983831,0.173529860356285,0.0827858848023122,0.118458198746245,0.273736170744169,6,0.0519606759257386,0.034655084152536,0.119033088450676,0.171089573949744,0.17821074791796,0.274838216568791,0.0830349470836002,0.0871776659509548,0.210784064694811,0.206521421846466
1999,2,OAK,MIN,4,0.215184416228432,0.0929455014828918,0.0789977254853442,0.246149850657735,0.134325699519333,0.0640801676427315,0.0701639027880776,0.0981527361954551,8,0.214183103757708,0.0923462512606383,0.0699484175493323,0.135044505341503,0.0788133751253193,0.0979130385331469,0.0638517998039971,0.247899508628355,0.106629172150998,0.120040044349282
1999,2,PIT,BAL,5,0.0718642431370542,0.0407460313410592,0.0927702179007059,0.176453508036322,0.336533647551901,0.0583839715909244,0.0722590611433252,0.150989319298708,4,0.0716871700908533,0.0407531079766555,0.0725793290265039,0.336978645056022,0.0932065664773093,0.15131106136986,0.0586544660857189,0.174829653917078,0.313460577571066,0.317258996453471
1999,2,SD,CIN,7,0.0440981411142933,0.0318799336951777,0.226221812936108,0.0632707083389066,0.0953170425436607,0.153360640399746,0.243600001536263,0.142251719435844,3,0.0444426198066737,0.0320880732498525,0.240709018338443,0.095909158012435,0.225157111467912,0.143589220425809,0.154229445814855,0.0638753528840196,0.111280056117667,0.104911228432905
1999,2,SEA,CHI,2,0.146024179403389,0.412918340007255,0.0657296650560857,0.0981682069142854,0.0799344454595561,0.0626516436683785,0.063234393157578,0.0713391263334723,2,0.14770481812401,0.402105758340506,0.0646307688463215,0.0816426963163174,0.0671540831976679,0.0727928563002953,0.0640639396316765,0.0999050792432054,0.572912102501657,0.574084283897972
1999,2,TB,PHI,3,0.0384198988381895,0.0264835280856556,0.297365770521835,0.0604395088079946,0.109278142799822,0.0854333735648236,0.147995693872597,0.234584083509082,5,0.0381282151702493,0.0262900813710146,0.148498915961914,0.107685196873192,0.300117838349088,0.233711281277274,0.0855795990350304,0.0599888719622379,0.225024183939071,0.232169010504885
1999,2,WAS,NYG,6,0.0456813984588322,0.0348988747574689,0.132903949171286,0.0595816205623519,0.077859938145914,0.363157504340156,0.187503326972813,0.0984133875911775,7,0.0456457446039686,0.0348243342820346,0.187704619956557,0.0778233293720083,0.133251189554243,0.0987552559632552,0.362351399928169,0.0596441263397642,0.415073771204498,0.414850302518885
1999,3,ATL,STL,6,0.0650604456448945,0.0505849228587993,0.145711318500143,0.0819633509120436,0.101620219810441,0.256378860412771,0.178616355892027,0.12006452596888,7,0.0648627184641121,0.0503256963383059,0.178849152501348,0.101508107705556,0.145996340833587,0.120315326098259,0.256231083762946,0.081911574295886,0.326845821467133,0.32636065851421
1999,3,CHI,OAK,4,0.138850203719109,0.0631267515420015,0.0792746230506482,0.327415794089168,0.157496886243457,0.0610253421487876,0.0684018182388542,0.104408580967975,8,0.137839016235761,0.0627540919389866,0.0680459266803839,0.158040364906674,0.078878614575502,0.103791947199351,0.0607262013648959,0.329923837098446,0.321391537072976,0.319852552354843
1999,3,CIN,CAR,6,0.039206784717042,0.0291823593211173,0.147837832206336,0.0532391940711491,0.073450588954479,0.327553682069547,0.230364764617481,0.0991647940428489,7,0.0389464085591153,0.0289556093366107,0.231359790761899,0.073024862404356,0.148171022940892,0.0992250294061053,0.327317724036673,0.0529995525543486,0.16610516444183,0.16239313935438
1999,3,CLE,BAL,7,0.0310025244851621,0.0221910586807077,0.273334024143408,0.0450277270848007,0.0697839205724453,0.122950278213619,0.321010388360767,0.11470007845909,3,0.0308995128259806,0.022109183645879,0.320818008200099,0.0693904936350653,0.273475819171376,0.114996929724133,0.123369407226175,0.0449406455712908,0.155454224607815,0.156573036601708
1999,3,DEN,TB,5,0.0594369938529613,0.0367310220119212,0.130241597557565,0.112314065101192,0.258551514027294,0.0713725169521258,0.09416531670392,0.237186973793021,4,0.0594116604294,0.0367880230695441,0.0949823236683095,0.254779003482195,0.131456033317131,0.238542895815937,0.0719930976152873,0.112046962602197,-0.0606867996280878,-0.0701561555764454
1999,3,DET,KC,7,0.028133651905405,0.020206995219753,0.305414400015534,0.0409870679077176,0.0641789966539483,0.107653576990376,0.325470064777375,0.107955246529891,3,0.028087376901604,0.0201634796774201,0.324611910097733,0.0639260273165317,0.305640928513314,0.108445131176219,0.108149377438027,0.0409757688791513,0.117700126485649,0.116940347112681
1999,3,IND,SD,2,0.164107835930048,0.475753468064312,0.0513403722180376,0.088807584979647,0.0667009100697647,0.0474093601634154,0.0485848971768961,0.0572955713978793,2,0.166856461740155,0.470595666131842,0.0487896222029882,0.0673144235318074,0.0515957362820016,0.05759744434089,0.0475683806575911,0.0896822651127241,0.247674992112416,0.232919479277652
1999,3,MIN,GB,1,0.420949111070624,0.0921652342444301,0.0572520754861856,0.169501499587544,0.0915284188448304,0.047644609255347,0.0515249097938284,0.0694341417172102,1,0.445859222205938,0.0922005714173069,0.0495637826085887,0.0872402249545683,0.0549264516638234,0.0662676517488849,0.0459921779026364,0.157949917498253,0.313005106947885,0.344713490288992
1999,3,NYG,NE,4,0.103181561407996,0.0563849896904585,0.0935502068848836,0.249635823335986,0.222185991160237,0.0651674287536898,0.0771343633944541,0.132759635372296,8,0.101946708310626,0.0559400020331771,0.0772957084852213,0.226278588274159,0.0939273241342798,0.133486912075,0.0652070345666081,0.245917722120929,-0.0169362559021424,-0.0315918564064432
1999,3,PHI,BUF,6,0.0337057844467444,0.0259322272698305,0.100732608910923,0.0437227238441799,0.057033447315401,0.514948142701893,0.15128023054982,0.0726448349612086,7,0.0336239887962285,0.0258329658099149,0.151926605448068,0.0569487037632437,0.101105065892295,0.0728858738063495,0.513970634316378,0.0437061621675228,0.550628185853081,0.54791185716757
1999,3,SEA,PIT,6,0.0636227600612026,0.0505446281290142,0.136399577461029,0.0783129771125046,0.0951882762471413,0.292617698962879,0.171618601502232,0.111695480523997,7,0.0633958287362212,0.0502584170401073,0.171932476680258,0.0950382512962193,0.136651948312644,0.111883241170856,0.292619041385243,0.0782207953784517,0.46813513727471,0.467604646785605
1999,3,SF,ARI,7,0.0485608685984654,0.0342489009677045,0.207759932597535,0.0705277626924303,0.105645082123782,0.166371103786094,0.2152081419755,0.151678207258489,3,0.0482844773262091,0.0340374900658235,0.215595202247165,0.104992009906727,0.208303257797465,0.151890122975567,0.16663712686261,0.070260312818434,0.0850742565447794,0.0850182128569639
1999,3,TEN,JAX,2,0.15457165267424,0.489379306629883,0.0511364127472442,0.0863138473366859,0.0657962815519498,0.0474604687335585,0.0485182649034415,0.0568237654229967,2,0.153162376770583,0.49355157059854,0.048127600815249,0.0653963596820893,0.050730697521298,0.0563363991726059,0.0470728234660009,0.0856221719736346,0.30061514226059,0.303143581657377
1999,3,WAS,NYJ,1,0.273984358088677,0.244264769132733,0.0661659278218093,0.128239640951546,0.0906596275110107,0.0594271308749835,0.0617840470626576,0.0754744985565828,1,0.278061568992491,0.241275122248264,0.0614500177372428,0.0906950399394885,0.0658604295031571,0.0751462704039368,0.0590583919833891,0.12845315919203,0.277510345343384,0.294017561406814
1999,4,ARI,DAL,6,0.061219687072667,0.04807592385085,0.136554703953428,0.0762937933528322,0.0937843988047318,0.300189513740913,0.172889134955277,0.110992844269301,7,0.0609915032925322,0.0477986808357381,0.173224996264574,0.0936308877555011,0.136830915358596,0.111197235503255,0.300126345444192,0.0761994355456116,0.470097724946361,0.469244126108984
1999,4,BAL,ATL,1,0.471201868958282,0.112044042902272,0.0526235763625939,0.129763032647106,0.0787079574403002,0.0453464553984687,0.0481254224990169,0.0621876437919605,1,0.47274020372688,0.113628608260772,0.0478835032237974,0.0783134938964235,0.0523196314085056,0.0617033839744625,0.0451751021209275,0.128236073388231,0.459089876714354,0.464092592552629
1999,4,BUF,MIA,4,0.0870739996022239,0.046021690279761,0.0843644399689031,0.271154597579247,0.259477386085226,0.0567600446391575,0.0681009908282171,0.127046851017264,8,0.0866016149905257,0.0459002871884932,0.068187749063453,0.263255254509866,0.0844939074477516,0.127060199756071,0.0568530050109751,0.267647982032864,-0.0673119468732468,-0.0758688248727105
1999,4,CAR,WAS,1,0.218156970759214,0.131700504298778,0.0878580112623306,0.175705390124828,0.126247812510185,0.0769305542240095,0.0809766136333011,0.102424143187353,1,0.220088174480845,0.132556839123746,0.0805458331802432,0.125901385384006,0.087385773345232,0.101756027399699,0.0765434556195656,0.175222511466663,0.153113153733076,0.159431870618853
1999,4,JAX,PIT,8,0.042253374116342,0.027885111856372,0.174779539845984,0.0716671624020342,0.150632749909696,0.0696888899044347,0.104608673892642,0.358484498072495,6,0.0425002457117279,0.0280835863615125,0.106025265982626,0.149143668467684,0.176985062618092,0.354614834882646,0.0706525355407277,0.0719948004349836,0.231140961122887,0.225612416142181
1999,4,KC,SD,4,0.179518481063535,0.0975813249215724,0.0918789842586049,0.213872051542509,0.147469947907517,0.0752212903516618,0.0820990554588261,0.112358864495773,8,0.180334833291946,0.0975262339580469,0.0817613991563644,0.147660943252351,0.0915177548678153,0.111824587910423,0.0749310481222874,0.214443199440766,0.138926461342647,0.141722900414459
1999,4,NE,CLE,4,0.109001363046282,0.059551007738713,0.0945168316186163,0.250083056211935,0.209247966571269,0.0677262709487352,0.0789739813620202,0.13089952250243,8,0.107992425698097,0.0590894813942328,0.0788384645552145,0.212069148537109,0.0944845816165879,0.130949857727118,0.067551085886658,0.249024954584983,0.0381250064248158,0.0317286385962928
1999,4,NO,CHI,2,0.155489146858305,0.321102493250494,0.0792726401005053,0.111572107586108,0.0936666809032031,0.077021490926408,0.076936251007015,0.084939189367962,2,0.156052312599635,0.310081654894842,0.0787071683249572,0.0954939056027448,0.0810197147656405,0.0866317042750297,0.0788699700574818,0.113143569479669,0.536739786077904,0.52974987401542
1999,4,NYJ,DEN,2,0.254723392787319,0.300418496453538,0.0615125760171146,0.117106445617582,0.0833279268781647,0.0554788713365896,0.0575674324903307,0.069864858419361,2,0.258482246637525,0.295242246318436,0.0575873168481445,0.0838176591904203,0.0615821133934518,0.0699626531078931,0.0554516690173713,0.117874095486759,-0.165634355568955,-0.185099858674878
1999,4,OAK,SEA,2,0.224073931228563,0.355196307595815,0.0586926216988943,0.1088800192763,0.0787061539381065,0.0530373028276857,0.0550166622234491,0.0663970012111855,2,0.220708038930592,0.362788683072709,0.0544871406582401,0.0780546237765753,0.0581183004933268,0.0656790131647754,0.052546032826133,0.107618167077648,-0.0210595101331414,-0.00920691825472701
1999,4,PHI,NYG,4,0.140638053692214,0.0641765245202533,0.0809915420206499,0.315694811059978,0.159903680507517,0.0622382238833522,0.0698519783105505,0.106505186005486,8,0.138096050894215,0.0634240440581006,0.0696248976018762,0.16170657053984,0.0808495768024007,0.10643953617234,0.0619593881752531,0.317899935755974,0.313907648428824,0.307125856140842
1999,4,STL,CIN,7,0.0467486973140342,0.03439904554609,0.192718126648018,0.0649483863209755,0.0928552427182317,0.193155212902749,0.24587258800177,0.129302700548132,3,0.0463139909007853,0.034047635646856,0.247432707194457,0.0920293057493132,0.193329842245823,0.129141714486214,0.193243379486091,0.0644614242904603,0.225326745569645,0.229238941885257
1999,4,TB,MIN,6,0.0553091200821604,0.0423706130154741,0.137943555119192,0.0708909527100996,0.0898126896983201,0.316064685688493,0.178469985843333,0.109138397842928,7,0.0559916388858262,0.0428170817411192,0.178774858455793,0.0908671066302561,0.139085521400245,0.110551671256546,0.310020016891612,0.0718921047386024,0.441704894495187,0.433761072350802
1999,4,TEN,SF,4,0.116169418078024,0.055966705469559,0.0748776598035223,0.365340653583833,0.166991044160024,0.0552167168361991,0.0633839425525902,0.102053859516249,8,0.115533747578585,0.0557366967131721,0.0632619364771784,0.168389556732729,0.074754610853828,0.101770368317202,0.0551243642683192,0.365428719058986,0.273348129353489,0.272466783689494
1999,5,ATL,NO,1,0.449680063938053,0.137108859326058,0.0534995739120478,0.123286142293952,0.0780362284282915,0.0465944227410252,0.0491994498019586,0.0625952595586136,1,0.452850291369506,0.134609261375902,0.0489274450914946,0.0781249237408578,0.053247906938464,0.0623179887696055,0.0463006808559603,0.12362150185821,0.505008691452339,0.501846319077708
1999,5,BAL,TEN,5,0.0738639965698684,0.0430331127138899,0.107629473282582,0.158760453079095,0.292928230534181,0.0668454802829877,0.0833346754115308,0.173604578125866,4,0.0735213301827401,0.0429749368415928,0.0838012594718384,0.29236112218199,0.108329680293292,0.174534635044497,0.0671947078759415,0.157282328108108,0.227402519704927,0.220524390362452
1999,5,CHI,MIN,5,0.0755395149527752,0.0436325299050501,0.0978104782160394,0.177060245850266,0.311369779750248,0.0626524354185913,0.0769562618032727,0.154978754103756,4,0.0748207057841325,0.043279625504213,0.0767634516672345,0.315219356368234,0.0976563572522515,0.154713796210047,0.0624898665508509,0.175056840663037,0.315002573756888,0.317535218165383
1999,5,CIN,CLE,2,0.148347062504133,0.39875302649369,0.0676092156760602,0.100205424874909,0.0819117567646931,0.0647750229672985,0.0651658454046004,0.0732326453146161,2,0.150694116285442,0.38150638638825,0.0675043980815859,0.0845965957594662,0.0699727646940885,0.0756390454341875,0.0671636014588677,0.102923091898112,0.559307727430038,0.557448786550433
1999,5,DAL,PHI,2,0.152230053450907,0.357174426802084,0.0738196234830052,0.106563352482724,0.0883384051703019,0.0709848673601179,0.0713290718833528,0.0795601993675077,2,0.152630216567327,0.355779979327816,0.0714244692652999,0.0886538492398419,0.0739417100034334,0.0796758566424342,0.0710491573200454,0.106844761633803,0.574336294892417,0.574209327085324
1999,5,DEN,OAK,4,0.115137707329016,0.0554612305979211,0.0806023543485579,0.330471237961928,0.180766447003125,0.058943497107202,0.0679131945252217,0.110704331127029,8,0.115604784372905,0.0556322148917886,0.0677885419786037,0.18053259202123,0.0803652590361666,0.109971506360482,0.0589338874846124,0.331171213854212,0.224404141673894,0.225393342153867
1999,5,JAX,NYJ,3,0.0386018367380091,0.0268846052575154,0.316849051030879,0.0588234759637176,0.0987828418837703,0.0979330908722148,0.177215415281562,0.184909682972332,5,0.0386543476906381,0.0269444521633007,0.17859479851385,0.0981262678834297,0.315472317303871,0.184499771821288,0.0988202622484276,0.0588877823751947,0.318532209430804,0.313293685364177
1999,5,MIA,IND,2,0.153159951630046,0.365364997751977,0.0721985816577452,0.105225762867709,0.0867335576160189,0.0696234030648862,0.0697849410997674,0.0779088043118505,2,0.153835713037896,0.359690785922878,0.0705570434924342,0.0877116530298888,0.0729877486192354,0.0786883689363571,0.0703956212727451,0.106133065688566,0.538201983516874,0.538013829117161
1999,5,NE,KC,4,0.100024143279084,0.0527851325955051,0.0872299932203903,0.283196791303646,0.218287681394259,0.061994792226602,0.0723488830282049,0.124132582952308,8,0.109451156473179,0.0565592683239695,0.0727835257066057,0.198526466479052,0.0863875728767316,0.119027330160866,0.0634220383593883,0.293842641620208,0.0571366238806077,0.135171639159639
1999,5,NYG,ARI,7,0.0276315492140725,0.0202868888571231,0.159495949427672,0.0386109019208496,0.0562791505680512,0.176406504592365,0.437724012048464,0.083565043371402,3,0.0274770246626659,0.0201595484112389,0.438422970526374,0.0559082376036716,0.159685126331684,0.0836130373925541,0.176277947293966,0.0384561077778453,0.407795370597223,0.407560157509657
1999,5,PIT,BUF,8,0.0432029821786136,0.0284672023035632,0.193263727246575,0.0724610315680561,0.146903647086036,0.0794015045218404,0.118316794183408,0.317983110911908,6,0.0434049930891812,0.0285866682767462,0.118533878280272,0.146891646400943,0.192448567708597,0.317262522625014,0.0799250585612971,0.0729466650579498,0.110827191021064,0.113835843439326
1999,5,SD,DET,4,0.221508199101407,0.0898785407674426,0.0756047851903118,0.260050449567697,0.131277038783667,0.0602492133145274,0.0666832077553779,0.0947485655195692,8,0.217833349419085,0.0891693722353016,0.0667854375380808,0.132762292410969,0.0758028466797732,0.0950313521373951,0.0602860789621109,0.262329270617285,0.128015673904461,0.150500490008255
1999,5,SF,STL,6,0.0410874658882063,0.0312249856733347,0.123187555169919,0.0538622030117419,0.0707246698845397,0.412552679185654,0.177229134948968,0.0901313062376359,7,0.04078946837008,0.0309556551973047,0.177557229518007,0.0703099583322484,0.123238971929399,0.0900741147494645,0.413480722682201,0.0535938792212956,0.466333021481253,0.464271982725069
1999,5,TB,GB,4,0.156800942172582,0.0764074019993955,0.0923972355483181,0.24239094934772,0.15919217538738,0.0748967484135619,0.0816698093455004,0.116244737785542,8,0.162719723188301,0.0788534858979223,0.081546627082817,0.156226211286901,0.0918220749789142,0.114518332043501,0.0752253840847167,0.239088161436926,0.258406324240724,0.260500512195812
1999,6,CAR,SF,5,0.0752610724722822,0.0475718258450409,0.13248968331312,0.135305332962754,0.229218961013389,0.0831258472102101,0.104071337251313,0.192955939931891,4,0.0765760576185697,0.0482016010980143,0.103699436449589,0.229451818623925,0.131129875341072,0.189268586388191,0.0834856461121235,0.138186978368515,0.0873668101124334,0.103661946927368
1999,6,CLE,JAX,4,0.0940321834320981,0.0503301242280399,0.0900366666251602,0.260313516896986,0.237371491681708,0.0631665479606503,0.0740903488121711,0.130659120363186,8,0.0928750313737246,0.0498476127394794,0.0738694917097808,0.242068910324161,0.0899122688483745,0.130653645337081,0.0629153963249601,0.257857643342438,-0.0197916965674448,-0.0312741441321642
1999,6,DAL,NYG,4,0.172094164018838,0.0682365851837418,0.0685635273000688,0.358423947675099,0.131567170329222,0.0527849903813316,0.0594065762175977,0.0889230388940999,8,0.17091673256575,0.0681326471741799,0.0594549964418805,0.132618528308761,0.0686350563242184,0.0889290764490688,0.0528382522813124,0.358474710454829,0.34467287651783,0.351546521283232
1999,6,GB,DEN,3,0.0415096163325574,0.0285163415270133,0.272293932586538,0.0648267883316863,0.112533653307273,0.102530720850237,0.167514519242496,0.210274427822199,5,0.0412506387849934,0.0283370997463446,0.167551659917581,0.111450515318947,0.27348222238985,0.210893319889654,0.102531165146401,0.0645033788062289,0.213496798697355,0.21449002689456
1999,6,IND,NYJ,2,0.128947223368775,0.574989835786847,0.0424611028438512,0.0722201402587026,0.054839156562441,0.0390778381135798,0.0401727121338177,0.0472919909319861,2,0.134034879827168,0.56075374705631,0.041317395259102,0.0566745060977697,0.0437042209908391,0.0486913532189944,0.0401564274964441,0.0746674700533728,0.353688823828027,0.339770657638699
1999,6,MIA,NE,2,0.155450124931789,0.274891233535371,0.0873176091949528,0.117820486044525,0.101198984358717,0.0854065921524825,0.0851121247647181,0.0928028450174443,2,0.155696313451168,0.273954462149225,0.0851676832571424,0.101459036391435,0.0874045602325837,0.0928803986389178,0.0854143027344262,0.118023243145101,0.5033347696167,0.502293626014218
1999,6,MIN,DET,5,0.095393142090246,0.0620077516673455,0.138961056241098,0.137166189183021,0.163292956905882,0.119127912286825,0.127239286622587,0.156811705002995,4,0.0965953969061513,0.0626487597421094,0.126262878628208,0.163504733635453,0.137812047615,0.155759548658629,0.118570054993802,0.138846579820647,0.025938841561907,0.0341881440479336
1999,6,OAK,BUF,3,0.0347842020708244,0.0241701143381558,0.362431228421625,0.0536112588371335,0.0931466214087177,0.083135006760032,0.15542223763336,0.193299330530152,5,0.0345257965767731,0.0239894694357122,0.15564541175669,0.0920155595965671,0.364136233354367,0.193184228115326,0.0832411346288754,0.0532621665356888,0.358943793933824,0.360182054947343
