"game_id","home_wp","game_seconds_remaining"
"2023_01_ARI_WAS",0.546261787414551,3600
"2023_01_ARI_WAS",0.546261787414551,3600
"2023_01_ARI_WAS",0.546261787414551,3600
"2023_01_ARI_WAS",0.539620935916901,3570
"2023_01_ARI_WAS",0.555987477302551,3535
"2023_01_ARI_WAS",0.572573363780975,3496
"2023_01_ARI_WAS",0.554536581039429,3492
"2023_01_ARI_WAS",0.584446668624878,3454
"2023_01_ARI_WAS",0.566531538963318,3416
"2023_01_ARI_WAS",0.53084397315979,3411
"2023_01_ARI_WAS",0.496159702539444,3368
"2023_01_ARI_WAS",0.517709732055664,3359
"2023_01_ARI_WAS",0.534803688526154,3328
"2023_01_ARI_WAS",0.540088772773743,3291
"2023_01_ARI_WAS",0.504179894924164,3252
"2023_01_ARI_WAS",0.519847869873047,3248
"2023_01_ARI_WAS",0.554286062717438,3208
"2023_01_ARI_WAS",0.567187458276749,3165
"2023_01_ARI_WAS",0.528501808643341,3155
"2023_01_ARI_WAS",0.546261787414551,3131
"2023_01_ARI_WAS",0.546093106269836,3100
"2023_01_ARI_WAS",0.554581105709076,3070
"2023_01_ARI_WAS",0.587220311164856,3047
"2023_01_ARI_WAS",0.561314344406128,3008
"2023_01_ARI_WAS",0.670701265335083,3002
"2023_01_ARI_WAS",0.67795342206955,2962
"2023_01_ARI_WAS",0.696041208100838,2955
"2023_01_ARI_WAS",0.697825610637665,2955
"2023_01_ARI_WAS",0.697825610637665,2955
"2023_01_ARI_WAS",0.709505438804627,2925
"2023_01_ARI_WAS",0.663000375032425,2881
"2023_01_ARI_WAS",0.685693860054016,2836
"2023_01_ARI_WAS",0.61718299984932,2803
"2023_01_ARI_WAS",0.61718299984932,2803
"2023_01_ARI_WAS",0.630412578582764,2798
"2023_01_ARI_WAS",0.658979892730713,2760
"2023_01_ARI_WAS",0.686924040317535,2756
"2023_01_ARI_WAS",0.654758036136627,2753
"2023_01_ARI_WAS",0.654758036136627,2753
"2023_01_ARI_WAS",0.627768993377686,2717
"2023_01_ARI_WAS",0.616056561470032,2700
"2023_01_ARI_WAS",0.616056561470032,2700
"2023_01_ARI_WAS",0.658423662185669,2694
"2023_01_ARI_WAS",0.533925324678421,2686
"2023_01_ARI_WAS",0.543814152479172,2648
"2023_01_ARI_WAS",0.581102639436722,2614
"2023_01_ARI_WAS",0.616236537694931,2611
"2023_01_ARI_WAS",0.601195275783539,2606
"2023_01_ARI_WAS",0.601195275783539,2606
"2023_01_ARI_WAS",0.601068556308746,2569
"2023_01_ARI_WAS",0.62649941444397,2535
"2023_01_ARI_WAS",0.616930186748505,2491
"2023_01_ARI_WAS",0.616813719272614,2447
"2023_01_ARI_WAS",0.660543739795685,2410
"2023_01_ARI_WAS",0.646453082561493,2376
"2023_01_ARI_WAS",0.686842620372772,2335
"2023_01_ARI_WAS",0.542879819869995,2331
"2023_01_ARI_WAS",0.546501368284226,2294
"2023_01_ARI_WAS",0.56294110417366,2263
"2023_01_ARI_WAS",0.568551063537598,2222
"2023_01_ARI_WAS",0.609048247337341,2184
"2023_01_ARI_WAS",0.650322258472443,2177
"2023_01_ARI_WAS",0.660543739795685,2149
"2023_01_ARI_WAS",0.646453082561493,2111
"2023_01_ARI_WAS",0.615544080734253,2106
"2023_01_ARI_WAS",0.551090478897095,2074
"2023_01_ARI_WAS",0.546281069517136,2067
"2023_01_ARI_WAS",0.540723294019699,2027
"2023_01_ARI_WAS",0.518922656774521,1993
"2023_01_ARI_WAS",0.492169976234436,1956
"2023_01_ARI_WAS",0.517073720693588,1920
"2023_01_ARI_WAS",0.542689770460129,1915
"2023_01_ARI_WAS",0.542689770460129,1915
"2023_01_ARI_WAS",0.570681482553482,1906
"2023_01_ARI_WAS",0.561237931251526,1901
"2023_01_ARI_WAS",0.561237931251526,1901
"2023_01_ARI_WAS",0.573451638221741,1889
"2023_01_ARI_WAS",0.593379497528076,1869
"2023_01_ARI_WAS",0.575569808483124,1865
"2023_01_ARI_WAS",0.549097776412964,1862
"2023_01_ARI_WAS",0.305486712690777,1855
"2023_01_ARI_WAS",0.30332151055336,1855
"2023_01_ARI_WAS",0.299255013465881,1849
"2023_01_ARI_WAS",0.326347798109055,1830
"2023_01_ARI_WAS",0.290586799383163,1825
"2023_01_ARI_WAS",0.294084399938583,1819
"2023_01_ARI_WAS",0.294084399938583,1819
"2023_01_ARI_WAS",0.278132885694504,1814
"2023_01_ARI_WAS",0.364688038825989,1808
"2023_01_ARI_WAS",0.349308520555496,1803
"2023_01_ARI_WAS",0.410383224487305,1800
"2023_01_ARI_WAS",0.410383224487305,1800
"2023_01_ARI_WAS",0.410383224487305,1800
"2023_01_ARI_WAS",0.389298498630524,1769
"2023_01_ARI_WAS",0.388639450073242,1746
"2023_01_ARI_WAS",0.341097891330719,1709
"2023_01_ARI_WAS",0.334904909133911,1672
"2023_01_ARI_WAS",0.357315003871918,1669
"2023_01_ARI_WAS",0.325857877731323,1639
"2023_01_ARI_WAS",0.287180364131928,1601
"2023_01_ARI_WAS",0.300086915493011,1558
"2023_01_ARI_WAS",0.332515180110931,1516
"2023_01_ARI_WAS",0.376117765903473,1512
"2023_01_ARI_WAS",0.313690632581711,1509
"2023_01_ARI_WAS",0.313690632581711,1509
"2023_01_ARI_WAS",0.317063570022583,1479
"2023_01_ARI_WAS",0.334672331809998,1444
"2023_01_ARI_WAS",0.32367941737175,1409
"2023_01_ARI_WAS",0.349106639623642,1377
"2023_01_ARI_WAS",0.324523448944092,1341
"2023_01_ARI_WAS",0.26150569319725,1297
"2023_01_ARI_WAS",0.255433768033981,1272
"2023_01_ARI_WAS",0.239770472049713,1235
"2023_01_ARI_WAS",0.240772068500519,1222
"2023_01_ARI_WAS",0.201687157154083,1184
